season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2019-20,1629611,Terance Mann,Terance,1610612746,LAC,LA Clippers,21901317,2020-08-14T00:00:00,LAC vs. OKC,W,41.9,8,12,0.667,1,3,0.333,8,13,0.615,4,10,14,9,3,2,0,1,5,9,25,-7,58.3,1,0,53.0,1,1,1,1,159,2067,5001,2660,6857,8832,7485,508,149,9105,567,487,336,485,1782,1252,7040,14867,20977,173,1417,16391,336,1,101,469,1,41:54,2019,2020
2019-20,202335,Patrick Patterson,Patrick,1610612746,LAC,LA Clippers,21901317,2020-08-14T00:00:00,LAC vs. OKC,W,38.9,4,16,0.25,4,11,0.364,5,6,0.833,3,11,14,0,2,0,0,2,3,4,17,-6,31.8,1,0,35.0,1,1,1,1,633,8029,2287,17337,800,317,7416,1616,1776,6261,1221,311,336,16549,3918,10567,7040,20277,14861,2590,4369,15626,5004,1,101,3317,1,38:54,2019,2020
2019-20,203210,JaMychal Green,JaMychal,1610612746,LAC,LA Clippers,21901317,2020-08-14T00:00:00,LAC vs. OKC,W,27.416666666666668,5,11,0.455,3,6,0.5,0,0,0.0,0,8,8,0,3,1,0,0,3,2,13,-2,22.6,0,0,26.0,1,1,1,1,8389,5844,5930,10529,1756,3146,3230,12027,12814,12027,11304,1198,2524,16549,1782,3910,7040,1,14861,6771,6972,12258,9335,1909,101,6801,1,27:25,2019,2020
2019-20,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,21901317,2020-08-14T00:00:00,LAC vs. OKC,W,10.7,2,3,0.667,0,0,0.0,2,2,1.0,1,3,4,0,1,0,1,0,1,3,6,8,12.8,0,0,12.0,1,1,1,1,19281,13379,17424,2660,12218,17645,12218,5552,6839,1,5288,8691,8556,16549,7875,10567,2205,1,4186,4183,13720,4621,15211,1909,101,15174,1,10:42,2019,2020
2019-20,202704,Reggie Jackson,Reggie,1610612746,LAC,LA Clippers,21901317,2020-08-14T00:00:00,LAC vs. OKC,W,16.195,2,8,0.25,1,4,0.25,2,2,1.0,0,2,2,3,3,0,0,1,3,1,7,8,10.9,0,0,13.0,1,1,1,1,16477,13379,9577,17337,6857,6437,9796,5552,6839,1,11304,11973,14253,5244,1782,10567,7040,14867,14861,10668,12728,4621,16386,1909,101,14542,1,16:12,2019,2020
2019-20,1629599,Amir Coffey,Amir,1610612746,LAC,LA Clippers,21901317,2020-08-14T00:00:00,LAC vs. OKC,W,49.638333333333335,7,17,0.412,2,8,0.25,5,8,0.625,0,2,2,4,2,4,1,1,6,4,21,11,42.4,0,0,39.0,1,1,1,1,4,3019,1784,12297,3640,1387,9796,1616,894,9042,11304,11973,14253,3556,3918,87,2205,14867,22115,2590,2620,3220,1981,1909,101,2275,1,49:38,2019,2020
2019-20,201149,Joakim Noah,Joakim,1610612746,LAC,LA Clippers,21901317,2020-08-14T00:00:00,LAC vs. OKC,W,28.98333333333333,4,7,0.571,0,0,0.0,1,2,0.5,1,5,6,5,4,1,0,0,1,2,9,8,22.7,0,0,22.0,1,1,1,1,7204,8029,11066,5401,12218,17645,12218,9105,6839,9400,5288,4038,4656,2442,787,3910,7040,1,4186,6771,10523,4621,9280,1909,101,8971,1,28:59,2019,2020
2019-20,203585,Rodney McGruder,Rodney,1610612746,LAC,LA Clippers,21901317,2020-08-14T00:00:00,LAC vs. OKC,W,51.266666666666666,2,11,0.182,1,5,0.2,4,6,0.667,3,8,11,2,2,2,0,1,0,4,9,0,29.2,0,0,27.0,1,1,1,1,2,13379,5930,18918,6857,4572,11014,2455,1776,8310,1221,1198,976,7732,3918,1252,7040,14867,1,2590,10523,10392,6011,1909,101,6371,1,51:16,2019,2020
2019-20,203210,JaMychal Green,JaMychal,1610612746,LAC,LA Clippers,21901307,2020-08-12T00:00:00,LAC @ DEN,W,21.066666666666663,1,2,0.5,1,1,1.0,0,0,0.0,0,4,4,1,0,1,1,0,4,0,3,-8,15.3,0,0,13.0,1,1,1,1,13174,16399,18959,7108,6857,14524,1,12027,12814,12027,11304,5976,8556,11429,14568,3910,2205,1,18631,16138,17209,17095,13691,1909,101,14542,1,21:04,2019,2020
2019-20,202694,Marcus Morris Sr.,Marcus,1610612746,LAC,LA Clippers,21901307,2020-08-12T00:00:00,LAC @ DEN,W,29.58333333333333,3,10,0.3,1,7,0.143,0,0,0.0,0,5,5,2,0,1,0,0,3,0,7,14,19.0,0,0,17.0,1,1,1,1,6744,10497,7049,16462,6857,2102,11940,12027,12814,12027,11304,4038,6393,7732,14568,3910,7040,1,14861,16138,12728,2172,11492,1909,101,12005,1,29:35,2019,2020
