team_id,team_name,gp,w,l,w_pct,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,team
1610612737,Atlanta Hawks,6,1,5,0.167,26.0,0.369,0.286,0.135,0.172,0.459,0.306,0.164,0.344,6,10,14,13,6,13,11,10,13,10,5,4,10,ATLANTA HAWKS
1610612738,Boston Celtics,3,2,1,0.667,18.0,0.45,0.4,0.15,0.143,0.317,0.4,0.158,0.217,9,6,2,3,9,7,10,13,14,2,10,5,3,BOSTON CELTICS
1610612766,Charlotte Hornets,3,2,1,0.667,11.0,0.472,0.222,0.143,0.273,0.471,0.294,0.15,0.364,9,6,2,3,10,5,12,12,11,11,3,7,11,CHARLOTTE HORNETS
1610612739,Cleveland Cavaliers,8,7,1,0.875,29.0,0.443,0.189,0.163,0.471,0.365,0.351,0.067,0.185,4,1,2,2,5,8,14,14,2,4,8,14,2,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,2,1,1,0.5,6.0,0.5,0.2,0.1,0.333,0.25,0.071,0.182,0.545,13,10,2,7,14,4,13,6,7,1,1,3,15,DALLAS MAVERICKS
1610612765,Detroit Pistons,3,0,3,0.0,11.0,0.35,0.5,0.071,0.143,0.529,0.294,0.235,0.6,9,14,9,14,11,14,6,4,14,13,3,1,16,DETROIT PISTONS
1610612744,Golden State Warriors,9,6,3,0.667,36.0,0.543,0.174,0.095,0.316,0.336,0.509,0.157,0.244,2,2,9,3,3,3,15,5,9,3,13,6,5,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,1,1,0,1.0,4.0,0.583,0.667,0.1,0.0,0.438,0.125,0.125,0.4,15,10,1,1,15,1,4,6,16,6,2,9,13,HOUSTON ROCKETS
1610612754,Indiana Pacers,3,1,2,0.333,8.0,0.563,0.5,0.308,0.4,0.444,1.111,0.071,0.333,9,10,7,12,13,2,6,16,4,7,16,13,7,INDIANA PACERS
1610612746,LA Clippers,2,0,2,0.0,8.0,0.308,0.692,0.067,0.364,0.536,0.786,0.105,0.333,13,14,7,14,12,15,2,3,5,14,15,12,7,LA CLIPPERS
1610612763,Memphis Grizzlies,1,0,1,0.0,2.0,0.25,0.0,0.0,0.667,0.5,0.333,0.0,0.0,15,14,2,14,16,16,16,1,1,12,7,16,1,MEMPHIS GRIZZLIES
1610612748,Miami Heat,8,3,5,0.375,44.0,0.454,0.492,0.12,0.244,0.431,0.458,0.125,0.314,4,5,14,11,2,6,8,9,12,5,11,9,6,MIAMI HEAT
1610612760,Oklahoma City Thunder,10,5,5,0.5,32.0,0.38,0.42,0.242,0.424,0.456,0.526,0.045,0.343,1,4,14,7,4,11,9,15,3,9,14,15,9,OKLAHOMA CITY THUNDER
1610612757,Portland Trail Blazers,5,2,3,0.4,25.0,0.427,0.561,0.137,0.296,0.576,0.326,0.115,0.385,7,6,9,9,7,10,5,11,10,16,6,11,12,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,5,2,3,0.4,18.0,0.375,0.75,0.026,0.364,0.537,0.37,0.235,0.462,7,6,9,9,8,12,1,2,5,15,9,1,14,SAN ANTONIO SPURS
1610612761,Toronto Raptors,9,6,3,0.667,46.0,0.434,0.691,0.112,0.333,0.445,0.484,0.143,0.22,2,2,9,3,1,9,3,8,7,8,12,8,4,TORONTO RAPTORS
