close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
200746,LaMarcus Aldridge,1610612759,SAS,F,30.0,10,10,0.514,36,72,0.5,0.546,-0.046
201980,Danny Green,1610612759,SAS,G-F,29.0,10,10,0.403,28,52,0.538,0.552,-0.014
1495,Tim Duncan,1610612759,SAS,C-F,40.0,10,10,0.68,16,51,0.314,0.546,-0.232
202695,Kawhi Leonard,1610612759,SAS,F,25.0,10,10,0.426,22,43,0.512,0.552,-0.04
2561,David West,1610612759,SAS,F,35.0,9,9,0.623,18,38,0.474,0.524,-0.05
1938,Manu Ginobili,1610612759,SAS,G,38.0,10,9,0.415,12,22,0.545,0.503,0.043
2564,Boris Diaw,1610612759,SAS,C-F,34.0,9,8,0.408,7,20,0.35,0.528,-0.178
2225,Tony Parker,1610612759,SAS,G,34.0,10,9,0.323,12,20,0.6,0.527,0.073
201988,Patty Mills,1610612759,SAS,G,27.0,10,7,0.352,9,19,0.474,0.526,-0.052
203937,Kyle Anderson,1610612759,SAS,F,22.0,10,8,0.356,10,16,0.625,0.551,0.074
1626246,Boban Marjanović,1610612759,SAS,C,27.0,4,3,0.667,6,10,0.6,0.582,0.018
2755,Kevin Martin,1610612759,SAS,G,33.0,4,2,0.429,3,6,0.5,0.524,-0.024
1889,Andre Miller,1610612759,SAS,G,40.0,4,2,0.4,4,4,1.0,0.588,0.412
203613,Jonathon Simmons,1610612759,SAS,G-F,26.0,2,1,0.2,0,1,0.0,0.366,-0.366
