season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612763,MEM,Memphis Grizzlies,42100236,2022-05-13,MEM @ GSW,L,48.0,18.0,12.0,15.0,34.0,7.0,21.0,23.0,36.0,0,0,0,0,3,63,83,40,133,9,156,170,43,1,2021,2022,False,GSW,MEM,MAY
2021-22,1610612763,MEM,Memphis Grizzlies,42100235,2022-05-11,MEM vs. GSW,W,48.0,29.0,24.0,16.0,50.0,10.0,5.0,9.0,36.0,0,0,0,0,3,5,7,34,33,30,12,57,43,1,2021,2022,True,MEM,GSW,MAY
2021-22,1610612763,MEM,Memphis Grizzlies,42100234,2022-05-09,MEM @ GSW,L,48.0,11.0,15.0,13.0,58.0,15.0,13.0,13.0,42.0,0,0,0,0,3,126,53,53,10,74,93,104,80,1,2021,2022,False,GSW,MEM,MAY
2021-22,1610612763,MEM,Memphis Grizzlies,42100233,2022-05-07,MEM @ GSW,L,48.0,23.0,8.0,20.0,44.0,16.0,11.0,15.0,62.0,0,0,0,0,3,25,129,12,72,85,67,126,170,1,2021,2022,False,GSW,MEM,MAY
2021-22,1610612763,MEM,Memphis Grizzlies,42100232,2022-05-03,MEM vs. GSW,W,48.0,15.0,10.0,18.0,42.0,12.0,20.0,10.0,60.0,0,0,0,0,3,91,109,22,85,50,150,68,166,1,2021,2022,True,MEM,GSW,MAY
2021-22,1610612763,MEM,Memphis Grizzlies,42100231,2022-05-01,MEM vs. GSW,L,48.0,26.0,22.0,17.0,44.0,24.0,26.0,18.0,56.0,0,0,0,0,3,14,13,30,72,151,169,146,157,1,2021,2022,True,MEM,GSW,MAY
2021-22,1610612763,MEM,Memphis Grizzlies,42100156,2022-04-29,MEM @ MIN,W,48.0,16.0,13.0,13.0,46.0,20.0,7.0,11.0,46.0,0,0,0,0,3,84,74,53,57,123,22,82,104,1,2021,2022,False,MIN,MEM,APR
2021-22,1610612763,MEM,Memphis Grizzlies,42100155,2022-04-26,MEM vs. MIN,W,48.0,23.0,23.0,19.0,62.0,17.0,6.0,10.0,38.0,0,0,0,0,3,25,9,17,2,92,15,68,55,1,2021,2022,True,MEM,MIN,APR
2021-22,1610612763,MEM,Memphis Grizzlies,42100154,2022-04-23,MEM @ MIN,L,48.0,16.0,3.0,12.0,50.0,19.0,7.0,9.0,30.0,0,0,0,0,3,84,170,72,33,113,22,57,15,1,2021,2022,False,MIN,MEM,APR
2021-22,1610612763,MEM,Memphis Grizzlies,42100153,2022-04-21,MEM @ MIN,W,48.0,21.0,23.0,7.0,40.0,29.0,18.0,20.0,40.0,0,0,0,0,3,39,9,132,96,168,136,159,69,1,2021,2022,False,MIN,MEM,APR
2021-22,1610612763,MEM,Memphis Grizzlies,42100152,2022-04-19,MEM vs. MIN,W,48.0,28.0,19.0,12.0,60.0,15.0,8.0,11.0,34.0,0,0,0,0,3,8,26,72,6,74,38,82,32,1,2021,2022,True,MEM,MIN,APR
2021-22,1610612763,MEM,Memphis Grizzlies,42100151,2022-04-16,MEM vs. MIN,L,48.0,25.0,14.0,18.0,60.0,11.0,19.0,9.0,50.0,0,0,0,0,3,16,63,22,6,38,145,57,130,1,2021,2022,True,MEM,MIN,APR
