season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612763,MEM,Memphis Grizzlies,22101223,2022-04-10,MEM vs. BOS,L,48.0,0.456,0.265,0.098,0.324,0.636,0.131,0.146,0.422,0,0,0,0,117,2161,1003,321,605,2300,167,975,2396,1,2021,2022,True,MEM,BOS,APR
2021-22,1610612763,MEM,Memphis Grizzlies,22101213,2022-04-09,MEM vs. NOP,W,48.0,0.689,0.256,0.179,0.333,0.484,0.385,0.151,0.309,0,0,0,0,117,31,1108,2135,468,592,2298,850,1704,1,2021,2022,True,MEM,NOP,APR
2021-22,1610612763,MEM,Memphis Grizzlies,22101201,2022-04-07,MEM @ DEN,L,48.0,0.534,0.213,0.129,0.204,0.625,0.313,0.186,0.306,0,0,0,0,117,1182,1568,995,2018,2229,1879,233,1673,1,2021,2022,False,DEN,MEM,APR
2021-22,1610612763,MEM,Memphis Grizzlies,22101187,2022-04-05,MEM @ UTA,L,53.0,0.45,0.287,0.112,0.203,0.479,0.448,0.147,0.302,0,0,0,0,15,2209,780,574,2040,540,2406,954,1618,1,2021,2022,False,UTA,MEM,APR
2021-22,1610612763,MEM,Memphis Grizzlies,22101155,2022-04-01,MEM vs. PHX,W,48.0,0.485,0.275,0.105,0.35,0.605,0.198,0.19,0.195,0,0,0,0,117,1848,898,429,357,2093,703,200,344,1,2021,2022,True,MEM,PHX,APR
2021-22,1610612763,MEM,Memphis Grizzlies,22101144,2022-03-30,MEM @ SAS,W,48.0,0.571,0.121,0.147,0.313,0.59,0.193,0.156,0.256,0,0,0,0,117,664,2327,1521,706,1976,651,742,1036,1,2021,2022,False,SAS,MEM,MAR
2021-22,1610612763,MEM,Memphis Grizzlies,22101129,2022-03-28,MEM vs. GSW,W,48.0,0.533,0.38,0.135,0.327,0.463,0.321,0.165,0.176,0,0,0,0,117,1196,180,1172,541,372,1953,535,216,1,2021,2022,True,MEM,GSW,MAR
2021-22,1610612763,MEM,Memphis Grizzlies,22101112,2022-03-26,MEM vs. MIL,W,48.0,0.544,0.225,0.078,0.357,0.435,0.28,0.14,0.31,0,0,0,0,117,1033,1434,97,299,165,1615,1113,1719,1,2021,2022,True,MEM,MIL,MAR
2021-22,1610612763,MEM,Memphis Grizzlies,22101096,2022-03-24,MEM vs. IND,W,48.0,0.651,0.183,0.173,0.467,0.473,0.25,0.111,0.286,0,0,0,0,117,103,1918,2045,10,467,1272,1888,1404,1,2021,2022,True,MEM,IND,MAR
2021-22,1610612763,MEM,Memphis Grizzlies,22101089,2022-03-23,MEM vs. BKN,W,48.0,0.559,0.218,0.129,0.418,0.546,0.31,0.139,0.318,0,0,0,0,117,838,1525,995,74,1457,1860,1158,1795,1,2021,2022,True,MEM,BKN,MAR
