close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
2585,Zaza Pachulia,1610612742,DAL,C,32.0,76,74,0.487,3.39,5.66,0.6,0.593,0.007
1717,Dirk Nowitzki,1610612742,DAL,F,38.0,75,74,0.391,2.93,5.24,0.56,0.593,-0.034
1626257,Salah Mejri,1610612742,DAL,C,30.0,31,27,0.544,1.45,3.39,0.429,0.597,-0.169
101135,David Lee,1610612742,DAL,F-C,33.0,52,48,0.403,1.81,3.1,0.584,0.586,-0.002
203939,Dwight Powell,1610612742,DAL,F-C,24.0,65,57,0.418,1.55,2.77,0.561,0.598,-0.037
201580,JaVale McGee,1610612742,DAL,C,28.0,33,28,0.57,1.58,2.61,0.605,0.587,0.018
101114,Deron Williams,1610612742,DAL,G,32.0,65,52,0.198,1.48,2.02,0.733,0.581,0.151
202718,Chandler Parsons,1610612742,DAL,F,27.0,61,47,0.217,1.13,1.79,0.633,0.589,0.044
101109,Raymond Felton,1610612742,DAL,G,32.0,80,63,0.203,1.14,1.74,0.655,0.594,0.061
202083,Wesley Matthews,1610612742,DAL,G-F,29.0,78,64,0.173,1.23,1.73,0.711,0.594,0.117
101111,Charlie Villanueva,1610612742,DAL,F,31.0,52,35,0.343,1.08,1.67,0.644,0.594,0.05
202379,Jeremy Evans,1610612742,DAL,F,28.0,23,17,0.321,0.96,1.52,0.629,0.617,0.012
2734,Devin Harris,1610612742,DAL,G,33.0,64,44,0.218,0.94,1.28,0.732,0.576,0.156
1626147,Justin Anderson,1610612742,DAL,G-F,22.0,46,29,0.286,0.63,1.2,0.527,0.588,-0.061
200826,J.J. Barea,1610612742,DAL,G,32.0,74,46,0.141,0.68,0.93,0.725,0.586,0.139
