player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
1630264,Anthony Gill,Anthony,1610612764,WAS,31.0,50,9,41,0.18,9.3,113.4,113.3,113.3,113.1,112.1,112.1,0.2,1.2,1.2,0.098,1.48,14.5,0.078,0.117,0.098,9.8,9.9,0.5,0.537,0.177,0.18,103.53,104.03,86.69,104.03,0.074,1008,75,160,1.5,3.2,0.469,291,412,507,526,454,203,213,213,325,264,264,246,216,216,344,383,381,106,292,187,331,332,383,384,230,242,87,83,83,368,344,343,396,419,224,WAS
1641731,Bilal Coulibaly,Bilal,1610612764,WAS,19.0,63,11,52,0.175,27.2,106.5,107.4,107.4,116.9,118.4,118.4,-10.3,-11.0,-11.0,0.086,1.26,16.1,0.031,0.116,0.072,12.7,12.7,0.509,0.543,0.139,0.143,104.45,103.33,86.11,103.33,0.057,3687,188,432,3.0,6.9,0.435,191,392,551,529,141,423,395,395,483,509,509,474,483,483,390,431,325,315,299,327,498,496,366,362,417,424,47,117,117,469,213,204,227,211,350,WAS
1630557,Corey Kispert,Corey,1610612764,WAS,25.0,80,15,65,0.188,25.8,107.8,108.7,108.7,118.1,119.4,119.4,-10.3,-10.7,-10.7,0.111,1.6,14.1,0.014,0.091,0.052,8.8,8.8,0.602,0.62,0.191,0.196,104.6,103.61,86.34,103.61,0.084,4477,386,794,4.8,9.9,0.486,23,347,572,517,168,387,359,359,506,529,529,473,481,481,312,347,392,495,434,471,246,246,80,101,183,188,44,103,103,282,89,94,128,128,180,WAS
1630166,Deni Avdija,Deni,1610612764,WAS,23.0,75,14,61,0.187,30.1,109.3,109.7,109.7,115.6,116.2,116.2,-6.3,-6.5,-6.5,0.174,1.79,21.0,0.036,0.192,0.115,11.8,11.7,0.56,0.597,0.196,0.203,105.47,105.06,87.55,105.06,0.109,4936,406,803,5.4,10.7,0.506,76,361,569,519,97,341,330,330,444,457,457,396,398,398,162,297,186,283,83,135,458,452,201,163,171,172,27,54,54,153,72,92,100,113,133,WAS
1630647,Eugene Omoruyi,Eugene,1610612764,WAS,27.0,43,5,38,0.116,9.1,100.8,100.1,100.1,115.7,114.2,114.2,-14.9,-14.1,-14.1,0.141,1.67,14.3,0.078,0.13,0.102,8.6,8.6,0.524,0.549,0.208,0.217,107.55,108.62,90.51,108.62,0.09,884,81,167,1.9,3.9,0.485,330,466,488,552,460,511,502,502,446,360,360,531,521,521,228,334,387,107,238,177,225,222,323,335,145,139,13,20,20,251,332,337,345,360,182,WAS
1628977,Hamidou Diallo,Hamidou,1610612764,WAS,25.0,2,1,1,0.5,2.4,78.7,81.8,81.8,57.1,50.0,50.0,21.6,31.8,31.8,0.333,1.0,25.0,0.182,0.0,0.125,25.0,25.0,0.5,0.5,0.188,0.194,102.06,106.11,88.42,106.11,0.261,11,1,2,0.5,1.0,0.5,555,538,14,300,566,564,556,556,2,2,2,14,5,5,16,480,115,5,557,107,569,569,383,457,194,199,184,41,41,2,550,561,528,542,139,WAS
1630215,Jared Butler,Jared,1610612764,WAS,23.0,40,6,34,0.15,14.1,107.4,107.6,107.6,112.6,111.4,111.4,-5.3,-3.8,-3.8,0.321,2.52,32.1,0.015,0.083,0.049,12.8,12.7,0.547,0.579,0.194,0.2,102.91,103.36,86.13,103.36,0.103,1217,98,201,2.5,5.0,0.488,349,458,446,540,353,400,388,388,305,232,232,378,347,347,19,140,41,483,465,495,499,499,241,226,175,177,123,116,116,181,306,318,283,291,174,WAS
1631098,Johnny Davis,Johnny,1610612764,WAS,22.0,50,8,42,0.16,12.3,104.5,104.9,104.9,115.6,115.2,115.2,-11.1,-10.3,-10.3,0.068,2.46,15.3,0.027,0.088,0.056,6.2,6.2,0.448,0.462,0.117,0.121,105.36,105.31,87.76,105.31,0.036,1341,62,154,1.2,3.1,0.403,291,423,515,534,392,466,453,453,443,420,420,487,473,473,477,160,357,361,447,442,73,75,486,504,507,506,29,51,51,520,364,351,437,426,439,WAS
1629673,Jordan Poole,Jordan,1610612764,WAS,25.0,78,15,63,0.192,30.1,107.8,108.4,108.4,117.9,119.5,119.5,-10.1,-11.1,-11.1,0.212,1.82,19.1,0.013,0.074,0.043,10.4,10.4,0.491,0.529,0.256,0.263,105.73,104.7,87.25,104.7,0.076,5123,490,1186,6.3,15.2,0.413,43,347,570,516,98,390,367,367,502,530,530,471,489,489,121,285,236,507,506,529,375,374,423,405,52,53,21,64,64,355,49,29,75,55,420,WAS
1631262,Jules Bernard,Jules,1610612764,WAS,24.0,19,2,17,0.105,7.9,109.6,111.2,111.2,106.3,104.9,104.9,3.3,6.3,6.3,0.142,2.0,17.6,0.056,0.106,0.079,8.8,8.7,0.539,0.544,0.189,0.197,105.72,105.63,88.03,105.63,0.086,331,29,64,1.5,3.4,0.453,446,511,199,553,477,332,277,277,68,67,67,169,93,93,226,238,282,175,351,280,245,237,261,357,186,185,22,48,48,270,427,432,391,405,282,WAS
