player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
1629164,Brandon Goodwin,Brandon,1610612743,DEN,23.0,16,10,6,0.625,3.6,0.739,0.261,0.348,0.0,0.261,0.217,0.391,0.478,0.348,0.25,0.75,1.0,0.0,0.5,0.5,6,23,0.261,438,400,76,126,518,150,377,440,461,319,54,6,7,349,465,47,1,316,400,111,483,469,506,DEN
1629152,DeVaughn Akoon-Purcell,DeVaughn,1610612743,DEN,26.0,7,7,0,1.0,3.1,0.6,0.4,0.857,0.0,0.0,0.0,0.143,0.0,0.857,0.667,0.333,0.0,0.0,0.667,0.333,3,10,0.3,477,433,1,1,520,282,242,29,461,454,481,252,495,15,178,327,451,316,273,238,499,494,499,DEN
203914,Gary Harris,Gary,1610612743,DEN,24.0,57,38,19,0.667,28.8,0.62,0.38,0.51,0.062,0.334,0.151,0.156,0.159,0.448,0.606,0.394,0.89,0.11,0.693,0.307,270,637,0.424,259,132,183,78,97,266,261,279,281,237,151,207,199,245,246,269,279,175,244,275,143,129,314,DEN
202738,Isaiah Thomas,Isaiah,1610612743,DEN,30.0,12,6,6,0.5,15.1,0.566,0.434,0.454,0.124,0.371,0.278,0.175,0.309,0.33,0.545,0.455,0.667,0.333,0.588,0.412,34,99,0.343,454,450,76,251,338,322,205,343,134,210,20,154,13,368,285,227,395,54,343,176,410,398,470,DEN
1627750,Jamal Murray,Jamal,1610612743,DEN,22.0,75,49,26,0.653,32.6,0.647,0.353,0.528,0.167,0.334,0.114,0.138,0.119,0.361,0.526,0.474,0.684,0.316,0.573,0.427,513,1173,0.437,98,30,262,99,44,241,286,264,68,238,270,275,399,334,299,216,387,67,349,170,39,30,271,DEN
1629020,Jarred Vanderbilt,Jarred,1610612743,DEN,20.0,17,10,7,0.588,4.1,0.947,0.053,0.75,0.0,0.0,0.0,0.25,0.167,0.75,0.778,0.222,0.0,0.0,0.778,0.222,9,19,0.474,435,400,85,169,512,68,459,88,461,454,481,36,162,52,64,451,451,316,151,366,468,477,170,DEN
1627823,Juancho Hernangomez,Juancho,1610612743,DEN,23.0,70,44,26,0.629,19.4,0.424,0.576,0.353,0.025,0.485,0.113,0.162,0.127,0.328,0.722,0.278,0.985,0.015,0.848,0.152,138,314,0.439,148,77,262,121,259,447,80,437,405,108,277,193,364,369,123,391,153,301,75,444,276,269,264,DEN
1627736,Malik Beasley,Malik,1610612743,DEN,22.0,81,53,28,0.654,23.2,0.45,0.55,0.406,0.079,0.533,0.203,0.061,0.184,0.327,0.758,0.242,0.982,0.018,0.862,0.138,349,737,0.474,22,13,292,97,199,424,103,388,241,74,69,471,112,374,81,434,156,298,61,458,97,96,171,DEN
203486,Mason Plumlee,Mason,1610612743,DEN,29.0,82,54,28,0.659,21.1,0.977,0.023,0.816,0.022,0.009,0.063,0.175,0.097,0.794,0.704,0.296,1.0,0.0,0.706,0.294,262,442,0.593,1,10,292,91,229,51,476,46,412,445,420,159,456,32,147,368,1,316,226,293,145,212,33,DEN
1628420,Monté Morris,Monté,1610612743,DEN,24.0,82,54,28,0.659,24.0,0.677,0.323,0.592,0.143,0.331,0.134,0.077,0.157,0.449,0.456,0.544,0.862,0.138,0.566,0.434,346,702,0.493,1,10,292,91,184,215,312,185,99,243,209,449,204,243,358,157,302,152,357,161,99,106,128,DEN
201156,Nick Young,Nick,1610612743,DEN,34.0,4,3,1,0.75,9.3,0.111,0.889,0.0,0.0,1.0,0.0,0.0,0.333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,9,0.333,493,472,9,29,445,519,8,515,461,1,481,497,11,513,510,498,1,316,1,498,499,498,478,DEN
203999,Nikola Jokić,Nikola,1610612743,DEN,24.0,80,53,27,0.663,31.3,0.776,0.224,0.665,0.077,0.155,0.031,0.18,0.1,0.587,0.48,0.52,0.916,0.084,0.539,0.461,616,1206,0.511,42,13,271,87,66,125,402,130,248,392,469,143,448,128,340,175,251,203,374,145,19,25,95,DEN
200794,Paul Millsap,Paul,1610612743,DEN,34.0,70,49,21,0.7,27.1,0.761,0.239,0.598,0.077,0.197,0.076,0.205,0.146,0.521,0.564,0.436,1.0,0.0,0.643,0.357,322,665,0.484,148,30,202,58,137,128,399,179,250,373,388,98,259,167,277,238,1,316,300,219,108,119,146,DEN
1629118,Thomas Welsh,Thomas,1610612743,DEN,23.0,11,8,3,0.727,3.3,0.462,0.538,0.444,0.222,0.5,0.0,0.056,0.167,0.222,1.0,0.0,1.0,0.0,1.0,0.0,7,13,0.538,458,424,48,42,519,417,109,351,30,97,481,481,162,455,1,498,1,316,1,498,481,489,65,DEN
1628470,Torrey Craig,Torrey,1610612743,DEN,28.0,75,50,25,0.667,20.0,0.481,0.519,0.46,0.028,0.426,0.216,0.114,0.198,0.433,0.697,0.303,0.934,0.066,0.788,0.213,160,362,0.442,98,25,255,78,249,398,129,335,390,156,55,346,80,256,155,360,224,230,140,379,262,251,255,DEN
1626168,Trey Lyles,Trey,1610612743,DEN,23.0,64,42,22,0.656,17.5,0.596,0.404,0.571,0.081,0.28,0.114,0.149,0.158,0.491,0.622,0.378,0.941,0.059,0.7,0.3,207,495,0.418,201,95,217,95,299,289,238,210,234,294,274,239,203,194,228,287,208,242,232,287,193,179,340,DEN
1628399,Tyler Lydon,Tyler,1610612743,DEN,23.0,25,20,5,0.8,3.7,0.444,0.556,0.435,0.0,0.522,0.13,0.043,0.174,0.435,0.4,0.6,1.0,0.0,0.667,0.333,9,18,0.5,403,294,67,18,515,429,98,359,461,81,214,491,145,253,385,127,1,316,273,238,468,478,107,DEN
203115,Will Barton,Will,1610612743,DEN,28.0,43,27,16,0.628,27.7,0.574,0.426,0.478,0.081,0.407,0.146,0.115,0.156,0.397,0.458,0.542,0.791,0.209,0.578,0.422,185,460,0.402,331,229,156,122,118,310,216,317,231,178,170,344,216,297,357,158,347,106,348,171,228,202,398,DEN
