player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1629164,Brandon Goodwin,Brandon,1610612743,DEN,23.0,16,10,6,0.625,57.053333333333335,11,2,5,8,15,16,6,58,0,0,7,10,44.6,438,400,76,126,479,417,470,443,469,45,51,31,49,473,1,56,432,479,DEN
1629152,DeVaughn Akoon-Purcell,DeVaughn,1610612743,DEN,26.0,7,7,0,1.0,21.64666666666667,0,0,0,6,3,7,11,22,0,1,4,1,24.8,477,433,1,1,502,495,487,481,478,22,29,42,31,473,39,41,494,497,DEN
203914,Gary Harris,Gary,1610612743,DEN,24.0,57,38,19,0.667,1639.243333333333,117,79,111,330,560,406,447,1682,19,42,113,122,1273.5,259,132,183,78,165,128,155,102,128,372,342,356,371,214,435,314,151,184,DEN
202738,Isaiah Thomas,Isaiah,1610612743,DEN,30.0,12,6,6,0.5,180.78,30,20,27,32,62,60,38,178,1,8,17,23,147.1,454,450,76,251,430,345,357,316,407,94,112,82,102,447,172,95,385,431,DEN
1627750,Jamal Murray,Jamal,1610612743,DEN,22.0,75,49,26,0.653,2447.3116666666665,162,116,156,494,816,570,639,2512,27,51,153,204,2415.9,98,30,262,99,39,70,80,51,73,485,442,465,497,152,468,402,70,48,DEN
1629020,Jarred Vanderbilt,Jarred,1610612743,DEN,20.0,17,10,7,0.588,69.18666666666667,4,6,0,18,23,13,17,68,1,3,8,7,69.1,435,400,85,169,470,462,435,481,438,59,43,52,57,447,91,62,446,460,DEN
1627823,Juancho Hernangomez,Juancho,1610612743,DEN,23.0,70,44,26,0.629,1358.1566666666668,52,85,46,134,390,367,339,1322,24,15,94,74,924.5,148,77,262,120,209,284,139,260,286,280,316,294,313,175,246,263,242,256,DEN
1627736,Malik Beasley,Malik,1610612743,DEN,22.0,81,53,28,0.654,1878.7233333333331,169,85,186,300,581,493,456,1946,10,34,116,68,1442.5,22,13,292,97,128,63,139,34,147,380,394,365,415,298,395,324,254,156,DEN
203486,Mason Plumlee,Mason,1610612743,DEN,29.0,82,54,28,0.659,1730.92,62,114,40,506,459,514,390,1684,76,34,252,201,1930.3,1,10,292,91,148,255,84,277,68,317,406,324,372,30,395,525,73,91,DEN
1628420,Monté Morris,Monté,1610612743,DEN,24.0,82,54,28,0.659,1970.2083333333333,134,74,114,382,540,531,469,2014,4,39,102,101,1708.3,1,10,292,91,110,100,171,95,106,361,416,373,433,388,419,279,189,122,DEN
201156,Nick Young,Nick,1610612743,DEN,34.0,4,3,1,0.75,37.13333333333333,3,3,0,0,4,16,9,56,1,0,4,0,14.2,493,472,9,29,492,467,459,481,513,26,51,38,46,447,1,41,513,506,DEN
203999,Nikola Jokić,Nikola,1610612743,DEN,24.0,80,53,27,0.663,2503.5866666666666,161,306,50,942,829,571,668,2516,55,67,228,418,3753.0,42,13,271,87,34,71,4,244,9,491,443,482,498,53,500,515,10,5,DEN
200794,Paul Millsap,Paul,1610612743,DEN,34.0,70,49,21,0.7,1894.5183333333332,129,172,67,460,663,402,497,1926,54,51,183,223,2016.5,148,30,202,58,124,110,33,182,83,418,337,389,408,54,468,461,59,81,DEN
1629118,Thomas Welsh,Thomas,1610612743,DEN,23.0,11,8,3,0.727,36.306666666666665,3,0,0,4,1,8,16,40,0,0,3,2,29.3,458,424,48,42,493,467,487,481,493,12,32,49,39,473,1,34,488,492,DEN
1628470,Torrey Craig,Torrey,1610612743,DEN,28.0,75,50,25,0.667,1503.015,85,74,93,186,464,362,378,1494,46,15,175,61,1058.6,98,25,255,78,182,200,171,139,236,324,312,314,346,73,246,447,274,224,DEN
1626168,Trey Lyles,Trey,1610612743,DEN,23.0,64,42,22,0.656,1119.695,86,76,62,268,319,316,270,1184,23,24,93,97,1062.7,201,95,217,95,257,198,164,206,168,245,276,244,289,182,324,262,196,221,DEN
1628399,Tyler Lydon,Tyler,1610612743,DEN,23.0,25,20,5,0.8,93.53666666666666,4,7,3,10,19,27,24,106,0,3,10,3,55.6,403,294,67,18,465,462,427,456,466,52,66,62,71,473,91,74,473,468,DEN
203115,Will Barton,Will,1610612743,DEN,28.0,43,27,16,0.628,1188.9783333333332,77,54,72,196,382,291,341,1242,22,20,82,60,973.8,331,229,156,122,244,217,233,166,223,278,261,295,300,191,296,237,275,244,DEN
