group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,201933,Blake Griffin,,1610612751,BKN,32.0,4,1,3,0.25,11.6,0.0,0.0,0.0,0.0,8.3,12.4,0.0,24.8,4.1,0.0,4.1,4.1,23.6,36,54,98,90,45,21,26,9,47,69,79,1,92,8,1,75,42,83
,1628971,Bruce Brown,,1610612751,BKN,24.0,4,1,3,0.25,15.706666666666669,0.0,6.1,0.0,6.1,12.2,9.2,0.0,42.8,0.0,3.1,3.1,0.0,34.5,36,54,98,90,24,21,20,9,43,83,68,1,45,20,121,65,63,64
,201935,James Harden,,1610612751,BKN,31.0,3,1,2,0.333,15.431666666666668,0.0,0.0,0.0,0.0,18.7,15.6,0.0,56.0,0.0,0.0,15.6,6.2,25.2,53,54,69,74,27,21,26,9,47,108,93,1,21,20,1,118,33,78
,201145,Jeff Green,,1610612751,BKN,34.0,2,1,1,0.5,8.741666666666667,0.0,0.0,0.0,0.0,22.0,11.0,0.0,76.9,0.0,0.0,5.5,0.0,31.3,75,54,23,52,58,21,26,9,47,120,73,1,11,20,1,83,63,67
,203925,Joe Harris,,1610612751,BKN,29.0,4,1,3,0.25,20.64666666666667,0.0,0.0,0.0,0.0,13.9,11.6,0.0,51.1,0.0,0.0,4.6,0.0,13.9,36,54,98,90,16,21,26,9,47,90,78,1,27,20,1,79,63,93
,201142,Kevin Durant,,1610612751,BKN,32.0,4,1,3,0.25,20.68166666666667,9.3,4.6,0.0,18.6,13.9,11.6,0.0,51.1,0.0,2.3,2.3,4.6,61.7,36,54,98,90,14,10,22,9,14,89,77,1,28,20,117,60,40,25
,202681,Kyrie Irving,,1610612751,BKN,29.0,2,0,2,0.0,5.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5,0.0,0.0,8.6,0.0,0.0,75,100,69,100,83,21,26,9,47,1,1,1,25,20,1,102,63,106
,1629013,Landry Shamet,,1610612751,BKN,24.0,2,1,1,0.5,4.993333333333333,0.0,0.0,0.0,0.0,19.2,19.2,0.0,76.9,0.0,0.0,0.0,9.6,45.2,75,54,23,52,86,21,26,9,47,111,109,1,10,20,1,1,23,43
,1629651,Nic Claxton,,1610612751,BKN,22.0,1,0,1,0.0,0.0166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,100,23,100,132,21,26,9,47,1,1,1,107,20,1,1,63,106
