group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,203459,Allen Crabbe,,1610612750,MIN,28.0,7,1,6,0.143,7.591666666666667,0.0,0.0,0.0,0.0,9.5,0.0,9.5,66.4,0.0,0.0,9.5,0.0,-4.7,299,358,208,409,345,210,223,157,296,229,1,384,21,181,1,407,319,454
,1626156,D'Angelo Russell,,1610612750,MIN,24.0,17,8,9,0.471,54.99333333333333,3.3,1.3,9.8,5.2,9.8,15.7,7.9,28.8,1.3,1.3,4.6,4.6,60.4,187,180,279,230,156,73,177,6,161,240,384,356,257,87,374,278,133,22
,202323,Evan Turner,,1610612750,MIN,31.0,1,0,1,0.0,1.7733333333333334,0.0,0.0,0.0,0.0,40.6,0.0,0.0,81.2,0.0,0.0,0.0,0.0,24.4,414,415,28,415,415,210,223,157,296,445,1,1,7,181,1,1,319,259
,1628980,Jacob Evans,,1610612750,MIN,23.0,2,0,2,0.0,5.383333333333334,13.4,0.0,0.0,0.0,0.0,13.4,20.1,26.7,0.0,0.0,0.0,13.4,26.7,383,415,82,415,361,4,223,157,296,1,328,437,292,181,1,1,12,231
,1627774,Jake Layman,,1610612750,MIN,26.0,6,5,1,0.833,8.656666666666666,8.3,0.0,8.3,8.3,8.3,8.3,8.3,8.3,0.0,0.0,8.3,8.3,36.2,316,231,28,30,338,9,223,8,95,184,184,365,416,181,1,390,42,126
,201949,James Johnson,,1610612750,MIN,33.0,7,3,4,0.429,27.99,0.0,0.0,0.0,5.1,9.0,16.7,5.1,46.3,3.9,0.0,3.9,0.0,33.2,299,284,148,262,238,210,223,157,163,219,394,245,46,17,1,237,319,155
,1629633,Jarrett Culver,,1610612750,MIN,21.0,11,2,9,0.182,21.015,6.9,6.9,0.0,3.4,17.1,3.4,8.6,37.7,0.0,0.0,3.4,1.7,21.2,245,321,279,404,268,17,26,157,221,387,88,370,89,181,1,205,278,301
,1629669,Jaylen Nowell,,1610612750,MIN,20.0,2,0,2,0.0,0.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,383,415,82,415,432,210,223,157,296,1,1,1,419,181,1,1,319,49
,1629162,Jordan McLaughlin,,1610612750,MIN,24.0,6,2,4,0.333,3.333333333333333,0.0,0.0,0.0,21.6,0.0,10.8,0.0,21.6,0.0,0.0,0.0,21.6,45.4,316,321,148,331,388,210,223,157,11,1,263,1,370,181,1,1,3,60
,1629006,Josh Okogie,,1610612750,MIN,21.0,23,9,14,0.391,49.34666666666666,2.9,3.6,1.5,5.8,4.4,10.2,4.4,20.4,0.0,0.7,5.8,5.1,34.3,122,157,367,299,170,93,72,91,146,99,244,212,379,181,311,337,111,140
,1627823,Juancho Hernangomez,,1610612750,MIN,24.0,5,3,2,0.6,8.905,0.0,8.1,8.1,16.2,0.0,4.0,4.0,8.1,0.0,4.0,0.0,0.0,42.9,331,284,82,118,336,210,12,9,20,1,92,200,418,181,442,1,319,73
,1626157,Karl-Anthony Towns,,1610612750,MIN,24.0,19,5,14,0.263,63.34333333333333,1.7,2.8,0.0,4.5,6.8,11.9,4.5,25.0,1.7,0.0,6.3,4.5,37.1,166,231,367,381,141,147,106,157,186,135,299,222,323,62,1,352,134,116
,1629103,Kelan Martin,,1610612750,MIN,24.0,7,3,4,0.429,14.811666666666667,0.0,4.9,0.0,0.0,17.0,17.0,4.9,24.3,0.0,0.0,4.9,2.4,20.9,299,284,148,262,285,210,48,157,296,386,400,233,338,181,1,296,244,304
,1627736,Malik Beasley,,1610612750,MIN,23.0,13,9,4,0.692,36.888333333333335,4.9,1.0,2.9,3.9,9.8,8.8,3.9,19.5,0.0,1.0,3.9,6.8,24.7,215,157,148,63,199,36,198,47,207,236,203,192,388,181,340,239,70,252
,1629675,Naz Reid,,1610612750,MIN,20.0,5,3,2,0.6,3.0883333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6,0.0,0.0,11.7,0.0,14.0,331,284,82,118,395,210,223,157,296,1,1,1,45,181,1,430,319,366
,1629016,Omari Spellman,,1610612750,MIN,22.0,11,1,10,0.091,10.275,0.0,0.0,0.0,0.0,24.5,10.5,0.0,35.0,0.0,0.0,3.5,0.0,4.2,245,358,297,413,320,210,223,157,296,421,257,1,117,181,1,213,319,401
