team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612756,Phoenix Suns,PHX,11,11,0.405,15.55,35.18,0.442,0.491,0.302,12.09,26.18,0.462,0.104,3.45,9.0,0.384
1610612737,Atlanta Hawks,ATL,6,6,0.324,13.17,31.17,0.422,0.503,0.171,8.17,16.5,0.495,0.152,5.0,14.67,0.341
1610612758,Sacramento Kings,SAC,7,7,0.3,11.43,28.71,0.398,0.468,0.166,7.43,15.86,0.468,0.135,4.0,12.86,0.311
1610612744,Golden State Warriors,GSW,13,13,0.295,9.92,27.62,0.359,0.447,0.134,5.08,12.54,0.405,0.161,4.85,15.08,0.321
1610612749,Milwaukee Bucks,MIL,5,5,0.296,11.4,27.4,0.416,0.511,0.151,6.2,14.0,0.443,0.145,5.2,13.4,0.388
1610612748,Miami Heat,MIA,23,23,0.315,10.04,27.39,0.367,0.437,0.183,6.22,15.87,0.392,0.133,3.83,11.52,0.332
1610612755,Philadelphia 76ers,PHI,11,11,0.324,9.64,27.18,0.355,0.426,0.168,5.73,14.09,0.406,0.156,3.91,13.09,0.299
1610612747,Los Angeles Lakers,LAL,16,16,0.284,9.44,24.75,0.381,0.422,0.199,7.44,17.38,0.428,0.085,2.0,7.38,0.271
1610612752,New York Knicks,NYK,11,11,0.3,8.73,24.45,0.357,0.407,0.179,6.27,14.55,0.431,0.122,2.45,9.91,0.248
1610612739,Cleveland Cavaliers,CLE,5,5,0.304,9.0,23.8,0.378,0.433,0.171,6.4,13.4,0.478,0.133,2.6,10.4,0.25
1610612751,Brooklyn Nets,BKN,4,4,0.304,10.5,23.5,0.447,0.511,0.197,7.5,15.25,0.492,0.107,3.0,8.25,0.364
1610612746,LA Clippers,LAC,5,5,0.264,8.6,23.4,0.368,0.436,0.16,5.4,14.2,0.38,0.104,3.2,9.2,0.348
1610612743,Denver Nuggets,DEN,20,20,0.255,9.4,21.9,0.429,0.493,0.159,6.6,13.7,0.482,0.095,2.8,8.2,0.341
1610612738,Boston Celtics,BOS,20,20,0.251,7.9,21.45,0.368,0.464,0.109,3.8,9.3,0.409,0.142,4.1,12.15,0.337
1610612763,Memphis Grizzlies,MEM,6,6,0.213,6.83,20.33,0.336,0.41,0.107,3.83,10.17,0.377,0.107,3.0,10.17,0.295
1610612750,Minnesota Timberwolves,MIN,5,5,0.228,7.6,18.8,0.404,0.521,0.087,3.2,7.2,0.444,0.14,4.4,11.6,0.379
