season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612745,HOU,Houston Rockets,22101221,2022-04-10,HOU vs. ATL,L,48.0,0.483,0.517,0.421,0.018,0.447,0.114,0.132,0.132,0.404,0.5,0.5,0.706,0.294,0.585,0.415,0,0,0,0,117,2318,139,2092,2294,248,1134,1606,1454,1509,1247,1041,2020,428,1458,985,1,2021,2022,True,HOU,ATL,APR
2021-22,1610612745,HOU,Houston Rockets,22101206,2022-04-08,HOU @ TOR,L,48.0,0.642,0.358,0.574,0.017,0.261,0.183,0.165,0.113,0.557,0.515,0.485,0.7,0.3,0.558,0.442,0,0,0,0,117,711,1746,555,2298,1970,268,962,1761,164,1215,1236,2034,397,1728,722,1,2021,2022,False,TOR,HOU,APR
2021-22,1610612745,HOU,Houston Rockets,22101180,2022-04-05,HOU @ BKN,L,48.0,0.566,0.434,0.552,0.057,0.314,0.143,0.133,0.238,0.495,0.414,0.586,0.545,0.455,0.45,0.55,0,0,0,0,117,1692,768,771,1620,1447,668,1570,141,493,1983,453,2397,59,2356,100,1,2021,2022,False,BKN,HOU,APR
2021-22,1610612745,HOU,Houston Rockets,22101173,2022-04-03,HOU vs. MIN,L,48.0,0.529,0.471,0.485,0.061,0.364,0.068,0.152,0.182,0.424,0.469,0.531,0.813,0.188,0.583,0.417,0,0,0,0,117,2042,414,1531,1547,916,1938,1216,643,1270,1583,864,1419,1008,1477,965,1,2021,2022,True,HOU,MIN,APR
2021-22,1610612745,HOU,Houston Rockets,22101154,2022-04-01,HOU vs. SAC,L,48.0,0.536,0.464,0.41,0.034,0.436,0.077,0.154,0.179,0.376,0.625,0.375,0.647,0.353,0.634,0.366,0,0,0,0,117,1979,480,2154,2059,300,1797,1173,676,1789,347,2090,2208,244,947,1496,1,2021,2022,True,HOU,SAC,APR
2021-22,1610612745,HOU,Houston Rockets,22101142,2022-03-30,HOU vs. SAC,L,48.0,0.553,0.447,0.508,0.034,0.331,0.169,0.161,0.102,0.475,0.5,0.5,0.615,0.385,0.535,0.465,0,0,0,0,117,1814,643,1262,2067,1262,371,1050,1939,686,1247,1041,2293,161,1915,527,1,2021,2022,True,HOU,SAC,MAR
2021-22,1610612745,HOU,Houston Rockets,22101128,2022-03-28,HOU vs. SAS,L,48.0,0.467,0.533,0.3,0.05,0.5,0.117,0.2,0.1,0.25,0.444,0.556,0.9,0.1,0.684,0.316,0,0,0,0,117,2369,92,2450,1770,73,1081,436,1955,2432,1769,659,714,1670,500,1950,1,2021,2022,True,HOU,SAS,MAR
2021-22,1610612745,HOU,Houston Rockets,22101114,2022-03-26,HOU @ POR,W,48.0,0.583,0.417,0.504,0.017,0.391,0.087,0.104,0.27,0.487,0.759,0.241,0.8,0.2,0.773,0.227,0,0,0,0,117,1462,986,1303,2298,649,1638,2049,42,569,30,2431,1459,884,66,2392,1,2021,2022,False,POR,HOU,MAR
2021-22,1610612745,HOU,Houston Rockets,22101105,2022-03-25,HOU @ POR,W,48.0,0.458,0.542,0.384,0.032,0.456,0.16,0.16,0.192,0.352,0.625,0.375,0.632,0.368,0.628,0.372,0,0,0,0,117,2389,70,2281,2110,207,472,1069,500,2022,347,2090,2262,196,1021,1423,1,2021,2022,False,POR,HOU,MAR
2021-22,1610612745,HOU,Houston Rockets,22101092,2022-03-23,HOU @ DAL,L,48.0,0.659,0.341,0.637,0.044,0.132,0.22,0.231,0.165,0.593,0.448,0.552,1.0,0.0,0.515,0.485,0,0,0,0,117,536,1920,167,1864,2448,75,152,890,53,1752,699,1,2091,2045,409,1,2021,2022,False,DAL,HOU,MAR
