season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2020-21,1610612764,WAS,Washington Wizards,22000951,2021-04-30,WAS @ CLE,W,48.0,30.0,17.0,16.0,66.0,11.0,11.0,10.0,46.0,0,0,0,0,113,38,435,512,75,365,739,740,907,1,2020,2021,False,CLE,WAS
2020-21,1610612757,POR,Portland Trail Blazers,22000952,2021-04-30,POR @ BKN,W,48.0,15.0,10.0,7.0,48.0,10.0,12.0,11.0,48.0,0,0,0,0,113,1160,1423,1668,938,271,923,863,1053,1,2020,2021,False,BKN,POR
2020-21,1610612747,LAL,Los Angeles Lakers,22000956,2021-04-30,LAL vs. SAC,L,48.0,20.0,18.0,12.0,66.0,24.0,14.0,19.0,44.0,0,0,0,0,113,538,317,1012,75,1874,1218,1825,742,1,2020,2021,True,LAL,SAC
2020-21,1610612753,ORL,Orlando Magic,22000953,2021-04-30,ORL @ MEM,L,48.0,9.0,13.0,11.0,40.0,20.0,10.0,29.0,42.0,0,0,0,0,113,1891,944,1160,1577,1536,598,2138,585,1,2020,2021,False,MEM,ORL
2020-21,1610612737,ATL,Atlanta Hawks,22000949,2021-04-30,ATL @ PHI,L,48.0,6.0,16.0,7.0,42.0,24.0,24.0,15.0,68.0,0,0,0,0,113,2080,550,1668,1420,1874,2100,1411,2087,1,2020,2021,False,PHI,ATL
2020-21,1610612749,MIL,Milwaukee Bucks,22000954,2021-04-30,MIL @ CHI,W,48.0,11.0,8.0,6.0,48.0,14.0,17.0,13.0,42.0,0,0,0,0,113,1687,1708,1785,938,709,1612,1150,585,1,2020,2021,False,CHI,MIL
2020-21,1610612762,UTA,Utah Jazz,22000955,2021-04-30,UTA @ PHX,L,48.0,10.0,8.0,7.0,34.0,28.0,17.0,5.0,54.0,0,0,0,0,113,1797,1708,1668,1929,2080,1612,204,1537,1,2020,2021,False,PHX,UTA
2020-21,1610612739,CLE,Cleveland Cavaliers,22000951,2021-04-30,CLE vs. WAS,L,48.0,11.0,11.0,10.0,46.0,30.0,17.0,16.0,66.0,0,0,0,0,113,1687,1239,1299,1109,2111,1612,1538,2049,1,2020,2021,True,CLE,WAS
2020-21,1610612755,PHI,Philadelphia 76ers,22000949,2021-04-30,PHI vs. ATL,W,48.0,24.0,24.0,15.0,68.0,6.0,16.0,7.0,42.0,0,0,0,0,113,213,44,624,52,52,1501,377,585,1,2020,2021,True,PHI,ATL
2020-21,1610612758,SAC,Sacramento Kings,22000956,2021-04-30,SAC @ LAL,W,48.0,24.0,14.0,19.0,44.0,20.0,18.0,12.0,66.0,0,0,0,0,113,213,792,278,1255,1536,1727,1002,2049,1,2020,2021,False,LAL,SAC
2020-21,1610612741,CHI,Chicago Bulls,22000954,2021-04-30,CHI vs. MIL,L,48.0,14.0,17.0,13.0,42.0,11.0,8.0,6.0,48.0,0,0,0,0,113,1324,435,871,1420,365,320,274,1053,1,2020,2021,True,CHI,MIL
2020-21,1610612751,BKN,Brooklyn Nets,22000952,2021-04-30,BKN vs. POR,L,48.0,10.0,12.0,11.0,48.0,15.0,10.0,7.0,48.0,0,0,0,0,113,1797,1099,1160,938,838,598,377,1053,1,2020,2021,True,BKN,POR
2020-21,1610612738,BOS,Boston Celtics,22000950,2021-04-30,BOS vs. SAS,W,53.0,17.0,27.0,8.0,56.0,17.0,15.0,10.0,50.0,0,0,0,0,13,892,11,1548,404,1132,1370,740,1224,1,2020,2021,True,BOS,SAS
2020-21,1610612763,MEM,Memphis Grizzlies,22000953,2021-04-30,MEM vs. ORL,W,48.0,20.0,10.0,29.0,42.0,9.0,13.0,11.0,40.0,0,0,0,0,113,538,1423,18,1420,189,1063,863,441,1,2020,2021,True,MEM,ORL
2020-21,1610612756,PHX,Phoenix Suns,22000955,2021-04-30,PHX vs. UTA,W,48.0,28.0,17.0,5.0,54.0,10.0,8.0,7.0,34.0,0,0,0,0,113,66,435,1888,517,271,320,377,161,1,2020,2021,True,PHX,UTA
2020-21,1610612759,SAS,San Antonio Spurs,22000950,2021-04-30,SAS @ BOS,L,53.0,17.0,15.0,10.0,50.0,17.0,27.0,8.0,56.0,0,0,0,0,13,892,661,1299,763,1132,2144,494,1645,1,2020,2021,False,BOS,SAS
2020-21,1610612761,TOR,Toronto Raptors,22000948,2021-04-29,TOR @ DEN,L,48.0,16.0,18.0,17.0,38.0,19.0,21.0,15.0,56.0,0,0,0,0,113,1030,317,407,1721,1409,1981,1411,1645,1,2020,2021,False,DEN,TOR
2020-21,1610612760,OKC,Oklahoma City Thunder,22000947,2021-04-29,OKC vs. NOP,L,48.0,13.0,14.0,6.0,44.0,23.0,13.0,8.0,64.0,0,0,0,0,113,1453,792,1785,1255,1805,1063,494,2004,1,2020,2021,True,OKC,NOP
2020-21,1610612743,DEN,Denver Nuggets,22000948,2021-04-29,DEN vs. TOR,W,48.0,19.0,21.0,15.0,56.0,16.0,18.0,17.0,38.0,0,0,0,0,113,626,132,624,404,1002,1727,1650,339,1,2020,2021,True,DEN,TOR
2020-21,1610612745,HOU,Houston Rockets,22000945,2021-04-29,HOU vs. MIL,W,48.0,18.0,21.0,12.0,42.0,22.0,5.0,14.0,50.0,0,0,0,0,113,753,132,1012,1420,1724,93,1291,1224,1,2020,2021,True,HOU,MIL
2020-21,1610612749,MIL,Milwaukee Bucks,22000945,2021-04-29,MIL @ HOU,L,48.0,22.0,5.0,14.0,50.0,18.0,21.0,12.0,42.0,0,0,0,0,113,357,2026,751,763,1270,1981,1002,585,1,2020,2021,False,HOU,MIL
2020-21,1610612765,DET,Detroit Pistons,22000943,2021-04-29,DET vs. DAL,L,48.0,14.0,7.0,10.0,48.0,12.0,9.0,4.0,36.0,0,0,0,0,113,1324,1842,1299,938,475,454,106,233,1,2020,2021,True,DET,DAL
2020-21,1610612740,NOP,New Orleans Pelicans,22000947,2021-04-29,NOP @ OKC,W,48.0,23.0,13.0,8.0,64.0,13.0,14.0,6.0,44.0,0,0,0,0,113,288,944,1548,113,579,1218,274,742,1,2020,2021,False,OKC,NOP
2020-21,1610612754,IND,Indiana Pacers,22000944,2021-04-29,IND vs. BKN,L,48.0,18.0,19.0,19.0,54.0,17.0,13.0,15.0,56.0,0,0,0,0,113,753,238,278,517,1132,1063,1411,1645,1,2020,2021,True,IND,BKN
