SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
2023-24,1627884,Derrick Jones Jr.,Derrick,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,22.333333333333332,8.6,17.2,0.5,2.1,8.6,0.25,2.1,4.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,4.3,21.5,-17.2,27.9,0,0,27.9,1,835,1,835,899,558,641,523,658,503,682,688,549,632,842,1378,1455,1167,935,701,275,564,1279,550,627,1213,1188,150,13,1156,1,22:20
2023-24,1641726,Dereck Lively II,Dereck,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,24.083333333333332,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,2.0,0.0,2.0,2.0,10.0,2.0,4.0,-12.0,17.5,0,0,15.9,1,835,1,835,847,1322,1520,523,879,1271,879,797,847,797,298,1059,740,1167,690,701,288,297,122,946,1383,1120,1448,150,13,1452,1,24:05
2023-24,1630573,Sam Hauser,Sam,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,17.116666666666667,8.4,19.6,0.429,5.6,16.8,0.333,0.0,0.0,0.0,8.4,2.8,11.2,2.8,0.0,2.8,0.0,0.0,2.8,0.0,22.4,8.4,48.5,0,0,47.7,1,1,852,1,1078,579,482,842,164,75,525,797,847,797,84,1213,440,879,935,240,538,564,959,1106,587,591,515,150,13,457,1,17:07
2023-24,1630639,A.J. Lawson,A.J.,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,2.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0,0,0.0,1,835,1,835,1593,1355,1548,1355,879,1271,879,797,847,797,842,1378,1455,1167,935,701,538,564,1279,1106,1400,64,1587,150,13,1588,1,2:37
2023-24,1628401,Derrick White,Derrick,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,38.135,5.0,12.6,0.4,5.0,10.1,0.5,2.5,2.5,1.0,5.0,5.0,10.1,1.3,2.5,2.5,1.3,0.0,0.0,2.5,17.6,1.3,40.4,0,0,41.5,1,1,852,1,304,1002,1022,909,219,357,233,626,741,1,203,904,539,1138,570,302,426,564,1279,856,819,771,776,150,13,670,1,38:08
2023-24,204001,Kristaps Porziņģis,Kristaps,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,16.083333333333332,6.0,11.9,0.5,0.0,6.0,0.0,3.0,6.0,0.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,14.9,14.9,23.9,18.5,0,0,17.9,1,1,852,1,1112,883,1082,523,879,821,879,544,407,632,842,1182,1342,1167,935,701,538,564,371,28,972,295,1424,150,13,1416,1,16:05
2023-24,203501,Tim Hardaway Jr.,Tim,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,8.616666666666667,0.0,5.6,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,5.6,0.0,0,0,0.0,1,835,1,835,1352,1355,1479,1355,879,873,879,797,847,797,842,1378,1455,1167,935,701,538,564,33,1106,1400,667,1587,150,13,1588,1,8:37
2023-24,1641765,Olivier-Maxence Prosper,Olivier-Maxence,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,2.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,18.3,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.0,55.0,22.0,0,0,18.3,1,835,1,835,1593,1355,1548,1355,879,1271,879,797,847,797,842,42,117,1167,935,701,538,564,1279,11,1400,64,1355,150,13,1409,1,2:37
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,2.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,22.0,0,0,18.3,1,835,1,835,1593,1355,1548,1355,879,1271,879,797,847,797,842,42,117,1167,935,701,538,564,1279,1106,1400,64,1355,150,13,1409,1,2:37
2023-24,1629029,Luka Dončić,Luka,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,43.38333333333333,13.3,27.7,0.48,2.2,10.0,0.222,2.2,5.5,0.4,0.0,13.3,13.3,5.5,7.7,3.3,0.0,0.0,3.3,6.6,31.0,-21.0,57.4,1,0,58.6,1,835,1,835,62,190,155,742,642,364,761,678,432,780,842,144,304,508,65,180,538,564,848,279,283,1289,277,1,13,207,1,43:23
