player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
201572,Brook Lopez,Brook,1610612749,MIL,32.0,68,53,15,0.779,26.7,4.3,9.9,0.435,1.5,4.8,0.314,1.9,2.2,0.836,0.9,3.7,4.6,1.5,1.0,0.7,2.4,0.3,2.4,2.0,12.0,7.7,27.8,4,0,25.6,48,1,337,21,145,143,129,285,113,91,319,122,141,123,195,130,143,250,227,216,2,263,106,143,131,6,93,101,29,104,MIL
1628391,D.J. Wilson,D.J.,1610612749,MIL,24.0,37,29,8,0.784,9.8,1.4,3.6,0.394,0.5,2.0,0.247,0.3,0.5,0.611,0.3,2.2,2.5,0.7,0.5,0.1,0.1,0.1,0.9,0.5,3.6,-1.3,7.7,0,0,7.7,327,162,422,20,437,401,387,419,333,296,399,451,448,425,402,298,325,410,406,492,393,459,449,436,408,341,435,239,29,425,MIL
1628978,Donte DiVincenzo,Donte,1610612749,MIL,23.0,66,53,13,0.803,23.0,3.5,7.7,0.455,1.3,3.7,0.336,1.0,1.3,0.733,1.0,3.8,4.8,2.3,1.4,1.3,0.3,0.4,1.7,1.5,9.2,6.2,21.9,1,0,20.8,70,1,363,12,201,188,189,217,155,136,257,265,262,320,148,123,127,138,154,34,238,191,278,222,197,14,159,187,29,173,MIL
202339,Eric Bledsoe,Eric,1610612749,MIL,30.0,61,48,13,0.787,27.0,5.5,11.5,0.475,1.2,3.5,0.344,2.8,3.5,0.79,0.7,3.9,4.6,5.4,2.4,0.9,0.4,0.6,2.1,2.9,14.9,7.1,30.2,2,0,28.9,140,15,363,19,143,87,96,154,164,151,239,69,70,218,229,111,140,33,49,107,177,101,177,77,89,9,72,142,29,80,MIL
101141,Ersan Ilyasova,Ersan,1610612749,MIL,33.0,63,48,15,0.762,15.7,2.3,5.0,0.466,0.8,2.2,0.365,1.1,1.4,0.828,1.0,3.8,4.8,0.8,0.5,0.4,0.3,0.2,1.5,1.3,6.6,1.3,14.9,5,0,14.2,107,15,337,27,333,296,309,181,257,280,169,221,247,140,156,124,130,390,400,363,262,359,327,259,282,147,283,92,29,282,MIL
1628412,Frank Mason III,Frank,1610612749,MIL,26.0,9,6,3,0.667,13.1,2.6,5.7,0.451,0.7,2.3,0.286,1.1,1.9,0.588,0.6,1.6,2.1,3.2,1.2,0.6,0.1,0.6,1.2,1.4,6.9,0.2,15.0,0,0,14.2,461,425,476,78,378,272,271,224,278,264,354,229,179,436,280,387,367,94,186,266,408,120,389,225,270,213,282,239,29,283,MIL
201588,George Hill,George,1610612749,MIL,34.0,59,47,12,0.797,21.5,3.3,6.4,0.516,1.4,3.0,0.46,1.4,1.7,0.842,0.8,2.2,3.0,3.1,1.0,0.8,0.1,0.3,1.4,1.6,9.4,5.1,19.2,0,0,18.6,162,19,378,15,222,208,234,90,137,203,23,177,202,116,199,300,276,100,248,164,442,250,344,189,191,18,204,239,29,199,MIL
203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,25.0,63,51,12,0.81,30.4,10.9,19.7,0.553,1.4,4.7,0.304,6.3,10.0,0.633,2.2,11.4,13.6,5.6,3.7,1.0,1.0,1.1,3.1,8.2,29.5,10.8,56.6,56,4,54.1,107,7,378,11,81,1,10,68,129,97,335,10,2,413,35,1,3,28,7,98,40,22,30,1,5,2,2,1,6,2,MIL
203114,Khris Middleton,Khris,1610612749,MIL,28.0,62,46,16,0.742,29.9,7.6,15.3,0.497,2.4,5.7,0.415,3.4,3.7,0.916,0.7,5.5,6.2,4.3,2.2,0.9,0.1,0.6,2.3,2.7,20.9,8.1,35.4,7,0,35.7,123,21,329,42,89,32,39,118,38,59,46,49,61,33,227,43,71,54,62,134,407,104,132,86,28,4,47,79,29,41,MIL
2594,Kyle Korver,Kyle,1610612749,MIL,39.0,58,43,15,0.741,16.6,2.2,5.1,0.43,1.7,4.1,0.418,0.6,0.7,0.854,0.3,1.8,2.1,1.2,0.8,0.4,0.2,0.1,1.3,0.6,6.7,2.2,12.1,0,0,12.9,173,42,337,44,314,319,305,300,101,119,44,362,394,93,430,340,369,304,300,324,322,455,362,412,278,93,349,239,29,309,MIL
101107,Marvin Williams,Marvin,1610612749,MIL,34.0,58,21,37,0.362,19.5,2.1,4.6,0.446,1.0,2.7,0.359,0.8,1.0,0.86,0.5,2.6,3.2,1.0,0.6,0.6,0.5,0.1,1.8,1.0,5.9,-1.4,14.1,0,0,13.3,173,235,64,377,254,334,331,245,222,219,184,292,332,81,298,247,271,336,391,237,132,418,264,334,312,352,294,239,29,299,MIL
1626192,Pat Connaughton,Pat,1610612749,MIL,27.0,67,53,14,0.791,18.6,2.0,4.5,0.455,0.8,2.5,0.331,0.5,0.6,0.775,0.9,3.3,4.2,1.6,0.8,0.4,0.5,0.3,1.0,0.6,5.4,1.2,14.6,0,0,13.7,59,1,352,17,271,336,340,212,250,246,287,404,417,243,188,169,175,226,320,371,158,310,412,414,338,154,286,239,29,292,MIL
201577,Robin Lopez,Robin,1610612749,MIL,32.0,66,51,15,0.773,14.5,2.2,4.5,0.492,0.5,1.6,0.333,0.4,0.8,0.528,0.8,1.6,2.4,0.7,1.0,0.2,0.7,0.1,1.5,0.9,5.4,0.1,10.9,0,0,10.7,70,7,337,23,351,311,336,127,319,338,264,413,367,460,198,379,331,406,254,477,83,420,339,339,337,223,364,239,29,358,MIL
1628425,Sterling Brown,Sterling,1610612749,MIL,25.0,52,39,13,0.75,14.7,1.8,4.9,0.371,0.8,2.6,0.324,0.6,0.8,0.8,0.6,2.9,3.5,1.0,0.8,0.6,0.1,0.6,1.0,0.7,5.1,1.3,12.1,1,0,11.8,245,74,363,32,347,357,311,447,246,229,301,356,377,195,270,211,233,347,307,265,394,113,413,397,345,149,348,187,29,337,MIL
203648,Thanasis Antetokounmpo,Thanasis,1610612749,MIL,27.0,20,16,4,0.8,6.4,1.2,2.4,0.5,0.0,0.5,0.0,0.4,0.9,0.412,0.6,0.6,1.2,0.8,0.6,0.4,0.1,0.2,0.9,0.8,2.8,-0.8,6.1,0,0,5.6,401,304,460,13,483,428,453,105,463,435,463,438,358,491,268,492,459,397,380,388,429,406,446,380,451,304,456,239,29,461,MIL
202083,Wesley Matthews,Wesley,1610612749,MIL,33.0,67,52,15,0.776,24.4,2.5,6.3,0.396,1.6,4.4,0.364,0.8,1.0,0.765,0.3,2.1,2.5,1.4,0.6,0.6,0.1,0.3,1.5,1.2,7.4,6.8,13.9,0,0,14.2,59,5,337,22,183,275,237,413,104,105,172,311,318,257,400,301,327,266,367,261,395,302,322,274,252,10,301,239,29,281,MIL
