SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2016-17,1610612739,CLE,Cleveland Cavaliers,0041600405,2017-06-12T00:00:00,CLE @ GSW,L,48.0,25.0,20.0,25.0,62.0,21.0,15.0,18.0,52.0,0,0,0,80,7,8,10,10,1,125,103,119,133,1
2016-17,1610612744,GSW,Golden State Warriors,0041600405,2017-06-12T00:00:00,GSW vs. CLE,W,48.0,21.0,15.0,18.0,52.0,25.0,20.0,25.0,62.0,0,0,0,1,7,31,43,38,22,148,147,147,154,1
2016-17,1610612744,GSW,Golden State Warriors,0041600404,2017-06-09T00:00:00,GSW @ CLE,L,48.0,10.0,15.0,9.0,40.0,18.0,21.0,8.0,36.0,0,0,0,80,7,126,43,101,87,102,150,42,26,1
2016-17,1610612739,CLE,Cleveland Cavaliers,0041600404,2017-06-09T00:00:00,CLE vs. GSW,W,48.0,18.0,21.0,8.0,36.0,10.0,15.0,9.0,40.0,0,0,0,1,7,51,7,112,123,25,103,49,57,1
2016-17,1610612739,CLE,Cleveland Cavaliers,0041600403,2017-06-07T00:00:00,CLE vs. GSW,L,48.0,22.0,4.0,13.0,46.0,20.0,16.0,24.0,38.0,0,0,0,80,7,26,148,65,45,118,118,144,37,1
2016-17,1610612744,GSW,Golden State Warriors,0041600403,2017-06-07T00:00:00,GSW @ CLE,W,48.0,20.0,16.0,24.0,38.0,22.0,4.0,13.0,46.0,0,0,0,1,7,35,34,13,107,130,4,87,100,1
2016-17,1610612744,GSW,Golden State Warriors,0041600402,2017-06-04T00:00:00,GSW vs. CLE,W,48.0,14.0,9.0,31.0,40.0,23.0,6.0,30.0,60.0,0,0,0,1,7,92,110,3,87,134,17,155,151,1
2016-17,1610612739,CLE,Cleveland Cavaliers,0041600402,2017-06-04T00:00:00,CLE @ GSW,L,48.0,23.0,6.0,30.0,60.0,14.0,9.0,31.0,40.0,0,0,0,80,7,16,136,4,6,58,37,156,57,1
2016-17,1610612739,CLE,Cleveland Cavaliers,0041600401,2017-06-01T00:00:00,CLE @ GSW,L,48.0,6.0,13.0,9.0,30.0,21.0,18.0,27.0,56.0,0,0,0,80,7,146,62,101,144,125,135,150,141,1
2016-17,1610612744,GSW,Golden State Warriors,0041600401,2017-06-01T00:00:00,GSW vs. CLE,W,48.0,21.0,18.0,27.0,56.0,6.0,13.0,9.0,30.0,0,0,0,1,7,31,18,7,12,13,87,49,10,1
