season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2015-16,1626178,Rondae Hollis-Jefferson,Rondae,1610612751,BKN,Brooklyn Nets,21501218,2016-04-13T00:00:00,BKN vs. TOR,L,24.2,1.0,0.0,0.75,0.25,0.0,0.0,0.25,0.125,0.5,0.333,0.667,0.0,0.0,0.333,0.667,3,5,0.6,1,13074,13074,13074,12379,1,17277,8137,5722,11051,9917,5921,10299,8633,13385,6254,10164,2592,17012,4293,11544,16058,4873,1.0,24:12,2015,2016
2015-16,203156,Henry Sims,Henry,1610612751,BKN,Brooklyn Nets,21501218,2016-04-13T00:00:00,BKN vs. TOR,L,23.2,1.0,0.0,1.0,0.2,0.0,0.0,0.0,0.2,0.8,0.8,0.2,0.0,0.0,0.8,0.2,5,7,0.714,1,13074,13074,13074,13175,1,17277,1,7222,11051,9917,14161,7440,3569,6045,14520,10164,2592,7589,14313,6175,12208,2409,1.0,23:14,2015,2016
2015-16,203900,Markel Brown,Markel,1610612751,BKN,Brooklyn Nets,21501218,2016-04-13T00:00:00,BKN vs. TOR,L,31.5,0.643,0.357,0.667,0.0,0.333,0.0,0.0,0.0,0.667,1.0,0.0,1.0,0.0,1.0,0.0,4,14,0.286,1,13074,13074,13074,6300,15714,9097,9490,11228,7002,9917,14161,12059,5082,1,15334,1,2592,1,15808,8539,3506,19020,1.0,31:31,2015,2016
2015-16,203930,Sean Kilpatrick,Sean,1610612751,BKN,Brooklyn Nets,21501218,2016-04-13T00:00:00,BKN vs. TOR,L,31.4,0.714,0.286,0.667,0.0,0.25,0.667,0.083,0.0,0.667,0.5,0.5,1.0,0.0,0.6,0.4,5,14,0.357,1,13074,13074,13074,6365,13191,11262,9490,11228,8772,576,12949,12059,5082,9758,8335,1,2592,11853,10001,6175,3506,16307,1.0,31:26,2015,2016
2015-16,201961,Wayne Ellington,Wayne,1610612751,BKN,Brooklyn Nets,21501218,2016-04-13T00:00:00,BKN vs. TOR,L,16.6,0.833,0.167,0.4,0.0,0.0,0.4,0.6,0.4,0.4,1.0,0.0,0.0,0.0,1.0,0.0,1,6,0.167,1,13074,13074,13074,18605,9661,14739,16416,11228,11051,1973,932,2509,11363,1,15334,10164,2592,1,15808,18695,14041,21747,1.0,16:34,2015,2016
2015-16,1626191,Chris McCullough,Chris,1610612751,BKN,Brooklyn Nets,21501218,2016-04-13T00:00:00,BKN vs. TOR,L,21.7,0.571,0.429,1.0,0.333,0.0,0.333,0.0,0.333,0.667,0.667,0.333,0.0,0.0,0.667,0.333,3,7,0.429,1,13074,13074,13074,14422,17480,7057,1,3778,11051,2710,14161,3480,5082,7446,12045,10164,2592,9775,10913,11544,12208,12903,1.0,21:44,2015,2016
2015-16,203499,Shane Larkin,Shane,1610612751,BKN,Brooklyn Nets,21501218,2016-04-13T00:00:00,BKN vs. TOR,L,28.3,1.0,0.0,1.0,0.333,0.0,0.333,0.0,0.0,0.667,0.667,0.333,0.0,0.0,0.667,0.333,3,7,0.429,1,13074,13074,13074,9028,1,17277,1,3778,11051,2710,14161,12059,5082,7446,12045,10164,2592,9775,10913,11544,12208,12903,1.0,28:16,2015,2016
2015-16,202388,Donald Sloan,Donald,1610612751,BKN,Brooklyn Nets,21501218,2016-04-13T00:00:00,BKN vs. TOR,L,26.0,0.75,0.25,0.727,0.182,0.273,0.182,0.0,0.0,0.545,0.0,1.0,0.0,1.0,0.0,1.0,5,12,0.417,1,13074,13074,13074,10825,11841,12090,8697,7789,8218,6364,14161,12059,8117,16482,1,10164,1,20021,1,6175,5215,13673,1.0,26:01,2015,2016
2015-16,202711,Bojan Bogdanović,Bojan,1610612751,BKN,Brooklyn Nets,21501218,2016-04-13T00:00:00,BKN vs. TOR,L,37.0,0.412,0.588,0.207,0.0,0.724,0.069,0.069,0.0,0.207,1.0,0.0,0.857,0.143,0.9,0.1,10,17,0.588,1,13074,13074,13074,2056,21276,3622,20173,11228,1946,9672,13484,12059,16981,1,15334,8467,2579,6735,15748,704,1681,5799,1.0,37:02,2015,2016
2015-16,1626191,Chris McCullough,Chris,1610612751,BKN,Brooklyn Nets,21501206,2016-04-11T00:00:00,BKN vs. WAS,L,23.8,0.778,0.222,0.667,0.0,0.25,0.333,0.083,0.333,0.667,0.75,0.25,1.0,0.0,0.8,0.2,5,9,0.556,1,13074,13074,13074,12768,11316,13324,9490,11228,8772,2710,12949,3480,5082,6464,13697,1,2592,7589,14313,6175,8964,6726,1.0,23:46,2015,2016
