season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2020-21,1628970,Miles Bridges,Miles,1610612766,CHA,Charlotte Hornets,22001080,2021-05-16T00:00:00,CHA @ WAS,L,39.55,5,5,0,8,15,10,6,40,4,0,2,3,30.8,1,11623,11623,11623,568,1426,897,8314,3599,20378,18026,12448,20848,77,1,10833,3793,5495,1,39:33,2020,2021
2020-21,203469,Cody Zeller,Cody,1610612766,CHA,Charlotte Hornets,22001080,2021-05-16T00:00:00,CHA @ WAS,L,29.645,2,0,0,6,9,4,6,34,0,2,4,6,17.8,1,11623,11623,11623,6859,5653,8917,8314,5533,13657,7453,12448,18392,7210,20949,19926,795,12463,1,29:39,2020,2021
2020-21,1628370,Malik Monk,Malik,1610612766,CHA,Charlotte Hornets,22001080,2021-05-16T00:00:00,CHA @ WAS,L,5.718333333333334,0,0,0,0,2,2,0,8,0,0,0,0,2.7,1,11623,11623,11623,20907,10450,8917,8314,16797,2507,3358,1,2967,7210,1,1,16020,21058,1,5:43,2020,2021
2020-21,1626179,Terry Rozier,Terry,1610612766,CHA,Charlotte Hornets,22001080,2021-05-16T00:00:00,CHA @ WAS,L,37.4,0,5,0,10,9,2,4,32,0,0,2,4,54.3,1,11623,11623,11623,1388,10450,897,8314,2235,13657,3358,8544,17352,7210,1,10833,2281,564,1,37:24,2020,2021
2020-21,1630163,LaMelo Ball,LaMelo,1610612766,CHA,Charlotte Hornets,22001080,2021-05-16T00:00:00,CHA @ WAS,L,33.475,0,2,0,10,12,8,6,36,0,1,1,3,39.9,1,11623,11623,11623,4007,10450,4436,8314,2235,17651,15168,12448,19340,7210,15321,4919,3793,2627,1,33:29,2020,2021
2020-21,1629023,P.J. Washington,P.J.,1610612766,CHA,Charlotte Hornets,22001080,2021-05-16T00:00:00,CHA @ WAS,L,30.371666666666663,0,0,2,2,7,6,2,24,1,0,4,0,34.8,1,11623,11623,11623,6285,10450,8917,4206,11929,10568,11464,4043,12189,2271,1,19926,16020,4067,1,30:22,2020,2021
2020-21,1629667,Jalen McDaniels,Jalen,1610612766,CHA,Charlotte Hornets,22001080,2021-05-16T00:00:00,CHA @ WAS,L,27.775,7,0,2,4,8,10,2,30,0,0,2,2,18.8,1,11623,11623,11623,8300,491,8917,4206,8241,12130,18026,4043,16118,7210,1,10833,6289,11813,1,27:47,2020,2021
2020-21,1628984,Devonte' Graham,Devonte',1610612766,CHA,Charlotte Hornets,22001080,2021-05-16T00:00:00,CHA @ WAS,L,30.846666666666668,2,0,0,0,11,8,4,40,0,0,0,2,22.4,1,11623,11623,11623,5938,5653,8917,8314,16797,16410,15168,8544,20848,7210,1,1,6289,9641,1,30:51,2020,2021
2020-21,202687,Bismack Biyombo,Bismack,1610612766,CHA,Charlotte Hornets,22001080,2021-05-16T00:00:00,CHA @ WAS,L,5.218333333333334,0,0,0,2,2,0,0,6,0,0,0,0,4.4,1,11623,11623,11623,21094,10450,8917,8314,11929,2507,1,1,2199,7210,1,1,16020,20215,1,5:13,2020,2021
2020-21,1628370,Malik Monk,Malik,1610612766,CHA,Charlotte Hornets,22001064,2021-05-15T00:00:00,CHA @ NYK,L,15.466666666666669,0,0,2,4,0,0,0,8,0,0,2,1,6.7,1,11623,11623,11623,17211,10450,8917,4206,8241,1,1,1,2967,7210,1,10833,10308,19087,1,15:28,2020,2021
2020-21,1629023,P.J. Washington,P.J.,1610612766,CHA,Charlotte Hornets,22001064,2021-05-15T00:00:00,CHA @ NYK,L,31.551666666666662,0,0,0,4,8,9,8,28,0,1,4,1,17.5,1,11623,11623,11623,5394,10450,8917,8314,8241,12130,16732,15689,14808,7210,15321,19926,10308,12662,1,31:33,2020,2021
2020-21,1628970,Miles Bridges,Miles,1610612766,CHA,Charlotte Hornets,22001064,2021-05-15T00:00:00,CHA @ NYK,L,34.46666666666667,2,0,5,14,7,9,3,24,0,0,4,1,45.0,1,11623,11623,11623,3267,5653,8917,986,801,10568,16732,7039,12189,7210,1,19926,10308,1608,1,34:28,2020,2021
