TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612741,Chicago Bulls,CHI,82,82,0.366,1029,2762,0.373,0.546,0.021,71,158,0.449,0.345,958,2604,0.368
1610612751,Brooklyn Nets,BKN,82,82,0.371,943,2617,0.36,0.531,0.016,51,114,0.447,0.355,892,2503,0.356
1610612738,Boston Celtics,BOS,82,82,0.356,1027,2599,0.395,0.585,0.011,41,80,0.513,0.345,986,2519,0.391
1610612744,Golden State Warriors,GSW,82,82,0.349,964,2582,0.373,0.551,0.017,46,125,0.368,0.332,918,2457,0.374
1610612756,Phoenix Suns,PHX,82,82,0.363,1043,2566,0.406,0.589,0.031,108,217,0.498,0.332,935,2349,0.398
1610612760,Oklahoma City Thunder,OKC,82,82,0.333,1030,2533,0.407,0.586,0.029,119,223,0.534,0.304,911,2310,0.394
1610612759,San Antonio Spurs,SAS,82,82,0.341,924,2510,0.368,0.542,0.016,51,118,0.432,0.325,873,2392,0.365
1610612763,Memphis Grizzlies,MEM,81,82,0.328,945,2482,0.381,0.56,0.018,57,138,0.413,0.31,888,2344,0.379
1610612761,Toronto Raptors,TOR,82,82,0.328,908,2445,0.371,0.534,0.031,114,234,0.487,0.296,794,2211,0.359
1610612764,Washington Wizards,WAS,82,82,0.323,823,2383,0.345,0.503,0.023,74,173,0.428,0.3,749,2210,0.339
1610612762,Utah Jazz,UTA,82,82,0.327,856,2375,0.36,0.535,0.011,27,77,0.351,0.316,829,2298,0.361
1610612757,Portland Trail Blazers,POR,82,82,0.319,828,2363,0.35,0.511,0.024,71,180,0.394,0.295,757,2183,0.347
1610612748,Miami Heat,MIA,82,82,0.329,899,2348,0.383,0.555,0.029,93,209,0.445,0.3,806,2139,0.377
1610612739,Cleveland Cavaliers,CLE,82,82,0.315,924,2344,0.394,0.583,0.012,38,88,0.432,0.303,886,2256,0.393
1610612758,Sacramento Kings,SAC,82,82,0.316,870,2332,0.373,0.539,0.029,95,213,0.446,0.287,775,2119,0.366
1610612749,Milwaukee Bucks,MIL,82,82,0.325,934,2302,0.406,0.594,0.021,68,150,0.453,0.304,866,2152,0.402
1610612737,Atlanta Hawks,ATL,82,82,0.304,862,2289,0.377,0.552,0.017,57,128,0.445,0.287,805,2161,0.373
1610612753,Orlando Magic,ORL,82,82,0.321,758,2258,0.336,0.489,0.019,64,136,0.471,0.302,694,2122,0.327
1610612754,Indiana Pacers,IND,82,82,0.305,891,2236,0.398,0.572,0.029,116,212,0.547,0.276,775,2024,0.383
1610612747,Los Angeles Lakers,LAL,82,82,0.314,838,2200,0.381,0.558,0.02,61,142,0.43,0.294,777,2058,0.378
1610612766,Charlotte Hornets,CHA,82,82,0.298,777,2180,0.356,0.523,0.017,52,125,0.416,0.281,725,2055,0.353
1610612745,Houston Rockets,HOU,82,82,0.285,827,2179,0.38,0.547,0.029,95,223,0.426,0.255,732,1956,0.374
1610612765,Detroit Pistons,DET,82,82,0.286,797,2106,0.378,0.558,0.011,41,83,0.494,0.275,756,2023,0.374
1610612755,Philadelphia 76ers,PHI,82,82,0.292,754,2092,0.36,0.533,0.013,33,91,0.363,0.279,721,2001,0.36
1610612750,Minnesota Timberwolves,MIN,82,82,0.291,802,2089,0.384,0.572,0.007,15,48,0.313,0.284,787,2041,0.386
1610612740,New Orleans Pelicans,NOP,82,82,0.282,776,2078,0.373,0.546,0.017,59,123,0.48,0.265,717,1955,0.367
1610612752,New York Knicks,NYK,81,82,0.283,797,2040,0.391,0.573,0.017,53,123,0.431,0.266,744,1917,0.388
1610612743,Denver Nuggets,DEN,82,82,0.279,790,2029,0.389,0.567,0.02,69,142,0.486,0.259,721,1887,0.382
1610612742,Dallas Mavericks,DAL,82,82,0.266,745,1913,0.389,0.571,0.016,49,116,0.422,0.25,696,1797,0.387
1610612746,LA Clippers,LAC,82,82,0.248,710,1757,0.404,0.587,0.019,66,134,0.493,0.229,644,1623,0.397
