TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612760,Oklahoma City Thunder,OKC,17,17,0.337,193,530,0.364,0.518,0.032,30,51,0.588,0.305,163,479,0.34
1610612754,Indiana Pacers,IND,17,17,0.297,197,431,0.457,0.648,0.039,32,57,0.561,0.258,165,374,0.441
1610612752,New York Knicks,NYK,18,18,0.248,139,386,0.36,0.527,0.017,10,26,0.385,0.231,129,360,0.358
1610612743,Denver Nuggets,DEN,14,14,0.317,130,384,0.339,0.487,0.03,16,36,0.444,0.287,114,348,0.328
1610612744,Golden State Warriors,GSW,12,12,0.36,120,369,0.325,0.477,0.019,8,20,0.4,0.34,112,349,0.321
1610612750,Minnesota Timberwolves,MIN,15,15,0.285,145,366,0.396,0.592,0.005,2,7,0.286,0.28,143,359,0.398
1610612738,Boston Celtics,BOS,11,11,0.286,100,261,0.383,0.563,0.013,6,12,0.5,0.273,94,249,0.378
1610612739,Cleveland Cavaliers,CLE,9,9,0.291,84,230,0.365,0.533,0.016,7,13,0.538,0.275,77,217,0.355
1610612746,LA Clippers,LAC,7,7,0.262,61,155,0.394,0.568,0.027,7,16,0.438,0.235,54,139,0.388
1610612745,Houston Rockets,HOU,7,7,0.262,57,151,0.377,0.54,0.038,8,22,0.364,0.224,49,129,0.38
1610612749,Milwaukee Bucks,MIL,5,5,0.335,58,147,0.395,0.588,0.016,1,7,0.143,0.319,57,140,0.407
1610612765,Detroit Pistons,DET,6,6,0.274,50,136,0.368,0.537,0.012,4,6,0.667,0.262,46,130,0.354
1610612747,Los Angeles Lakers,LAL,5,5,0.338,52,133,0.391,0.571,0.023,4,9,0.444,0.315,48,124,0.387
1610612748,Miami Heat,MIA,4,4,0.374,44,122,0.361,0.533,0.025,2,8,0.25,0.35,42,114,0.368
1610612753,Orlando Magic,ORL,5,5,0.261,33,110,0.3,0.436,0.017,3,7,0.429,0.244,30,103,0.291
1610612763,Memphis Grizzlies,MEM,4,4,0.285,35,99,0.354,0.515,0.012,3,4,0.75,0.274,32,95,0.337
