team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612757,Portland Trail Blazers,POR,5,5,0.388,12.2,34.2,0.357,0.43,0.238,7.2,21.0,0.343,0.15,5.0,13.2,0.379
1610612742,Dallas Mavericks,DAL,6,6,0.344,12.5,30.67,0.408,0.481,0.185,8.0,16.5,0.485,0.159,4.5,14.17,0.318
1610612738,Boston Celtics,BOS,17,17,0.321,9.88,27.24,0.363,0.442,0.159,5.59,13.47,0.415,0.162,4.29,13.76,0.312
1610612753,Orlando Magic,ORL,5,5,0.307,11.0,27.2,0.404,0.471,0.196,7.4,17.4,0.425,0.111,3.6,9.8,0.367
1610612746,LA Clippers,LAC,13,13,0.304,10.54,26.23,0.402,0.456,0.196,7.69,16.92,0.455,0.108,2.85,9.31,0.306
1610612760,Oklahoma City Thunder,OKC,7,7,0.303,10.71,25.86,0.414,0.494,0.169,6.57,14.43,0.455,0.134,4.14,11.43,0.363
1610612755,Philadelphia 76ers,PHI,4,4,0.297,8.75,25.0,0.35,0.4,0.199,6.25,16.75,0.373,0.098,2.5,8.25,0.303
1610612762,Utah Jazz,UTA,7,7,0.302,11.43,24.71,0.462,0.616,0.113,3.86,9.29,0.415,0.188,7.57,15.43,0.491
1610612749,Milwaukee Bucks,MIL,10,10,0.285,8.9,24.7,0.36,0.433,0.154,5.3,13.4,0.396,0.13,3.6,11.3,0.319
1610612743,Denver Nuggets,DEN,19,19,0.282,10.16,23.26,0.437,0.516,0.172,6.47,14.21,0.456,0.11,3.68,9.05,0.407
1610612751,Brooklyn Nets,BKN,4,4,0.255,7.25,23.25,0.312,0.366,0.162,4.75,14.75,0.322,0.093,2.5,8.5,0.294
1610612754,Indiana Pacers,IND,4,4,0.287,7.5,23.0,0.326,0.391,0.153,4.5,12.25,0.367,0.134,3.0,10.75,0.279
1610612748,Miami Heat,MIA,21,21,0.264,8.05,21.48,0.375,0.43,0.16,5.67,13.0,0.436,0.104,2.38,8.48,0.281
1610612761,Toronto Raptors,TOR,11,11,0.24,7.55,21.27,0.355,0.451,0.085,3.45,7.55,0.458,0.155,4.09,13.73,0.298
1610612745,Houston Rockets,HOU,12,12,0.23,6.42,19.67,0.326,0.439,0.06,2.0,5.17,0.387,0.169,4.42,14.5,0.305
1610612747,Los Angeles Lakers,LAL,21,21,0.215,6.14,17.81,0.345,0.408,0.129,3.9,10.67,0.366,0.086,2.24,7.14,0.313
