player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
2738,Andre Iguodala,Andre,1610612748,MIA,37.0,4,0,4,0.0,71.12666666666667,116.3,9,0.117,0.205,4,0.364,2,0.286,19,24,11,64,-2.05,169,201,95,201,142,169,138,133,103,78,23,89,58,93,108,77,97,97,MIA
1628389,Bam Adebayo,Bam,1610612748,MIA,23.0,4,0,4,0.0,135.84333333333333,111.0,23,0.152,0.242,5,0.227,2,0.25,30,47,33,140,-3.51,169,201,95,201,103,136,76,82,70,66,75,89,67,121,159,139,145,137,MIA
203473,Dewayne Dedmon,Dewayne,1610612748,MIA,31.0,4,0,4,0.0,57.27333333333333,126.8,10,0.196,0.357,0,0.0,2,0.5,16,28,19,48,-1.98,169,201,95,201,152,222,131,48,16,180,180,89,25,82,119,106,89,96,MIA
1629130,Duncan Robinson,Duncan,1610612748,MIA,27.0,4,0,4,0.0,99.63333333333334,105.7,11,0.104,0.155,3,0.176,0,0.0,25,30,32,106,-2.24,169,201,95,201,126,87,127,157,153,90,113,156,156,106,124,136,123,103,MIA
1629216,Gabe Vincent,Gabe,1610612748,MIA,25.0,3,0,3,0.0,14.15,89.3,1,0.053,0.071,0,0.0,0,0.0,8,9,6,12,-0.18,193,201,64,201,198,36,198,209,212,180,180,156,156,55,70,57,39,37,MIA
201609,Goran Dragic,Goran,1610612748,MIA,35.0,4,0,4,0.0,116.74,108.6,6,0.051,0.078,4,0.211,2,0.222,28,38,31,102,-2.78,169,201,95,201,113,118,155,211,206,78,89,89,77,115,137,133,121,116,MIA
202710,Jimmy Butler III,Jimmy,1610612748,MIA,31.0,4,0,4,0.0,154.15166666666667,120.6,24,0.148,0.24,5,0.217,1,0.143,35,55,47,150,-4.73,169,201,95,201,90,190,73,88,72,66,83,113,103,131,176,167,151,156,MIA
1629644,KZ Okpala,KZ,1610612748,MIA,22.0,2,0,2,0.0,5.783333333333333,100.0,0,0.0,0.0,0,0.0,0,0.0,0,5,2,4,-0.09,209,201,35,201,219,54,219,219,219,180,180,156,156,1,50,36,18,23,MIA
1629134,Kendrick Nunn,Kendrick,1610612748,MIA,25.0,4,0,4,0.0,93.16,114.9,6,0.057,0.094,2,0.154,0,0.0,26,43,21,102,-2.62,169,201,95,201,130,162,155,202,197,110,126,156,156,107,147,110,121,113,MIA
1629622,Max Strus,Max,1610612748,MIA,25.0,2,0,2,0.0,5.783333333333333,100.0,0,0.0,0.0,0,0.0,0,0.0,0,5,2,4,-0.09,209,201,35,201,219,54,219,219,219,180,180,156,156,1,50,36,18,23,MIA
202357,Nemanja Bjelica,Nemanja,1610612748,MIA,33.0,2,0,2,0.0,30.25,131.7,4,0.138,0.2,2,0.5,1,0.25,19,14,9,26,-1.04,209,201,35,201,175,229,174,100,105,110,6,113,67,93,84,66,65,81,MIA
1630173,Precious Achiuwa,Precious,1610612748,MIA,21.0,3,0,3,0.0,12.266666666666667,76.0,6,0.333,0.429,0,0.0,2,1.0,6,7,4,8,-0.07,193,201,64,201,201,16,155,7,9,180,180,89,1,49,64,42,30,20,MIA
2772,Trevor Ariza,Trevor,1610612748,MIA,36.0,4,0,4,0.0,96.02166666666666,107.7,21,0.196,0.3,3,0.214,1,0.25,22,35,39,98,-2.32,169,201,95,201,128,106,78,47,39,90,85,113,67,99,131,152,118,104,MIA
1629639,Tyler Herro,Tyler,1610612748,MIA,21.0,4,0,4,0.0,92.81666666666666,118.2,12,0.122,0.2,1,0.071,1,0.111,26,35,24,76,-2.75,169,201,95,201,131,180,117,124,105,146,171,113,118,107,131,118,103,114,MIA
