team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612753,Orlando Magic,ORL,82,82,0.438,1877,2948,0.637,0.637,0.438,1877,2948,0.637,0.0,0,0,
1610612747,Los Angeles Lakers,LAL,81,81,0.426,1852,2943,0.629,0.629,0.426,1852,2943,0.629,0.0,0,0,
1610612745,Houston Rockets,HOU,82,82,0.44,1895,2915,0.65,0.65,0.44,1895,2915,0.65,0.0,0,0,
1610612739,Cleveland Cavaliers,CLE,82,82,0.418,1864,2898,0.643,0.643,0.418,1864,2898,0.643,0.0,0,0,
1610612744,Golden State Warriors,GSW,82,82,0.426,1819,2867,0.634,0.634,0.426,1819,2867,0.634,0.0,0,0,
1610612756,Phoenix Suns,PHX,82,82,0.414,1820,2856,0.637,0.637,0.414,1820,2856,0.637,0.0,0,0,
1610612761,Toronto Raptors,TOR,82,82,0.439,1724,2853,0.604,0.604,0.439,1724,2853,0.604,0.0,0,0,
1610612751,Brooklyn Nets,BKN,80,80,0.419,1742,2834,0.615,0.615,0.419,1742,2834,0.615,0.0,0,0,
1610612740,New Orleans Pelicans,NOP,82,82,0.399,1803,2807,0.642,0.642,0.399,1803,2807,0.642,0.0,0,0,
1610612749,Milwaukee Bucks,MIL,81,81,0.442,1802,2790,0.646,0.646,0.442,1802,2790,0.646,0.0,0,0,
1610612743,Denver Nuggets,DEN,81,81,0.421,1792,2785,0.643,0.643,0.421,1792,2785,0.643,0.0,0,0,
1610612748,Miami Heat,MIA,81,81,0.432,1657,2751,0.602,0.602,0.432,1657,2751,0.602,0.0,0,0,
1610612764,Washington Wizards,WAS,82,82,0.418,1779,2724,0.653,0.653,0.418,1779,2724,0.653,0.0,0,0,
1610612750,Minnesota Timberwolves,MIN,82,82,0.409,1794,2698,0.665,0.665,0.409,1794,2698,0.665,0.0,0,0,
1610612741,Chicago Bulls,CHI,81,81,0.397,1736,2679,0.648,0.648,0.397,1736,2679,0.648,0.0,0,0,
1610612754,Indiana Pacers,IND,82,82,0.405,1741,2672,0.652,0.652,0.405,1741,2672,0.652,0.0,0,0,
1610612765,Detroit Pistons,DET,82,82,0.4,1683,2659,0.633,0.633,0.4,1683,2659,0.633,0.0,0,0,
1610612757,Portland Trail Blazers,POR,82,82,0.399,1559,2637,0.591,0.591,0.399,1559,2637,0.591,0.0,0,0,
1610612752,New York Knicks,NYK,81,81,0.399,1653,2615,0.632,0.632,0.399,1653,2615,0.632,0.0,0,0,
1610612738,Boston Celtics,BOS,79,79,0.41,1618,2615,0.619,0.619,0.41,1618,2615,0.619,0.0,0,0,
1610612759,San Antonio Spurs,SAS,82,82,0.403,1659,2598,0.639,0.639,0.403,1659,2598,0.639,0.0,0,0,
1610612746,LA Clippers,LAC,81,81,0.386,1673,2597,0.644,0.644,0.386,1673,2597,0.644,0.0,0,0,
1610612755,Philadelphia 76ers,PHI,81,81,0.389,1565,2596,0.603,0.603,0.389,1565,2596,0.603,0.0,0,0,
1610612737,Atlanta Hawks,ATL,81,81,0.389,1673,2595,0.645,0.645,0.389,1673,2595,0.645,0.0,0,0,
1610612758,Sacramento Kings,SAC,82,82,0.403,1669,2580,0.647,0.647,0.403,1669,2580,0.647,0.0,0,0,
1610612762,Utah Jazz,UTA,82,82,0.4,1579,2542,0.621,0.621,0.4,1579,2542,0.621,0.0,0,0,
1610612760,Oklahoma City Thunder,OKC,80,80,0.401,1639,2540,0.645,0.645,0.401,1639,2540,0.645,0.0,0,0,
1610612766,Charlotte Hornets,CHA,82,82,0.37,1653,2527,0.654,0.654,0.37,1653,2527,0.654,0.0,0,0,
1610612742,Dallas Mavericks,DAL,82,82,0.38,1609,2494,0.645,0.645,0.38,1609,2494,0.645,0.0,0,0,
1610612763,Memphis Grizzlies,MEM,82,82,0.394,1617,2434,0.664,0.664,0.394,1617,2434,0.664,0.0,0,0,
