group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1626204,Larry Nance Jr.,Larry,1610612740,NOP,30.0,23,11,12,0.478,3.9,0.3,0.2,0.1,1.0,0.8,0.9,0.5,2.9,0.2,0.1,0.5,0.3,3.7,158,158,300,243,64,58,129,132,68,229,260,270,156,43,348,385,156,75,NOP
Players,1630530,Trey Murphy III,Trey,1610612740,NOP,23.0,30,16,14,0.533,3.3,0.4,0.2,0.1,0.3,0.8,1.3,0.5,2.7,0.0,0.0,0.3,0.3,2.3,94,80,331,168,150,54,138,150,233,230,376,313,175,204,265,235,158,193,NOP
Players,1630230,Naji Marshall,Naji,1610612740,NOP,25.0,19,9,10,0.474,3.2,0.4,0.3,0.0,0.5,0.4,1.2,0.3,2.9,0.0,0.0,0.2,0.2,1.6,191,189,268,246,163,39,102,174,134,104,359,186,147,204,1,157,221,275,NOP
Players,1626195,Willy Hernangomez,Willy,1610612740,NOP,29.0,2,1,1,0.5,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,2.2,394,372,18,188,334,3,238,174,315,1,1,1,388,204,1,1,74,202,NOP
Players,1629627,Zion Williamson,Zion,1610612740,NOP,22.0,13,8,5,0.615,4.9,0.8,0.1,0.3,3.1,1.2,1.7,0.8,3.8,0.2,0.2,0.4,0.7,6.8,237,204,166,104,7,8,215,23,2,339,418,404,45,28,438,305,37,5,NOP
Players,1630700,Dyson Daniels,Dyson,1610612740,NOP,20.0,9,5,4,0.556,2.2,0.2,0.0,0.2,0.4,1.0,0.7,0.0,1.3,0.0,0.0,0.2,0.1,3.0,277,259,136,147,295,119,238,45,166,279,181,1,358,204,1,165,286,111,NOP
Players,1626196,Josh Richardson,Josh,1610612740,NOP,29.0,22,8,14,0.364,1.7,0.0,0.0,0.0,0.2,1.3,0.9,0.5,1.8,0.0,0.0,0.2,0.1,0.6,169,204,331,351,342,247,238,174,267,367,259,254,320,204,1,175,302,389,NOP
Players,1627742,Brandon Ingram,Brandon,1610612740,NOP,25.0,19,8,11,0.421,3.2,0.8,0.2,0.3,1.1,0.8,1.0,0.5,2.9,0.1,0.1,0.4,0.8,5.1,191,204,284,300,166,9,133,33,46,217,291,267,147,89,295,324,26,25,NOP
Players,203468,CJ McCollum,CJ,1610612740,NOP,31.0,35,15,20,0.429,4.1,0.4,0.3,0.1,0.5,0.9,1.3,0.6,3.4,0.1,0.1,0.3,0.3,4.1,55,91,415,291,45,38,107,161,162,257,391,333,90,75,308,221,169,54,NOP
Players,202685,Jonas Valančiūnas,Jonas,1610612740,NOP,31.0,22,10,12,0.455,1.4,0.0,0.0,0.0,0.4,0.5,0.9,0.5,1.2,0.0,0.0,0.2,0.3,1.2,169,179,300,263,378,247,238,174,192,146,265,254,379,204,285,134,174,310,NOP
Players,1630631,Jose Alvarado,Jose,1610612740,NOP,25.0,13,6,7,0.462,2.9,0.2,0.0,0.0,0.3,0.5,0.6,0.7,2.3,0.0,0.1,0.3,0.1,1.1,237,239,219,256,200,114,238,174,219,124,171,385,240,204,334,244,310,334,NOP
Players,1630529,Herbert Jones,Herbert,1610612740,NOP,24.0,29,10,19,0.345,3.7,0.2,0.1,0.2,0.7,1.0,1.3,0.4,3.0,0.1,0.1,0.6,0.6,2.8,105,179,398,359,87,110,223,57,99,279,381,250,144,135,324,399,47,132,NOP
Players,1629637,Jaxson Hayes,Jaxson,1610612740,NOP,23.0,5,3,2,0.6,3.2,0.4,0.0,0.4,0.4,0.4,0.6,0.0,3.2,0.0,0.0,0.2,0.8,1.5,338,304,72,113,164,44,238,17,180,107,165,1,103,204,1,142,23,276,NOP
