team_id,team_name,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,41,20,21,0.488,165.34,37.5,82.2,0.456,9.9,31.4,0.315,25.8,35.7,0.724,9.9,33.7,43.5,19.7,13.4,8.4,6.7,3.8,28.5,27.0,110.6,4.6,17,17,14,15,9,9,21,7,17,19,16,19,17,24,25,13,19,10,20,4,5,3,21,15,19,12,ATLANTA HAWKS
1610612738,Boston Celtics,42,23,19,0.548,148.27333333333334,42.4,84.8,0.5,12.3,32.7,0.376,32.7,37.6,0.871,10.0,29.8,39.8,21.0,10.4,4.9,4.9,2.6,25.6,27.5,129.8,9.1,14,9,12,11,19,1,16,1,4,13,8,7,11,1,23,27,28,5,8,26,23,1,11,11,1,8,BOSTON CELTICS
1610612751,Brooklyn Nets,44,24,20,0.545,183.4033333333333,37.4,84.5,0.443,13.1,33.8,0.388,25.4,36.1,0.703,12.3,31.9,44.2,18.3,12.8,4.7,5.5,6.8,30.1,27.5,113.3,0.0,11,5,13,12,2,10,17,12,2,11,5,22,15,26,15,19,18,18,15,28,18,26,24,12,10,17,BROOKLYN NETS
1610612766,Charlotte Hornets,39,18,21,0.462,158.54666666666665,35.4,89.3,0.397,12.7,42.1,0.302,27.2,35.7,0.763,12.1,34.8,46.9,17.3,8.2,3.3,5.8,7.0,24.5,26.9,110.8,-1.8,21,23,14,20,15,18,4,25,3,2,20,13,16,16,16,8,8,20,1,30,16,27,6,16,17,19,CHARLOTTE HORNETS
1610612741,Chicago Bulls,39,15,24,0.385,162.76333333333332,33.3,77.6,0.43,9.7,25.7,0.379,19.8,26.5,0.744,10.0,31.6,41.6,14.5,15.6,6.2,6.5,5.9,25.1,23.0,96.1,-13.3,21,25,21,25,12,26,29,15,19,29,7,29,30,21,24,22,25,27,29,15,7,19,8,28,29,26,CHICAGO BULLS
1610612739,Cleveland Cavaliers,34,13,21,0.382,101.03,35.2,89.3,0.394,10.9,32.3,0.338,19.0,27.6,0.69,14.7,37.5,52.3,13.3,10.5,4.8,3.8,10.0,31.4,21.9,100.2,-18.5,27,28,14,27,30,21,3,27,10,15,11,30,28,28,5,1,1,29,9,27,29,30,27,30,26,30,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,46,20,26,0.435,171.27166666666668,34.2,86.6,0.395,10.1,39.0,0.259,26.9,37.8,0.711,12.3,32.8,45.1,14.0,9.5,4.2,4.2,3.9,25.2,26.6,105.4,-7.8,4,17,27,22,8,23,10,26,15,4,26,14,10,25,14,15,15,28,4,29,26,5,10,18,24,22,DALLAS MAVERICKS
1610612743,Denver Nuggets,46,31,15,0.674,151.885,38.6,85.3,0.452,8.8,26.5,0.333,26.9,36.7,0.733,14.2,31.9,46.1,23.4,16.1,5.7,4.1,5.4,23.7,28.8,112.8,17.4,4,1,2,1,18,8,14,8,24,28,12,15,13,22,8,20,11,1,30,22,27,15,4,8,11,2,DENVER NUGGETS
1610612765,Detroit Pistons,42,20,22,0.476,172.945,36.1,81.3,0.444,11.1,27.8,0.4,28.3,33.9,0.836,13.0,30.3,43.3,15.8,13.0,5.6,3.1,6.4,27.2,23.9,111.6,-0.8,14,17,18,17,6,16,23,11,7,25,2,11,20,4,11,24,20,25,18,24,30,23,15,27,16,18,DETROIT PISTONS
1610612744,Golden State Warriors,35,20,15,0.571,137.64,35.2,81.3,0.433,13.9,34.9,0.4,28.2,33.5,0.844,9.4,36.6,46.0,19.2,11.9,5.2,6.3,4.9,28.2,27.2,112.6,4.9,26,17,2,9,26,20,24,13,1,7,2,12,21,3,27,2,12,14,13,25,9,9,20,14,13,11,GOLDEN STATE WARRIORS
