player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
1629626,Bol Bol,Bol,1610612743,DEN,20.0,4,0,4,0.0,21.416666666666668,5,9,0.556,2,3,0.667,7,8,0.875,3,2,5,0,2,2,2,1,1,4,19,20,35.0,0,0,34.0,132,165,77,165,173,147,162,32,125,152,8,92,103,43,102,175,158,187,139,110,79,70,27,132,143,44,146,55,7,147,DEN
203914,Gary Harris,Gary,1610612743,DEN,25.0,14,7,7,0.5,379.325,34,90,0.378,19,52,0.365,17,22,0.773,7,21,28,24,21,16,4,5,45,20,104,-2,212.6,0,0,215.0,35,37,188,85,37,62,54,153,35,36,87,56,56,98,64,95,88,50,32,22,55,169,198,55,60,109,57,55,7,55,DEN
1627750,Jamal Murray,Jamal,1610612743,DEN,23.0,19,9,10,0.474,752.95,186,368,0.505,62,137,0.453,70,78,0.897,20,72,92,126,53,18,6,16,42,93,504,9,822.4,2,0,832.0,13,26,210,102,4,3,2,45,1,3,37,8,11,39,22,15,15,3,4,16,42,210,192,6,3,68,6,15,7,5,DEN
203924,Jerami Grant,Jerami,1610612743,DEN,26.0,19,9,10,0.474,652.6766666666666,71,175,0.406,31,95,0.326,48,54,0.889,8,55,63,25,25,11,15,5,59,51,221,-73,387.1,0,0,392.0,13,26,210,102,11,26,24,127,20,17,119,16,21,41,58,29,36,46,24,33,8,169,214,18,21,213,24,55,7,22,DEN
1628966,Keita Bates-Diop,Keita,1610612743,DEN,24.0,5,2,3,0.4,23.641666666666666,1,5,0.2,0,0,0.0,1,2,0.5,3,3,6,1,0,0,0,0,0,2,3,2,11.7,0,0,10.0,111,109,55,131,171,181,176,190,162,189,162,153,145,142,102,161,150,166,178,165,140,1,1,149,186,90,180,55,7,182,DEN
203486,Mason Plumlee,Mason,1610612743,DEN,30.0,19,9,10,0.474,206.52666666666667,19,39,0.487,0,1,0.0,8,12,0.667,31,30,61,25,11,4,8,3,40,31,46,-18,181.7,0,0,156.0,13,26,210,102,72,107,110,68,162,170,162,87,84,122,8,67,39,46,73,88,26,136,186,35,111,155,66,55,7,75,DEN
1629008,Michael Porter Jr.,Michael,1610612743,DEN,22.0,19,9,10,0.474,451.13666666666666,78,164,0.476,34,89,0.382,26,35,0.743,21,106,127,16,25,13,6,12,43,23,216,54,424.4,2,0,431.0,13,26,210,102,24,19,26,78,17,19,75,35,34,106,21,6,7,67,24,26,42,203,193,48,22,16,20,15,7,20,DEN
1628420,Monté Morris,Monté,1610612743,DEN,25.0,19,9,10,0.474,405.8616666666667,66,133,0.496,12,40,0.3,28,34,0.824,4,25,29,52,10,12,2,5,20,28,172,-86,316.8,0,0,293.0,13,26,210,102,32,28,32,61,62,55,127,34,35,69,94,78,83,21,77,28,79,169,147,40,30,216,37,55,7,38,DEN
203999,Nikola Jokić,Nikola,1610612743,DEN,25.0,19,9,10,0.474,694.31,178,343,0.519,42,98,0.429,66,79,0.835,37,150,187,109,62,20,15,15,68,97,464,-14,894.9,10,1,872.0,13,26,210,102,6,4,4,42,10,16,43,10,10,64,4,2,4,4,2,11,8,208,217,5,5,145,4,4,4,3,DEN
203943,Noah Vonleh,Noah,1610612743,DEN,24.0,1,0,1,0.0,3.1333333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0,0,0.0,199,165,21,165,207,197,199,197,162,189,162,169,172,169,163,201,202,187,178,165,140,1,1,183,201,112,211,55,7,211,DEN
