GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,201143,Al Horford,Al,1610612737,ATL,30.0,41,22,19,0.537,46.6,9.9,18.4,0.541,1.5,5.1,0.294,2.1,3.0,0.7,3.3,7.8,11.1,2.1,1.8,0.3,1.5,0.3,6.6,1.8,23.5,3.6,43.6,11,0,41.9,22,25,43,165,222,64,109,81,133,161,120,261,267,203,108,126,104,190,166,234,98,204,148,289,113,183,134,33,13,124
Players,203471,Dennis Schröder,Dennis,1610612737,ATL,22.0,14,4,10,0.286,47.1,8.5,22.6,0.375,1.9,10.4,0.182,7.5,10.4,0.727,0.0,4.7,4.7,11.3,2.8,0.9,0.0,1.9,3.8,6.6,26.4,-6.6,49.1,1,0,46.2,242,270,187,370,198,88,60,209,104,37,181,94,95,194,270,243,301,12,104,173,200,68,305,109,84,267,96,125,13,90
Players,201952,Jeff Teague,Jeff,1610612737,ATL,28.0,36,22,14,0.611,45.5,9.1,23.7,0.383,1.2,4.3,0.273,14.2,16.6,0.857,1.2,4.3,5.5,7.5,3.2,1.6,0.0,3.6,3.2,12.3,33.6,18.6,53.1,2,0,51.0,59,25,125,99,270,77,45,204,153,185,131,29,35,107,208,262,274,40,87,98,200,22,329,23,40,96,71,103,13,66
Players,203145,Kent Bazemore,Kent,1610612737,ATL,26.0,36,19,17,0.528,46.9,6.4,14.1,0.457,2.0,4.4,0.455,8.8,9.6,0.917,2.4,6.0,8.4,2.4,1.6,0.4,2.0,1.6,5.2,7.6,23.7,9.6,43.1,1,0,41.4,59,64,77,171,210,146,174,139,98,180,55,76,107,77,137,182,186,173,188,227,74,83,236,79,108,134,141,125,13,131
Players,2550,Kirk Hinrich,Kirk,1610612737,ATL,35.0,12,8,4,0.667,47.6,1.6,3.2,0.5,1.6,1.6,1.0,3.2,3.2,1.0,0.0,3.2,3.2,0.0,3.2,1.6,0.0,0.0,9.7,3.2,8.1,21.0,13.5,0,0,16.1,257,195,285,61,170,324,374,98,125,247,1,225,260,1,270,315,345,287,82,92,200,206,65,240,311,78,378,190,13,360
Players,2743,Kris Humphries,Kris,1610612737,ATL,31.0,8,4,4,0.5,43.0,18.2,22.7,0.8,13.6,18.2,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,27.3,50.0,0,0,63.6,296,270,285,188,335,8,58,30,1,5,17,299,312,299,270,356,370,287,282,237,200,206,375,326,11,58,87,190,13,21
Players,2594,Kyle Korver,Kyle,1610612737,ATL,35.0,40,21,19,0.525,45.2,2.7,7.4,0.364,2.3,5.4,0.438,1.0,1.0,1.0,1.0,3.0,4.0,1.7,2.0,1.3,1.0,0.0,5.0,2.0,8.7,23.2,21.1,0,0,21.5,28,33,43,176,283,285,314,224,79,151,58,289,304,1,224,319,324,216,148,127,132,206,242,281,305,68,330,190,13,314
Players,203934,Lamar Patterson,Lamar,1610612737,ATL,24.0,2,2,0,1.0,14.2,20.0,20.0,1.0,0.0,0.0,0.0,20.0,40.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,120.0,60.0,0,0,60.0,374,326,407,1,422,6,92,1,209,275,209,6,1,261,270,356,370,287,282,237,200,206,375,3,7,3,39,190,13,27
Players,203488,Mike Muscala,Mike,1610612737,ATL,24.0,6,4,2,0.667,36.2,0.0,0.0,0.0,0.0,0.0,0.0,11.1,22.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,11.1,11.1,55.6,11.1,0,0,11.1,312,270,329,61,394,342,379,342,209,275,209,46,12,261,270,356,370,287,282,237,200,206,43,29,256,26,385,190,13,384
Players,203118,Mike Scott,Mike,1610612737,ATL,27.0,12,4,8,0.333,36.9,3.7,22.2,0.167,3.7,14.8,0.25,0.0,0.0,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,3.7,3.7,0.0,11.1,-33.3,15.6,0,0,18.5,257,270,215,330,391,251,65,324,33,11,140,299,312,299,270,283,330,287,282,237,200,19,308,326,256,371,361,190,13,339
Players,200794,Paul Millsap,Paul,1610612737,ATL,31.0,41,23,18,0.561,47.1,7.9,21.5,0.366,0.6,3.0,0.2,7.3,9.4,0.774,5.5,10.9,16.4,5.8,1.8,2.7,2.4,2.1,6.7,6.7,23.6,10.3,65.5,24,0,56.7,22,19,59,138,199,102,73,222,186,211,167,97,112,164,50,51,46,62,162,39,59,62,143,102,110,130,29,7,13,41
Players,200757,Thabo Sefolosha,Thabo,1610612737,ATL,32.0,34,17,17,0.5,46.4,1.8,9.0,0.2,1.2,4.2,0.286,3.6,4.8,0.75,1.2,7.2,8.4,1.8,0.0,1.8,1.2,1.2,6.0,3.0,8.4,-31.1,30.1,0,0,25.7,76,88,77,188,236,320,279,319,151,188,122,215,226,171,205,144,189,205,282,75,118,110,181,251,309,367,256,190,13,282
Players,201168,Tiago Splitter,Tiago,1610612737,ATL,31.0,4,2,2,0.5,40.8,16.7,16.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,16.7,0.0,33.3,133.3,53.3,0,0,50.0,339,326,329,188,366,11,129,1,209,275,209,299,312,299,6,356,37,287,282,237,200,206,19,326,42,1,68,190,13,68
Players,203501,Tim Hardaway Jr.,Tim,1610612737,ATL,24.0,8,3,5,0.375,40.9,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,9.1,0.0,0.0,0.0,0.0,9.1,0.0,9.1,0.0,-54.5,10.9,0,0,9.1,296,293,264,308,364,342,271,342,209,275,209,299,312,299,270,85,160,287,282,237,200,5,375,51,359,400,386,190,13,388
