season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2018-19,203458,Alex Len,Alex,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10T00:00:00,ATL vs. IND,L,30.9,124.1,129.6,129.6,112.3,108.2,108.2,11.8,21.4,21.4,0.125,0.0,12.5,0.136,0.103,0.12,0.0,0.0,0.412,0.487,0.236,0.23,112.34,111.97,93.3,111.97,0.1,71,6,17,6.0,17.0,0.353,1,13078,13078,13078,6491,4249,2765,2765,15687,13080,13080,7799,4708,4708,11543,13613,14025,1839,14866,6726,1,1,16924,16137,6464,7639,2043,2388,2389,11508,4937,2017,4937,2017,17024,1,30:52,2018,2019
2018-19,1627738,Deyonta Davis,Deyonta,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10T00:00:00,ATL vs. IND,L,3.1,76.1,100.0,100.0,191.0,183.3,183.3,-114.9,-83.3,-83.3,0.0,0.0,0.0,0.2,0.0,0.125,0.0,0.0,0.0,1.136,0.1,0.086,114.1,99.15,82.63,99.15,0.238,7,0,0,0.0,0.0,0.0,1,13078,13078,13078,25186,24293,16484,16484,25961,25963,25963,25923,25685,25674,19301,13613,19301,535,22618,6104,1,1,22860,326,22422,23674,1383,17659,17659,1172,22860,25092,22860,25092,22860,1,3:09,2018,2019
2018-19,203145,Kent Bazemore,Kent,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10T00:00:00,ATL vs. IND,L,17.1,101.3,105.0,105.0,153.4,148.7,148.7,-52.2,-43.7,-43.7,0.2,2.0,14.3,0.0,0.118,0.048,7.1,7.2,0.3,0.322,0.235,0.24,111.49,111.09,92.58,111.09,-0.014,40,2,10,2.0,10.0,0.2,1,13078,13078,13078,18519,16340,14384,14384,25453,25283,25283,24803,24186,24186,6693,4020,12703,13019,13076,18389,12182,12447,20242,21118,6471,6695,2487,2848,2848,23583,15736,8165,15736,8165,21508,1,17:04,2018,2019
2018-19,1628381,John Collins,John,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10T00:00:00,ATL vs. IND,L,35.8,118.6,122.9,122.9,111.6,116.3,116.3,7.0,6.6,6.6,0.231,2.0,23.1,0.2,0.364,0.281,11.5,11.6,0.567,0.597,0.194,0.192,113.48,109.22,91.02,109.22,0.193,83,8,15,8.0,15.0,0.533,1,13078,13078,13078,2495,6537,4824,4824,15280,17712,17712,9598,9765,9765,5582,4020,7396,535,808,313,16776,16925,10099,10351,11164,12144,1578,4097,4097,2688,2320,3138,2320,3138,7990,1,35:49,2018,2019
2018-19,1629121,Jaylen Adams,Jaylen,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10T00:00:00,ATL vs. IND,L,9.0,91.5,105.0,105.0,147.7,135.0,135.0,-56.2,-30.0,-30.0,0.167,1.0,25.0,0.0,0.182,0.074,25.0,22.5,0.0,0.205,0.111,0.128,109.77,106.47,88.72,106.47,-0.033,20,0,2,0.0,2.0,0.0,1,13078,13078,13078,22907,20820,14384,14384,25185,23977,23977,25032,22409,22410,8601,7758,5882,13019,7047,13334,23669,23415,22860,22764,21425,20266,3489,6650,6650,24294,22860,22125,22860,22125,22860,1,9:01,2018,2019
2018-19,1629353,Isaac Humphries,Isaac,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10T00:00:00,ATL vs. IND,L,1.4,154.6,150.0,150.0,172.4,200.0,200.0,-17.8,-50.0,-50.0,0.0,0.0,0.0,0.5,0.0,0.333,0.0,0.0,1.0,1.0,0.2,0.205,151.47,142.22,118.52,142.22,0.2,4,1,1,1.0,1.0,1.0,1,13078,13078,13078,25789,315,398,398,25840,26002,26002,19483,24615,24625,19301,13613,19301,12,22618,84,1,1,467,693,10075,10438,47,119,119,2311,19280,23689,19280,23689,1,1,1:21,2018,2019
2018-19,1626147,Justin Anderson,Justin,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10T00:00:00,ATL vs. IND,L,12.9,116.3,110.3,110.3,126.6,125.0,125.0,-10.3,-14.7,-14.7,0.0,0.0,0.0,0.071,0.167,0.115,33.3,34.0,0.833,0.902,0.171,0.175,110.25,113.75,94.79,113.75,0.095,29,2,3,2.0,3.0,0.667,1,13078,13078,13078,21299,7670,11167,11167,22090,21458,21458,16874,18460,18460,19301,13613,19301,5359,8046,7218,24871,25296,2199,1640,14094,14301,3150,1663,1663,12232,15736,20488,15736,20488,3022,1,12:52,2018,2019
2018-19,1629027,Trae Young,Trae,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10T00:00:00,ATL vs. IND,L,33.7,128.6,133.3,133.3,111.6,111.7,111.7,17.0,21.6,21.6,0.393,1.83,28.2,0.049,0.073,0.061,15.4,15.1,0.361,0.504,0.292,0.301,112.47,110.39,91.99,110.39,0.12,78,6,18,6.0,18.0,0.333,1,13078,13078,13078,4124,2961,1863,1863,15319,15130,15130,6054,4620,4620,1477,6142,5081,8104,18205,15823,19772,19774,18563,14584,2505,2491,1986,3274,3274,9084,4937,1610,4937,1610,17130,1,33:42,2018,2019
2018-19,1628989,Kevin Huerter,Kevin,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10T00:00:00,ATL vs. IND,L,30.4,123.7,129.0,129.0,118.0,118.6,118.6,5.8,10.4,10.4,0.12,1.0,21.4,0.026,0.118,0.069,21.4,21.4,1.063,1.063,0.128,0.128,112.45,109.86,91.55,109.86,0.109,69,6,8,6.0,8.0,0.75,1,13078,13078,13078,6928,4374,2902,2902,18787,18889,18889,10123,8285,8285,12188,7758,8260,12164,13076,14219,22992,23046,451,511,19817,20221,1993,3609,3609,10441,4937,11313,4937,11313,1866,1,30:22,2018,2019
2018-19,1627761,DeAndre' Bembry,DeAndre',1610612737,ATL,Atlanta Hawks,21801220,2019-04-10T00:00:00,ATL vs. IND,L,20.1,107.0,110.9,110.9,133.2,134.8,134.8,-26.2,-23.9,-23.9,0.1,0.0,10.0,0.037,0.04,0.038,0.0,0.0,0.5,0.59,0.155,0.167,112.43,109.76,91.47,109.76,0.068,46,4,8,4.0,8.0,0.5,1,13078,13078,13078,16069,13016,10877,10877,23657,23948,23948,21706,21115,21115,13566,13613,15934,9872,21434,19997,1,1,11694,10645,16366,15378,2006,3671,3671,15887,9407,11313,9407,11313,8362,1,20:07,2018,2019
