season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,48.0,7.0,13.0,14.0,76.0,13.0,22.0,26.0,50.0,0,0,0,0,159,2340,1203,1066,18,626,2229,2337,1108,1,2022,2023,False,LAL,UTA,APR
2022-23,1610612762,UTA,Utah Jazz,22201213,2023-04-08,UTA vs. DEN,W,48.0,15.0,26.0,16.0,64.0,22.0,12.0,12.0,46.0,0,0,0,0,159,1405,50,800,215,1917,955,927,760,1,2022,2023,True,UTA,DEN,APR
2022-23,1610612762,UTA,Utah Jazz,22201200,2023-04-06,UTA vs. OKC,L,48.0,14.0,10.0,12.0,66.0,26.0,24.0,12.0,46.0,0,0,0,0,159,1538,1696,1373,156,2237,2330,927,760,1,2022,2023,True,UTA,OKC,APR
2022-23,1610612762,UTA,Utah Jazz,22201186,2023-04-04,UTA vs. LAL,L,53.0,11.0,5.0,12.0,56.0,15.0,15.0,14.0,62.0,0,0,0,0,21,1977,2293,1373,642,924,1435,1245,2055,1,2022,2023,True,UTA,LAL,APR
2022-23,1610612762,UTA,Utah Jazz,22201164,2023-04-02,UTA @ BKN,L,48.0,13.0,12.0,13.0,60.0,9.0,7.0,7.0,42.0,0,0,0,0,159,1692,1346,1217,407,184,262,281,468,1,2022,2023,False,BKN,UTA,APR
2022-23,1610612762,UTA,Utah Jazz,22201152,2023-03-31,UTA @ BOS,L,48.0,15.0,15.0,20.0,68.0,19.0,21.0,10.0,46.0,0,0,0,0,159,1405,883,379,112,1535,2149,625,760,1,2022,2023,False,BOS,UTA,MAR
2022-23,1610612762,UTA,Utah Jazz,22201143,2023-03-29,UTA @ SAS,W,48.0,26.0,15.0,14.0,70.0,30.0,12.0,21.0,64.0,0,0,0,0,159,168,883,1066,69,2386,955,2083,2162,1,2022,2023,False,SAS,UTA,MAR
2022-23,1610612762,UTA,Utah Jazz,22201125,2023-03-27,UTA vs. PHX,L,48.0,3.0,11.0,15.0,56.0,15.0,13.0,15.0,46.0,0,0,0,0,159,2449,1507,927,642,924,1116,1396,760,1,2022,2023,True,UTA,PHX,MAR
2022-23,1610612762,UTA,Utah Jazz,22201111,2023-03-25,UTA @ SAC,L,48.0,11.0,17.0,2.0,70.0,24.0,11.0,11.0,50.0,0,0,0,0,159,1977,595,2413,69,2102,766,768,1108,1,2022,2023,False,SAC,UTA,MAR
2022-23,1610612762,UTA,Utah Jazz,22201102,2023-03-24,UTA vs. MIL,L,48.0,16.0,24.0,13.0,48.0,17.0,12.0,22.0,58.0,0,0,0,0,159,1249,100,1217,1354,1213,955,2152,1820,1,2022,2023,True,UTA,MIL,MAR
2022-23,1610612762,UTA,Utah Jazz,22201091,2023-03-22,UTA vs. POR,L,48.0,13.0,4.0,11.0,52.0,17.0,9.0,18.0,62.0,0,0,0,0,159,1692,2335,1535,999,1213,495,1792,2055,1,2022,2023,True,UTA,POR,MAR
2022-23,1610612762,UTA,Utah Jazz,22201076,2023-03-20,UTA vs. SAC,W,48.0,13.0,9.0,11.0,56.0,20.0,12.0,7.0,38.0,0,0,0,0,159,1692,1835,1535,642,1660,955,281,247,1,2022,2023,True,UTA,SAC,MAR
2022-23,1610612762,UTA,Utah Jazz,22201062,2023-03-18,UTA vs. BOS,W,48.0,12.0,20.0,12.0,48.0,11.0,8.0,9.0,30.0,0,0,0,0,159,1836,313,1373,1354,376,350,495,41,1,2022,2023,True,UTA,BOS,MAR
2022-23,1610612762,UTA,Utah Jazz,22201022,2023-03-13,UTA @ MIA,L,48.0,10.0,15.0,23.0,52.0,21.0,15.0,23.0,40.0,0,0,0,0,159,2086,883,204,999,1783,1435,2216,355,1,2022,2023,False,MIA,UTA,MAR
2022-23,1610612762,UTA,Utah Jazz,22201005,2023-03-11,UTA @ CHA,W,48.0,6.0,25.0,18.0,68.0,14.0,14.0,15.0,36.0,0,0,0,0,159,2377,70,565,112,770,1259,1396,165,1,2022,2023,False,CHA,UTA,MAR
2022-23,1610612762,UTA,Utah Jazz,22200994,2023-03-09,UTA @ ORL,W,48.0,13.0,21.0,8.0,64.0,29.0,30.0,4.0,50.0,0,0,0,0,159,1692,233,1967,215,2362,2443,63,1108,1,2022,2023,False,ORL,UTA,MAR
2022-23,1610612762,UTA,Utah Jazz,22200983,2023-03-07,UTA @ DAL,L,48.0,18.0,13.0,12.0,48.0,16.0,4.0,24.0,42.0,0,0,0,0,159,927,1203,1373,1354,1057,50,2258,468,1,2022,2023,False,DAL,UTA,MAR
2022-23,1610612762,UTA,Utah Jazz,22200968,2023-03-05,UTA @ OKC,L,48.0,14.0,17.0,11.0,58.0,28.0,17.0,30.0,48.0,0,0,0,0,159,1538,595,1535,517,2332,1720,2429,931,1,2022,2023,False,OKC,UTA,MAR
2022-23,1610612762,UTA,Utah Jazz,22200951,2023-03-03,UTA @ OKC,L,48.0,6.0,15.0,15.0,54.0,32.0,15.0,27.0,62.0,0,0,0,0,159,2377,883,927,802,2423,1435,2378,2055,1,2022,2023,False,OKC,UTA,MAR
2022-23,1610612762,UTA,Utah Jazz,22200930,2023-02-28,UTA vs. SAS,L,48.0,22.0,17.0,2.0,36.0,19.0,15.0,7.0,56.0,0,0,0,0,159,445,595,2413,2215,1535,1435,281,1660,1,2022,2023,True,UTA,SAS,FEB
2022-23,1610612762,UTA,Utah Jazz,22200909,2023-02-25,UTA vs. SAS,W,48.0,11.0,13.0,18.0,62.0,13.0,12.0,13.0,58.0,0,0,0,0,159,1977,1203,565,300,626,955,1089,1820,1,2022,2023,True,UTA,SAS,FEB
2022-23,1610612762,UTA,Utah Jazz,22200892,2023-02-23,UTA vs. OKC,W,53.0,12.0,26.0,16.0,56.0,20.0,23.0,15.0,62.0,0,0,0,0,21,1836,50,800,642,1660,2296,1396,2055,1,2022,2023,True,UTA,OKC,FEB
