TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,STL,BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,82,24,58,0.293,3941.0,110.1,24.6,0.719,5.8,3.2,13.4,9.6,9.7,33.3,1,27,27,27,27,24,22,26,12,23,25,19,24,14
1610612738,Boston Celtics,82,55,27,0.671,3961.0,103.2,26.2,0.739,5.5,3.4,11.6,8.3,7.7,32.6,1,4,4,4,12,2,7,10,23,20,11,5,5,11
1610612751,Brooklyn Nets,82,28,54,0.341,3971.0,109.7,25.9,0.731,4.6,3.5,12.9,10.1,8.7,35.5,1,23,23,23,5,21,9,14,30,16,21,28,15,27
1610612766,Charlotte Hornets,82,36,46,0.439,3956.0,109.0,26.4,0.763,5.1,3.4,11.1,8.0,8.0,33.7,1,20,20,20,16,17,3,2,28,19,3,1,6,18
1610612741,Chicago Bulls,82,27,55,0.329,3971.0,110.5,26.0,0.767,5.7,2.6,12.1,8.3,8.4,33.1,1,24,24,24,5,28,8,1,19,30,15,3,10,13
1610612739,Cleveland Cavaliers,82,50,32,0.61,3946.0,111.1,25.2,0.73,5.3,2.8,12.3,9.5,8.4,35.2,1,6,6,6,23,29,17,16,24,28,17,15,12,22
1610612742,Dallas Mavericks,82,24,58,0.293,3961.0,108.4,24.7,0.749,5.3,2.8,10.4,8.5,10.6,31.4,1,27,27,27,12,16,21,5,25,29,1,7,27,3
1610612743,Denver Nuggets,82,46,36,0.561,3976.0,110.0,24.9,0.736,5.7,3.7,13.9,8.3,9.6,35.1,1,14,14,14,4,23,20,11,18,12,29,4,21,21
1610612765,Detroit Pistons,82,39,43,0.476,3961.0,106.7,25.0,0.74,5.7,2.9,11.1,8.4,7.4,32.5,1,19,19,19,12,10,18,9,16,27,5,6,2,10
1610612744,Golden State Warriors,82,58,24,0.707,3946.0,106.8,26.2,0.712,6.0,5.6,13.8,10.2,10.5,35.4,1,3,3,3,23,11,6,29,8,1,28,30,26,26
