group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
Players,203382,Aron Baynes,Aron,1610612761,TOR,34.0,13,5,8,0.385,11.0,0.121,0.0,0.136,0.0,0.222,0.0,0.0,0.333,0.0,0.125,0.0,0.143,0.0,0.0,0.0,0.091,0.0,0.0,218,237,264,309,314,260,355,246,245,148,295,304,76,360,295,291,269,238,180,1,104,319,368
Players,1628449,Chris Boucher,Chris,1610612761,TOR,28.0,23,7,16,0.304,53.0,0.171,0.306,0.176,0.158,0.116,0.367,0.302,0.667,0.257,0.317,0.043,0.143,0.167,0.75,0.2,0.333,0.172,0.298,104,193,410,358,153,158,69,180,177,260,40,68,12,110,64,285,269,174,16,308,387,166,66
Players,1627761,DeAndre' Bembry,DeAndre',1610612761,TOR,26.0,11,4,7,0.364,26.0,0.058,0.095,0.083,0.0,0.0,0.053,0.037,0.286,0.231,0.25,0.273,0.0,0.333,0.333,0.333,0.286,0.056,0.075,246,259,238,321,249,396,299,350,245,320,275,296,111,146,113,103,1,63,75,369,363,306,338
Players,1627832,Fred VanVleet,Fred,1610612761,TOR,27.0,30,8,22,0.267,95.0,0.234,0.212,0.293,0.32,0.425,0.163,0.136,0.118,0.163,0.152,0.268,0.087,0.286,0.091,0.313,0.1,0.13,0.214,38,171,453,372,61,81,127,70,84,29,151,201,211,244,255,107,221,100,166,368,107,225,125
Players,1630273,Freddie Gillespie,Freddie,1610612761,TOR,24.0,4,0,4,0.0,3.0,0.167,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,344,405,142,405,412,163,355,401,245,320,1,1,263,360,374,291,1,238,180,1,1,1,7
Players,1629018,Gary Trent Jr.,Gary,1610612761,TOR,22.0,29,17,12,0.586,91.0,0.155,0.156,0.185,0.278,0.239,0.127,0.111,0.1,0.108,0.106,0.053,0.0,0.167,0.0,0.0,0.136,0.122,0.166,46,26,349,109,70,194,210,164,109,135,189,228,223,303,322,278,1,174,180,1,156,237,188
Players,1630223,Jalen Harris,Jalen,1610612761,TOR,22.0,3,0,3,0.0,1.0,0.333,0.0,0.333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,405,109,405,431,31,355,42,245,8,295,304,263,360,374,291,1,238,180,1,1,319,368
Players,203920,Khem Birch,Khem,1610612761,TOR,28.0,14,3,11,0.214,39.0,0.074,0.048,0.086,0.0,0.0,0.0,0.0,0.444,0.115,0.2,0.071,0.143,0.143,0.0,0.2,0.31,0.048,0.028,205,284,332,385,190,374,344,347,245,320,295,304,44,292,175,258,269,190,180,308,380,310,367
Players,200768,Kyle Lowry,Kyle,1610612761,TOR,35.0,23,4,19,0.174,66.0,0.277,0.34,0.293,0.368,0.309,0.233,0.275,0.1,0.207,0.179,0.267,0.235,0.429,0.0,0.091,0.135,0.367,0.322,104,259,441,395,120,59,47,71,55,82,108,87,223,175,214,108,353,44,180,268,154,34,54
Players,1630201,Malachi Flynn,Malachi,1610612761,TOR,23.0,8,3,5,0.375,22.0,0.273,0.2,0.317,0.25,0.438,0.273,0.267,0.0,0.136,0.125,0.429,0.0,0.0,0.0,0.0,0.056,0.222,0.222,286,284,171,314,270,61,139,56,119,22,86,92,263,278,295,40,1,238,180,1,91,110,116
