TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612738,Boston Celtics,BOS,24,24,0.331,249,684,0.364,0.431,0.179,157,370,0.424,0.152,92,314,0.293
1610612742,Dallas Mavericks,DAL,18,18,0.31,189,455,0.415,0.48,0.188,130,276,0.471,0.122,59,179,0.33
1610612744,Golden State Warriors,GSW,22,22,0.24,149,452,0.33,0.42,0.122,67,229,0.293,0.119,82,223,0.368
1610612748,Miami Heat,MIA,18,18,0.29,154,406,0.379,0.453,0.155,94,217,0.433,0.135,60,189,0.317
1610612756,Phoenix Suns,PHX,13,13,0.318,141,342,0.412,0.488,0.19,89,204,0.436,0.128,52,138,0.377
1610612755,Philadelphia 76ers,PHI,12,12,0.319,111,324,0.343,0.383,0.21,85,213,0.399,0.109,26,111,0.234
1610612749,Milwaukee Bucks,MIL,12,12,0.291,108,304,0.355,0.416,0.173,71,180,0.394,0.119,37,124,0.298
1610612763,Memphis Grizzlies,MEM,12,12,0.26,91,270,0.337,0.422,0.12,45,125,0.36,0.14,46,145,0.317
1610612740,New Orleans Pelicans,NOP,6,6,0.336,78,167,0.467,0.53,0.217,57,108,0.528,0.119,21,59,0.356
1610612762,Utah Jazz,UTA,6,6,0.316,50,153,0.327,0.399,0.151,28,73,0.384,0.165,22,80,0.275
1610612761,Toronto Raptors,TOR,6,6,0.303,58,142,0.408,0.5,0.16,32,75,0.427,0.143,26,67,0.388
1610612737,Atlanta Hawks,ATL,5,5,0.29,43,124,0.347,0.415,0.159,26,68,0.382,0.131,17,56,0.304
1610612743,Denver Nuggets,DEN,5,5,0.275,49,112,0.438,0.558,0.135,22,55,0.4,0.14,27,57,0.474
1610612750,Minnesota Timberwolves,MIN,6,6,0.206,35,109,0.321,0.404,0.116,17,61,0.279,0.091,18,48,0.375
1610612741,Chicago Bulls,CHI,5,5,0.237,31,102,0.304,0.348,0.144,22,62,0.355,0.093,9,40,0.225
1610612751,Brooklyn Nets,BKN,4,4,0.228,32,77,0.416,0.5,0.107,19,36,0.528,0.122,13,41,0.317
