player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
203932,Aaron Gordon,Aaron,1610612753,ORL,21.0,80,29,51,0.363,28.7,105.4,107.2,107.2,108.2,110.4,110.4,-2.8,-3.1,-3.1,0.097,1.69,12.5,0.048,0.124,0.086,0.07400000000000001,0.07400000000000001,0.499,0.53,0.197,0.2,99.71,97.91,81.59,97.91,0.088,4680,393,865,4.9,10.8,0.454,38,215,463,378,106,200,157,157,340,405,405,291,305,305,258,189,291,166,241,213,80,80,256,269,163,165,150,256,256,213,67,67,88,89,200
1626148,Anthony Brown,Anthony,1610612753,ORL,24.0,11,3,8,0.273,14.5,102.0,100.0,100.0,100.7,100.3,100.3,1.3,-0.3,-0.3,0.08,1.33,12.5,0.045,0.147,0.095,0.094,0.094,0.43,0.43,0.152,0.158,94.67,95.83,79.86,95.83,0.058,320,18,50,1.6,4.5,0.36,442,447,54,443,339,363,396,396,50,48,48,152,210,210,321,274,292,186,174,187,186,184,421,448,337,325,433,407,407,400,420,418,352,309,432
202620,Arinze Onuaku,Arinze,1610612753,ORL,29.0,8,3,5,0.375,3.5,83.0,80.4,80.4,114.5,105.3,105.3,-31.5,-24.9,-24.9,0.143,1.0,25.0,0.065,0.167,0.109,0.25,0.25,0.5,0.5,0.097,0.103,90.3,95.72,79.76,95.72,0.049,56,2,4,0.3,0.5,0.5,450,447,41,361,472,479,479,479,464,178,178,480,475,475,172,342,73,126,126,144,481,481,244,369,473,472,480,414,414,436,467,476,474,483,102
202687,Bismack Biyombo,Bismack,1610612753,ORL,24.0,81,29,52,0.358,22.1,98.8,100.3,100.3,108.2,108.9,108.9,-9.4,-8.6,-8.6,0.065,0.78,12.1,0.083,0.227,0.153,0.155,0.155,0.528,0.546,0.134,0.135,96.82,95.79,79.83,95.79,0.087,3561,179,339,2.2,4.2,0.528,18,215,470,384,200,419,391,391,339,362,362,422,407,407,374,404,301,77,35,48,446,446,159,208,404,409,356,409,409,224,224,257,289,327,70
201228,C.J. Watson,C.J.,1610612753,ORL,33.0,62,20,42,0.323,16.3,97.5,98.5,98.5,107.5,107.0,107.0,-9.9,-8.5,-8.5,0.174,2.43,26.1,0.015,0.075,0.043,0.10800000000000001,0.107,0.452,0.507,0.139,0.142,98.51,98.23,81.86,98.23,0.063,2067,96,248,1.5,4.0,0.387,244,307,402,409,300,433,415,415,303,254,254,428,404,404,132,61,61,392,430,442,271,270,389,344,390,389,218,229,229,376,314,296,361,344,390
203912,C.J. Wilcox,C.J.,1610612753,ORL,26.0,22,8,14,0.364,4.9,96.0,95.5,95.5,109.1,104.1,104.1,-13.1,-8.6,-8.6,0.174,2.0,24.0,0.03,0.081,0.052,0.12,0.12,0.306,0.329,0.143,0.149,96.43,98.91,82.43,98.91,0.022,223,8,31,0.4,1.4,0.258,403,408,102,376,466,442,440,440,378,128,128,449,405,405,129,121,88,248,411,393,347,349,467,469,366,360,380,179,179,466,444,431,470,461,467
201571,D.J. Augustin,D.J.,1610612753,ORL,29.0,78,29,49,0.372,19.7,94.6,95.5,95.5,109.6,110.1,110.1,-15.1,-14.6,-14.6,0.237,2.32,23.7,0.009,0.067,0.037,0.102,0.10099999999999999,0.469,0.524,0.194,0.199,97.39,96.65,80.55,96.65,0.08,3101,195,517,2.5,6.6,0.377,69,215,458,367,237,456,438,438,395,402,402,455,454,454,66,74,95,444,454,469,242,240,357,292,172,171,315,361,361,275,203,166,246,206,404
204014,Damjan Rudez,Damjan,1610612753,ORL,31.0,45,12,33,0.267,7.0,94.8,95.0,95.0,112.1,107.2,107.2,-17.4,-12.2,-12.2,0.101,2.22,17.1,0.014,0.071,0.04,0.077,0.077,0.466,0.466,0.134,0.138,96.25,98.28,81.9,98.28,0.036,643,31,88,0.7,2.0,0.352,329,383,305,448,451,452,446,446,440,266,266,462,442,442,244,86,189,393,443,453,95,96,364,417,403,401,388,224,224,455,399,389,448,438,442
203901,Elfrid Payton,Elfrid,1610612753,ORL,23.0,82,29,53,0.354,29.4,104.7,106.6,106.6,107.5,109.2,109.2,-2.7,-2.6,-2.6,0.329,2.97,30.9,0.035,0.12,0.077,0.10400000000000001,0.10400000000000001,0.493,0.52,0.211,0.213,100.25,98.58,82.15,98.58,0.117,4945,430,912,5.2,11.1,0.471,1,215,472,385,93,231,173,173,306,375,375,289,287,287,21,25,29,223,256,253,256,255,271,304,123,129,116,200,200,89,47,55,77,83,151
203095,Evan Fournier,Evan,1610612753,ORL,24.0,68,23,45,0.338,32.8,102.2,104.4,104.4,107.1,108.8,108.8,-4.9,-4.4,-4.4,0.144,1.43,14.6,0.019,0.072,0.045,0.102,0.10099999999999999,0.508,0.555,0.229,0.233,99.6,97.78,81.48,97.78,0.085,4552,408,930,6.0,13.7,0.439,192,287,431,390,47,355,255,255,286,351,351,344,336,336,168,254,234,346,439,431,238,235,226,176,81,85,156,267,267,243,59,51,56,50,257
201145,Jeff Green,Jeff,1610612753,ORL,30.0,69,26,43,0.377,22.2,97.5,98.5,98.5,106.6,107.8,107.8,-9.1,-9.2,-9.2,0.089,1.08,10.3,0.023,0.109,0.065,0.096,0.095,0.442,0.505,0.2,0.204,98.84,97.82,81.51,97.82,0.077,3122,220,558,3.2,8.1,0.394,183,253,413,359,199,432,414,414,264,301,301,416,412,412,288,326,353,289,294,302,197,193,409,356,152,149,199,261,261,296,179,146,190,157,374
201975,Jodie Meeks,Jodie,1610612753,ORL,29.0,36,14,22,0.389,20.5,104.9,105.9,105.9,110.4,111.7,111.7,-5.4,-5.8,-5.8,0.089,1.25,12.2,0.007,0.1,0.052,0.098,0.09699999999999999,0.512,0.567,0.192,0.196,100.24,99.17,82.64,99.17,0.081,1518,103,256,2.9,7.1,0.402,359,371,183,341,222,221,195,195,410,431,431,357,365,365,286,293,298,459,336,389,209,211,211,142,185,185,117,165,165,267,303,292,219,187,350
