group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,1628978,Donte DiVincenzo,Donte,1610612752,NYK,27.0,25,16,9,0.64,2.7,102.9,97.4,97.4,107.3,101.4,101.4,-4.5,-4.1,-4.1,0.054,0.5,5.6,0.032,0.143,0.079,11.1,11.3,0.423,0.457,0.18,0.193,97.75,103.36,86.14,103.36,0.057,151,8,26,0.3,1.0,0.308,119,56,288,101,232,284,301,301,189,160,160,252,249,249,273,207,294,220,137,205,336,344,262,295,149,144,276,201,201,281,137,101,205,122,309,NYK
Players,1628404,Josh Hart,Josh,1610612752,NYK,29.0,26,14,12,0.538,3.0,118.9,113.9,113.9,99.4,97.5,97.5,19.4,16.4,16.4,0.102,2.0,21.4,0.081,0.228,0.146,10.7,10.6,0.75,0.752,0.101,0.111,99.01,102.2,85.17,102.2,0.163,173,9,14,0.3,0.5,0.643,111,85,337,171,196,154,161,161,104,109,109,92,100,100,200,75,105,95,50,64,335,334,42,50,328,323,240,232,232,66,124,161,181,269,51,NYK
Players,1628384,OG Anunoby,OG,1610612752,NYK,26.0,23,11,12,0.478,3.2,121.1,115.9,115.9,128.6,123.3,123.3,-7.4,-7.3,-7.3,0.077,4.0,19.0,0.039,0.05,0.045,4.8,4.7,0.5,0.591,0.092,0.099,98.48,102.81,85.68,102.81,0.046,157,5,13,0.2,0.6,0.385,132,138,337,250,150,131,139,139,394,400,400,279,274,274,234,23,130,197,332,324,230,230,159,147,342,340,257,218,218,298,175,167,271,263,242,NYK
Players,1628392,Isaiah Hartenstein,Isaiah,1610612752,NYK,26.0,24,13,11,0.542,2.3,125.8,121.5,121.5,109.4,101.8,101.8,16.3,19.7,19.7,0.063,0.0,27.3,0.111,0.074,0.095,0.0,0.0,0.625,0.625,0.05,0.054,98.82,104.03,86.69,104.03,0.059,130,5,8,0.2,0.3,0.625,127,99,324,170,289,89,89,89,216,163,163,111,79,79,262,228,72,51,288,152,1,1,85,117,401,404,245,185,185,279,175,211,274,341,52,NYK
Players,1630540,Miles McBride,Miles,1610612752,NYK,23.0,11,5,6,0.455,2.7,100.5,98.3,98.3,121.5,118.5,118.5,-20.9,-20.2,-20.2,0.111,2.0,16.7,0.023,0.0,0.014,8.3,7.8,0.389,0.455,0.125,0.146,91.02,93.18,77.65,93.18,0.056,60,3,9,0.3,0.8,0.333,253,240,218,272,236,306,294,294,341,363,363,355,357,357,177,75,158,246,355,376,292,284,286,298,266,237,412,428,428,282,216,198,228,188,278,NYK
Players,1629011,Mitchell Robinson,Mitchell,1610612752,NYK,26.0,9,5,4,0.556,3.6,126.6,114.9,114.9,105.7,106.3,106.3,20.8,8.6,8.6,0.0,0.0,0.0,0.211,0.185,0.2,9.1,9.8,0.333,0.491,0.138,0.139,92.59,96.91,80.76,96.91,0.085,67,1,3,0.1,0.3,0.333,265,240,164,157,94,82,146,146,163,223,223,82,151,151,308,228,308,5,81,15,303,320,309,275,232,253,391,365,365,203,290,299,332,341,278,NYK
Players,1630579,Jericho Sims,Jericho,1610612752,NYK,25.0,1,0,1,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.92,58.38,48.65,58.38,0.0,1,0,0,0.0,0.0,0.0,420,422,29,422,398,439,439,439,1,1,1,213,206,206,308,228,308,298,355,379,1,1,355,367,412,413,464,469,469,357,355,399,355,399,355,NYK
Players,1628973,Jalen Brunson,Jalen,1610612752,NYK,27.0,30,15,15,0.5,3.4,122.8,117.7,117.7,104.1,100.5,100.5,18.6,17.3,17.3,0.37,3.33,15.9,0.016,0.087,0.047,4.8,4.7,0.459,0.523,0.375,0.407,100.82,104.82,87.35,104.82,0.189,231,36,85,1.2,2.8,0.424,60,69,399,200,119,117,123,123,146,152,152,95,94,94,18,38,172,274,262,321,230,229,236,217,10,11,190,170,170,52,7,5,14,5,206,NYK
Players,1630173,Precious Achiuwa,Precious,1610612752,NYK,24.0,20,7,13,0.35,2.1,115.3,103.2,103.2,107.6,106.5,106.5,7.7,-3.3,-3.3,0.0,0.0,0.0,0.157,0.184,0.17,12.5,12.7,0.5,0.509,0.138,0.152,99.41,105.59,87.99,105.59,0.101,95,6,12,0.3,0.6,0.5,157,200,365,349,318,176,251,251,192,226,226,154,243,243,308,228,308,24,82,35,362,369,159,235,230,227,229,161,161,169,165,176,210,242,103,NYK
Players,203944,Julius Randle,Julius,1610612752,NYK,29.0,18,9,9,0.5,2.9,129.0,124.2,124.2,109.2,101.8,101.8,19.7,22.4,22.4,0.212,7.0,14.9,0.044,0.259,0.139,2.1,2.2,0.621,0.644,0.272,0.275,102.98,108.6,90.5,108.6,0.239,124,16,29,0.9,1.6,0.552,173,167,288,200,211,69,66,66,214,163,163,90,68,68,82,5,183,177,28,70,203,204,93,108,59,67,136,126,126,25,57,84,35,62,85,NYK
Players,202711,Bojan Bogdanović,Bojan,1610612752,NYK,35.0,17,5,12,0.294,3.0,117.2,107.8,107.8,156.9,146.3,146.3,-39.8,-38.5,-38.5,0.077,0.0,4.9,0.051,0.162,0.094,0.0,0.0,0.365,0.37,0.322,0.354,90.24,97.4,81.17,97.4,0.007,102,11,37,0.6,2.2,0.297,187,240,337,375,191,168,203,203,447,449,449,406,411,411,234,228,297,155,108,157,1,1,304,329,39,31,417,359,359,351,94,61,80,21,316,NYK
Players,202692,Alec Burks,Alec,1610612752,NYK,32.0,18,5,13,0.278,3.2,108.0,102.6,102.6,144.8,136.0,136.0,-36.8,-33.4,-33.4,0.081,0.0,10.7,0.015,0.063,0.035,0.0,0.0,0.348,0.391,0.181,0.19,95.96,101.62,84.68,101.62,0.019,117,6,23,0.3,1.3,0.261,173,240,365,379,155,241,258,258,437,444,444,399,398,398,226,228,241,275,317,348,1,1,307,319,145,152,320,247,247,337,165,115,184,92,328,NYK
Players,1629003,Shake Milton,Shake,1610612752,NYK,27.0,2,1,1,0.5,0.5,106.4,66.7,66.7,100.0,100.0,100.0,6.4,-33.3,-33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.49,154.29,128.57,154.29,0.0,3,0,0,0.0,0.0,0.0,393,359,29,200,438,258,412,412,110,122,122,164,394,394,308,228,308,298,355,379,1,1,355,367,412,413,30,32,32,357,355,399,355,399,355,NYK
Players,1629610,DaQuan Jeffries,DaQuan,1610612752,NYK,26.0,1,0,1,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,-200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.09,1252.17,1043.48,1252.18,0.0,1,0,0,0.0,0.0,0.0,420,422,29,422,459,439,439,439,461,463,463,463,464,464,308,228,308,298,355,379,1,1,355,367,412,413,9,8,8,357,355,399,355,399,355,NYK
