GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,201582,Alexis Ajinca,Alexis,1610612740,NOP,28.0,6,2,4,0.333,9.0,0.222,0.333,0.273,0.0,0.167,0.0,0.0,0.0,0.667,0.667,0.0,0.25,0.333,0.0,0.0,0.25,0.0,0.2,312,326,127,330,333,91,38,72,209,187,299,312,270,6,4,287,347,52,200,1,299,326,147
Players,202087,Alonzo Gee,Alonzo,1610612740,NOP,29.0,27,15,12,0.556,51.0,0.07,0.081,0.059,0.0,0.045,0.029,0.045,0.2,0.161,0.167,0.115,0.214,0.0,0.0,0.0,0.182,0.031,0.059,131,109,264,142,190,356,292,363,209,262,291,296,146,224,215,207,320,237,200,1,204,319,339
Players,203076,Anthony Davis,Anthony,1610612740,NOP,23.0,31,15,16,0.484,120.0,0.257,0.365,0.292,0.227,0.176,0.283,0.311,0.526,0.392,0.418,0.036,0.1,0.105,0.583,0.3,0.157,0.329,0.327,100,109,324,232,72,61,31,57,117,177,78,65,31,24,26,278,209,210,31,361,165,53,43
Players,1626214,Bryce Dejean-Jones,Bryce,1610612740,NOP,23.0,3,1,2,0.333,3.0,0.091,0.0,0.0,0.0,0.0,0.5,0.333,0.0,1.0,0.25,0.5,0.0,1.0,0.0,0.0,0.333,0.333,0.222,357,362,75,330,383,317,342,379,209,275,16,50,270,1,116,22,1,1,200,1,376,44,120
Players,201967,Dante Cunningham,Dante,1610612740,NOP,29.0,30,13,17,0.433,84.0,0.118,0.146,0.164,0.231,0.24,0.0,0.0,0.333,0.103,0.143,0.067,0.087,0.091,0.167,0.25,0.279,0.0,0.105,107,129,341,266,129,272,219,196,114,130,299,312,84,315,252,262,198,215,142,327,342,326,273
Players,201569,Eric Gordon,Eric,1610612740,NOP,27.0,27,9,18,0.333,96.0,0.161,0.18,0.175,0.294,0.262,0.197,0.195,0.0,0.083,0.068,0.088,0.1,0.25,0.1,0.25,0.136,0.169,0.195,131,182,361,330,109,179,180,181,79,112,136,146,270,332,352,242,209,105,174,327,123,175,152
Players,203516,James Ennis III,James,1610612740,NOP,25.0,2,1,1,0.5,7.0,0.067,0.0,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.333,0.056,374,362,31,188,349,361,342,308,209,275,131,139,270,356,370,287,1,237,200,430,299,44,342
Players,202706,Jordan Hamilton,Jordan,1610612740,NOP,25.0,3,1,2,0.333,11.0,0.238,0.2,0.25,0.5,0.429,0.5,0.5,1.0,0.333,0.5,0.25,0.0,0.5,0.0,0.0,0.333,0.25,0.313,357,362,75,330,322,77,146,90,21,27,16,12,1,41,8,102,1,15,200,1,376,90,47
Players,201950,Jrue Holiday,Jrue,1610612740,NOP,26.0,38,17,21,0.447,146.0,0.32,0.316,0.305,0.269,0.236,0.291,0.273,0.0,0.158,0.127,0.475,0.535,0.333,0.0,0.214,0.182,0.294,0.305,38,88,402,257,37,28,57,45,95,134,71,84,270,228,273,38,433,52,200,317,204,68,50
Players,2570,Kendrick Perkins,Kendrick,1610612740,NOP,31.0,4,2,2,0.5,10.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.0,0.5,0.0,1.0,0.0,0.333,0.0,0.0,339,326,75,188,327,381,342,379,209,275,299,312,270,249,252,287,423,237,1,1,376,326,359
