close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
203991,Clint Capela,1610612745,HOU,C,23.0,65,65,0.84,353,681,0.518,0.513,0.005
201935,James Harden,1610612745,HOU,G,27.0,81,81,0.593,339,632,0.536,0.502,0.034
201583,Ryan Anderson,1610612745,HOU,F,29.0,72,72,0.768,300,575,0.522,0.503,0.018
2403,Nene,1610612745,HOU,C-F,34.0,67,67,0.802,253,473,0.535,0.502,0.032
2772,Trevor Ariza,1610612745,HOU,F,32.0,80,80,0.617,239,453,0.528,0.505,0.022
201976,Patrick Beverley,1610612745,HOU,G,28.0,67,67,0.578,243,435,0.559,0.497,0.062
1626149,Montrezl Harrell,1610612745,HOU,F,23.0,57,56,0.747,218,428,0.509,0.51,0.0
1626155,Sam Dekker,1610612745,HOU,F,23.0,77,75,0.672,185,383,0.483,0.499,-0.016
201569,Eric Gordon,1610612745,HOU,G,28.0,75,75,0.569,181,381,0.475,0.494,-0.019
101150,Lou Williams,1610612745,HOU,G,30.0,81,77,0.607,170,323,0.526,0.491,0.035
1627786,Troy Williams,1610612745,HOU,F,22.0,25,24,0.556,45,104,0.433,0.494,-0.061
1627778,Chinanu Onuaku,1610612745,HOU,F-C,20.0,5,5,0.846,12,22,0.545,0.525,0.021
201628,Bobby Brown,1610612745,HOU,G,32.0,13,7,0.485,10,16,0.625,0.498,0.127
1627787,Kyle Wiltjer,1610612745,HOU,F,24.0,11,10,0.7,7,14,0.5,0.485,0.015
1627819,Isaiah Taylor,1610612745,HOU,G,22.0,4,4,0.733,4,11,0.364,0.45,-0.087
