season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2021-22,1630688,Ish Wainright,Ish,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,4.983333333333333,4,5,5,4,0,0,0,4,1,0,0,0,17.8,1,931,931,931,1588,204,71,71,582,1,1,1,215,176,1,1,1250,910,1,4:59,2021,2022
2021-22,1629661,Cameron Johnson,Cameron,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,20.0,0,5,0,2,0,0,3,16,0,1,3,2,21.0,1,931,931,931,1068,775,71,608,840,1,1,649,806,543,1308,1212,552,782,1,20:00,2021,2022
2021-22,203901,Elfrid Payton,Elfrid,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,5.283333333333333,2,0,0,2,0,0,0,4,0,0,0,0,5.0,1,931,931,931,1569,444,683,608,840,1,1,1,215,543,1,1,1250,1464,1,5:17,2021,2022
2021-22,1628470,Torrey Craig,Torrey,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,4.15,0,2,0,2,0,0,3,2,0,1,0,0,4.6,1,931,931,931,1642,775,381,608,840,1,1,649,132,543,1308,1,1250,1476,1,4:09,2021,2022
2021-22,201580,JaVale McGee,JaVale,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,16.15,0,2,0,6,0,0,3,14,1,1,0,2,20.7,1,931,931,931,1191,775,381,608,384,1,1,649,666,176,1308,1,552,793,1,16:09,2021,2022
2021-22,101108,Chris Paul,Chris,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,31.316666666666663,0,0,0,6,15,0,3,26,0,1,3,3,20.2,1,931,931,931,594,775,683,608,384,1628,1,649,1260,543,1308,1212,381,818,1,31:19,2021,2022
2021-22,1629028,Deandre Ayton,Deandre,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,17.45,2,0,0,4,9,0,0,10,0,0,3,2,13.8,1,931,931,931,1148,444,683,608,582,1172,1,1,502,543,1,1212,552,1058,1,17:27,2021,2022
2021-22,202687,Bismack Biyombo,Bismack,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,11.65,0,0,0,0,6,0,0,14,1,0,2,2,12.4,1,931,931,931,1371,775,683,608,1223,850,1,1,666,176,1,823,552,1119,1,11:39,2021,2022
2021-22,1626166,Cameron Payne,Cameron,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,12.633333333333333,0,0,0,2,0,0,0,10,0,0,2,0,12.3,1,931,931,931,1331,775,683,608,840,1,1,1,502,543,1,823,1250,1125,1,12:38,2021,2022
2021-22,1629013,Landry Shamet,Landry,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,13.65,0,0,0,0,0,0,3,14,0,0,1,0,12.2,1,931,931,931,1290,775,683,608,1223,1,1,649,666,543,1,458,1250,1128,1,13:39,2021,2022
2021-22,1628988,Aaron Holiday,Aaron,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,5.283333333333333,3,3,0,0,0,0,0,4,1,0,0,0,16.5,1,931,931,931,1569,309,229,608,1223,1,1,1,215,176,1,1,1250,954,1,5:17,2021,2022
2021-22,1628969,Mikal Bridges,Mikal,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,33.3,2,2,2,4,15,0,0,26,0,0,1,1,9.9,1,931,931,931,491,444,381,324,582,1628,1,1,1260,543,1,458,809,1241,1,33:18,2021,2022
2021-22,203109,Jae Crowder,Jae,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,27.166666666666668,0,0,0,0,15,0,0,24,0,1,0,0,10.8,1,931,931,931,781,775,683,608,1223,1628,1,1,1162,543,1308,1,1250,1194,1,27:10,2021,2022
2021-22,1626164,Devin Booker,Devin,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,36.98333333333333,0,4,2,6,15,0,0,32,0,1,3,5,16.6,1,931,931,931,327,775,125,324,384,1628,1,1,1484,543,1308,1212,180,952,1,36:59,2021,2022
2021-22,1626164,Devin Booker,Devin,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,39.0,4,3,6,8,27,8,17,30,1,1,4,8,31.1,1,931,931,931,229,204,229,42,256,1878,1270,1834,1416,176,1308,1529,47,447,1,39:00,2021,2022
2021-22,203109,Jae Crowder,Jae,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,28.6,0,0,0,0,17,5,9,26,0,0,5,3,13.4,1,931,931,931,715,775,683,608,1223,1720,900,1466,1260,543,1,1741,381,1071,1,28:36,2021,2022
2021-22,1629028,Deandre Ayton,Deandre,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,30.35,2,6,0,20,21,8,11,28,0,1,3,3,33.7,1,931,931,931,631,444,37,608,13,1815,1270,1601,1340,543,1308,1212,381,371,1,30:21,2021,2022
2021-22,1626166,Cameron Payne,Cameron,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,4.016666666666667,0,0,0,0,2,0,0,2,0,0,2,1,0.2,1,931,931,931,1647,775,683,608,1223,330,1,1,132,543,1,823,809,1735,1,4:01,2021,2022
2021-22,1629013,Landry Shamet,Landry,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,17.366666666666667,0,0,0,2,8,0,8,8,0,0,2,1,6.6,1,931,931,931,1150,775,683,608,840,1072,1,1365,409,543,1,823,809,1377,1,17:22,2021,2022
2021-22,1628969,Mikal Bridges,Mikal,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,30.9,0,0,0,2,18,8,14,24,1,0,1,1,21.5,1,931,931,931,601,775,683,608,840,1754,1270,1746,1162,176,1,458,809,762,1,30:54,2021,2022
2021-22,202687,Bismack Biyombo,Bismack,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,14.433333333333334,0,0,0,4,8,0,8,6,0,1,2,0,7.6,1,931,931,931,1255,775,683,608,582,1072,1,1365,320,543,1308,823,1250,1337,1,14:26,2021,2022
2021-22,1628470,Torrey Craig,Torrey,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,15.333333333333334,0,2,2,6,11,0,5,8,0,0,2,0,10.8,1,931,931,931,1222,775,381,324,384,1360,1,1007,409,543,1,823,1250,1194,1,15:20,2021,2022
2021-22,1629661,Cameron Johnson,Cameron,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,20.366666666666667,0,0,0,0,10,3,16,8,0,0,1,1,10.1,1,931,931,931,1054,775,683,608,1223,1276,620,1808,409,543,1,458,809,1231,1,20:22,2021,2022
2021-22,101108,Chris Paul,Chris,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,35.61666666666667,0,0,0,2,21,8,17,28,0,0,5,5,22.4,1,931,931,931,384,775,683,608,840,1815,1270,1834,1340,543,1,1741,180,722,1,35:37,2021,2022
2021-22,1630688,Ish Wainright,Ish,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,4.016666666666667,0,0,0,0,2,0,0,2,0,1,0,0,2.6,1,931,931,931,1647,775,683,608,1223,330,1,1,132,543,1308,1,1250,1603,1,4:01,2021,2022
2021-22,1629028,Deandre Ayton,Deandre,1610612756,PHX,Phoenix Suns,42100225,2022-05-10T00:00:00,PHX vs. DAL,W,22.23333333333333,4,4,0,14,3,2,3,8,0,0,3,1,32.8,1,1,1,1,967,204,125,608,65,504,404,649,409,543,1,1212,809,396,1,22:14,2021,2022
2021-22,101108,Chris Paul,Chris,1610612756,PHX,Phoenix Suns,42100225,2022-05-10T00:00:00,PHX vs. DAL,W,34.71666666666667,0,0,0,0,17,2,10,16,0,0,2,4,23.4,1,1,1,1,437,775,683,608,1223,1720,404,1538,806,543,1,823,259,688,1,34:43,2021,2022
2021-22,203109,Jae Crowder,Jae,1610612756,PHX,Phoenix Suns,42100225,2022-05-10T00:00:00,PHX vs. DAL,W,26.516666666666666,0,0,0,0,12,2,8,12,0,0,6,2,12.0,1,1,1,1,798,775,683,608,1223,1440,404,1365,576,543,1,1857,552,1142,1,26:31,2021,2022
