season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2021-22,203109,Jae Crowder,Jae,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,27.166666666666668,2,9,0.222,1,6,0.167,0,0,0.0,0,4,4,0,2,1,0,1,0,0,5,-37,10.8,0,0,12.0,1,931,931,931,781,971,618,1386,544,306,904,918,960,918,865,476,666,1245,308,300,543,1308,1,1250,1082,1884,1194,144,3,1096,1,27:10,2021,2022
2021-22,1628969,Mikal Bridges,Mikal,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,33.3,3,11,0.273,0,3,0.0,0,0,0.0,0,2,2,1,0,0,0,0,1,1,6,-40,9.9,0,0,9.0,1,931,931,931,491,769,492,1302,960,737,960,918,960,918,865,891,1060,861,1061,808,543,1,458,809,988,1889,1241,144,3,1230,1,33:18,2021,2022
2021-22,1628988,Aaron Holiday,Aaron,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,5.283333333333333,2,5,0.4,2,3,0.667,0,0,0.0,0,0,0,1,0,2,1,0,0,0,6,11,16.5,0,0,15.0,1,931,931,931,1569,971,1031,973,320,737,137,918,960,918,865,1540,1609,861,1061,96,176,1,1,1250,988,284,954,144,3,972,1,5:17,2021,2022
2021-22,1629661,Cameron Johnson,Cameron,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,20.0,3,6,0.5,2,4,0.5,4,4,1.0,2,3,5,2,0,0,0,1,3,2,12,-15,21.0,0,0,21.0,1,931,931,931,1068,769,891,565,320,576,278,215,292,1,194,658,504,605,1061,808,543,1308,1212,552,588,1708,782,144,3,739,1,20:00,2021,2022
2021-22,1629013,Landry Shamet,Landry,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,13.65,3,5,0.6,3,4,0.75,0,0,0.0,0,1,1,2,1,0,0,0,1,0,9,-6,12.2,0,0,15.0,1,931,931,931,1290,769,1031,380,179,576,111,918,960,918,865,1174,1300,605,602,808,543,1,458,1250,792,1328,1128,144,3,972,1,13:39,2021,2022
2021-22,1628470,Torrey Craig,Torrey,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,4.15,1,3,0.333,0,1,0.0,0,0,0.0,1,2,3,0,1,0,0,1,0,0,2,-2,4.6,0,0,5.0,1,931,931,931,1642,1186,1255,1120,960,1120,960,918,960,918,401,891,852,1245,602,808,543,1308,1,1250,1363,1026,1476,144,3,1417,1,4:09,2021,2022
2021-22,1629028,Deandre Ayton,Deandre,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,17.45,2,5,0.4,0,0,0.0,1,4,0.25,1,3,4,2,2,1,0,0,3,2,5,-23,13.8,0,0,13.0,1,931,931,931,1148,971,1031,973,960,1385,960,689,292,906,401,658,666,605,308,300,543,1,1212,552,1082,1831,1058,144,3,1059,1,17:27,2021,2022
2021-22,1626166,Cameron Payne,Cameron,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,12.633333333333333,2,7,0.286,1,3,0.333,0,0,0.0,2,2,4,3,2,0,0,0,2,0,5,8,12.3,0,0,13.0,1,931,931,931,1331,971,781,1273,544,737,573,918,960,918,194,891,666,426,308,808,543,1,823,1250,1082,396,1125,144,3,1059,1,12:38,2021,2022
2021-22,101108,Chris Paul,Chris,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,31.316666666666663,4,8,0.5,1,3,0.333,1,2,0.5,0,1,1,4,0,1,0,1,3,3,10,-39,20.2,0,0,18.0,1,931,931,931,594,602,686,565,544,737,573,689,541,743,865,1174,1300,288,1061,300,543,1308,1212,381,713,1888,818,144,3,852,1,31:19,2021,2022
2021-22,1630688,Ish Wainright,Ish,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,4.983333333333333,4,5,0.8,2,2,1.0,0,0,0.0,2,2,4,0,0,0,1,0,0,0,10,11,17.8,0,0,18.0,1,931,931,931,1588,602,1031,155,320,918,1,918,960,918,194,891,666,1245,1061,808,176,1,1,1250,713,284,910,144,3,852,1,4:59,2021,2022
2021-22,202687,Bismack Biyombo,Bismack,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,11.65,0,0,0.0,0,0,0.0,1,2,0.5,2,0,2,2,0,1,1,0,2,2,1,-10,12.4,0,0,9.0,1,931,931,931,1371,1479,1696,1479,960,1385,960,689,541,743,194,1540,1060,605,1061,300,176,1,823,552,1520,1542,1119,144,3,1230,1,11:39,2021,2022
2021-22,201580,JaVale McGee,JaVale,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,16.15,3,7,0.429,0,1,0.0,0,0,0.0,4,2,6,1,0,1,1,1,0,2,6,7,20.7,0,0,17.0,1,931,931,931,1191,769,781,905,960,1120,960,918,960,918,45,891,366,861,1061,300,176,1308,1,552,988,430,793,144,3,898,1,16:09,2021,2022
2021-22,203901,Elfrid Payton,Elfrid,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,5.283333333333333,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,2,11,5.0,0,0,4.0,1,931,931,931,1569,1186,1375,565,960,1385,960,918,960,918,865,1540,1609,605,1061,808,543,1,1,1250,1363,284,1464,144,3,1487,1,5:17,2021,2022
2021-22,1626164,Devin Booker,Devin,1610612756,PHX,Phoenix Suns,42100227,2022-05-15T00:00:00,PHX vs. DAL,L,36.98333333333333,3,14,0.214,0,4,0.0,5,6,0.833,1,2,3,2,4,1,0,1,3,5,11,-41,16.6,0,0,18.0,1,931,931,931,327,769,324,1395,960,576,960,161,167,490,401,891,852,605,75,300,543,1308,1212,180,652,1890,952,144,3,852,1,36:59,2021,2022
2021-22,1628470,Torrey Craig,Torrey,1610612756,PHX,Phoenix Suns,42100226,2022-05-12T00:00:00,PHX @ DAL,L,15.333333333333334,3,6,0.5,0,2,0.0,0,0,0.0,1,3,4,0,0,0,0,0,2,0,6,-6,10.8,0,0,10.0,1,931,931,931,1222,769,891,565,960,918,960,918,960,918,401,658,666,1245,1061,808,543,1,823,1250,988,1328,1194,144,3,1190,1,15:20,2021,2022
