season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
22015,203507,Giannis Antetokounmpo,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.773,80,0.204,1.224,0.679,0.241,0.14,0.217,0.045,0.626,0.682,3.6,4.4,1.6,2.4,0.8
22015,203953,Jabari Parker,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.745,76,0.182,1.212,0.667,0.163,0.113,0.153,0.03,0.626,0.667,2.7,3.2,1.3,2.0,0.7
22015,203114,Khris Middleton,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.797,79,0.136,1.245,0.612,0.168,0.153,0.138,0.031,0.566,0.68,2.5,3.1,1.1,1.8,0.7
22015,203487,Michael Carter-Williams,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.463,54,0.133,1.087,0.623,0.183,0.192,0.154,0.038,0.558,0.63,1.9,2.1,0.8,1.3,0.5
22015,201573,Jerryd Bayless,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.36,52,0.156,1.047,0.409,0.118,0.129,0.106,0.024,0.412,0.545,1.6,1.7,0.5,1.3,0.8
22015,202328,Greg Monroe,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.785,79,0.054,1.231,0.654,0.154,0.092,0.169,0.062,0.6,0.654,0.8,1.0,0.4,0.7,0.2
22015,201564,O.J. Mayo,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.215,41,0.178,0.959,0.439,0.041,0.178,0.041,0.0,0.384,0.561,1.8,1.7,0.6,1.4,0.8
22015,1626173,Rashad Vaughn,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.165,70,0.196,0.915,0.389,0.017,0.085,0.017,0.017,0.356,0.5,0.8,0.8,0.3,0.8,0.5
22015,203898,Tyler Ennis,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.122,46,0.15,0.865,0.536,0.027,0.216,0.0,0.0,0.432,0.554,0.8,0.7,0.3,0.6,0.3
22015,203089,John Henson,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.343,57,0.062,1.04,0.588,0.24,0.08,0.24,0.0,0.56,0.588,0.4,0.5,0.2,0.3,0.1
22015,203101,Miles Plumlee,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.914,61,0.056,1.353,0.769,0.118,0.118,0.118,0.0,0.706,0.769,0.3,0.4,0.2,0.2,0.0
22015,203948,Johnny O'Bryant III,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.804,66,0.063,1.25,0.769,0.063,0.125,0.125,0.063,0.625,0.769,0.2,0.3,0.2,0.2,0.0
22015,202349,Greivis Vasquez,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.019,23,0.09,0.588,0.273,0.176,0.294,0.176,0.118,0.235,0.273,0.7,0.4,0.1,0.5,0.3
