close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
2546,Carmelo Anthony,1610612752,NYK,F,32.0,71,67,0.418,1.08,3.55,0.306,0.352,-0.046
201167,Arron Afflalo,1610612752,NYK,G,30.0,71,68,0.344,1.1,3.07,0.358,0.356,0.002
101181,Jose Calderon,1610612752,NYK,G,34.0,72,63,0.295,0.96,2.89,0.332,0.349,-0.018
204001,Kristaps Porziņģis,1610612752,NYK,F-C,20.0,72,61,0.202,0.83,2.74,0.305,0.353,-0.049
204038,Langston Galloway,1610612752,NYK,G,24.0,82,76,0.297,0.93,2.72,0.341,0.351,-0.01
202682,Derrick Williams,1610612752,NYK,F,25.0,77,67,0.396,0.77,2.34,0.328,0.348,-0.021
1626170,Jerian Grant,1610612752,NYK,G,23.0,72,54,0.351,0.76,2.07,0.369,0.351,0.019
202498,Lance Thomas,1610612752,NYK,F,28.0,56,44,0.299,0.59,1.86,0.317,0.346,-0.029
203921,Cleanthony Early,1610612752,NYK,F,25.0,11,7,0.365,0.55,1.73,0.316,0.352,-0.036
2756,Sasha Vujacic,1610612752,NYK,G,32.0,53,36,0.301,0.64,1.64,0.391,0.364,0.027
203100,Tony Wroten,1610612752,NYK,G,23.0,8,6,0.4,0.88,1.5,0.583,0.357,0.227
201577,Robin Lopez,1610612752,NYK,C,28.0,82,46,0.086,0.43,1.12,0.38,0.342,0.039
202338,Kevin Seraphin,1610612752,NYK,F-C,26.0,46,22,0.163,0.33,0.87,0.375,0.362,0.013
203124,Kyle O'Quinn,1610612752,NYK,F-C,26.0,61,28,0.123,0.31,0.79,0.396,0.348,0.047
200811,Lou Amundson,1610612752,NYK,F,33.0,28,13,0.207,0.29,0.64,0.444,0.35,0.095
