close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201167,Arron Afflalo,1610612752,NYK,G,30.0,71,71,0.637,2.1,5.69,0.369,0.372,-0.003
204001,Kristaps Porziņģis,1610612752,NYK,F-C,20.0,72,70,0.405,1.89,5.5,0.343,0.375,-0.032
101181,Jose Calderon,1610612752,NYK,G,34.0,72,71,0.523,1.76,5.11,0.345,0.365,-0.02
2546,Carmelo Anthony,1610612752,NYK,F,32.0,71,70,0.59,1.65,5.01,0.329,0.365,-0.037
204038,Langston Galloway,1610612752,NYK,G,24.0,82,80,0.527,1.76,4.82,0.365,0.371,-0.006
201577,Robin Lopez,1610612752,NYK,C,28.0,82,72,0.281,1.73,3.67,0.472,0.379,0.093
202682,Derrick Williams,1610612752,NYK,F,25.0,77,74,0.612,1.22,3.61,0.338,0.361,-0.023
202498,Lance Thomas,1610612752,NYK,F,28.0,56,53,0.534,1.18,3.32,0.355,0.363,-0.009
1626170,Jerian Grant,1610612752,NYK,G,23.0,72,67,0.559,1.17,3.29,0.354,0.364,-0.009
2756,Sasha Vujacic,1610612752,NYK,G,32.0,53,47,0.554,1.19,3.02,0.394,0.375,0.019
203921,Cleanthony Early,1610612752,NYK,F,25.0,11,8,0.615,1.36,2.91,0.469,0.369,0.1
203100,Tony Wroten,1610612752,NYK,G,23.0,8,8,0.633,1.25,2.38,0.526,0.367,0.16
203124,Kyle O'Quinn,1610612752,NYK,F-C,26.0,61,50,0.292,0.74,1.87,0.395,0.378,0.016
202338,Kevin Seraphin,1610612752,NYK,F-C,26.0,46,30,0.309,0.72,1.65,0.434,0.378,0.057
200811,Lou Amundson,1610612752,NYK,F,33.0,28,19,0.368,0.36,1.14,0.313,0.386,-0.073
