season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2018-19,1610612761,TOR,Toronto Raptors,41800406,2019-06-13,TOR @ GSW,W,48.0,39,82,0.476,13,33,0.394,23,29,0.793,11,28,39,25,12.0,8,2,6,23,23,114,4.0,1,1,1,1,9,65,116,48,46,75,46,43,43,78,56,142,134,48,50,51,132,109,95,51,50,66,1,2018,2019,False,GSW,TOR,JUN
2018-19,1610612761,TOR,Toronto Raptors,41800405,2019-06-10,TOR vs. GSW,L,48.0,38,85,0.447,8,32,0.25,21,27,0.778,13,30,43,19,13.0,6,5,7,19,22,105,-1.0,1,83,83,83,9,78,93,81,130,85,140,64,54,85,26,128,90,121,63,88,57,128,25,71,88,83,1,2018,2019,True,TOR,GSW,JUN
2018-19,1610612761,TOR,Toronto Raptors,41800404,2019-06-07,TOR @ GSW,W,48.0,36,86,0.419,10,32,0.313,23,24,0.958,7,32,39,22,11.0,12,4,6,21,23,105,13.0,1,1,1,1,9,103,81,106,103,85,111,43,82,1,121,103,134,84,36,7,84,109,48,51,88,31,1,2018,2019,False,GSW,TOR,JUN
2018-19,1610612761,TOR,Toronto Raptors,41800403,2019-06-05,TOR @ GSW,W,48.0,43,82,0.524,17,38,0.447,20,21,0.952,5,35,40,30,16.0,9,10,3,22,21,123,14.0,1,1,1,1,9,26,116,12,6,37,12,73,116,4,157,70,126,15,114,29,9,34,69,97,15,29,1,2018,2019,False,GSW,TOR,JUN
2018-19,1610612761,TOR,Toronto Raptors,41800402,2019-06-02,TOR vs. GSW,L,48.0,35,94,0.372,11,38,0.289,23,26,0.885,15,34,49,17,15.0,8,2,5,22,26,104,-5.0,1,83,83,83,9,117,24,147,79,37,129,43,63,28,16,80,38,145,104,51,132,82,69,20,94,100,1,2018,2019,True,TOR,GSW,JUN
2018-19,1610612761,TOR,Toronto Raptors,41800401,2019-05-30,TOR vs. GSW,W,48.0,39,77,0.506,13,33,0.394,27,32,0.844,7,29,36,25,10.0,6,6,2,26,27,118,9.0,1,1,1,1,9,65,150,21,46,75,46,14,18,50,121,135,150,48,25,88,38,11,137,12,33,41,1,2018,2019,True,TOR,GSW,MAY
2018-19,1610612761,TOR,Toronto Raptors,41800306,2019-05-25,TOR vs. MIL,W,48.0,36,74,0.486,12,27,0.444,16,22,0.727,6,32,38,20,11.0,7,4,7,24,22,100,6.0,1,1,1,1,9,103,162,37,61,131,13,117,108,116,146,103,139,109,36,72,84,128,115,71,116,53,1,2018,2019,True,TOR,MIL,MAY
2018-19,1610612761,TOR,Toronto Raptors,41800305,2019-05-23,TOR @ MIL,W,48.0,31,84,0.369,18,43,0.419,25,31,0.806,10,35,45,19,6.0,6,4,2,16,22,105,6.0,1,1,1,1,9,150,102,153,3,11,34,21,25,68,70,70,68,121,3,88,84,11,4,71,88,53,1,2018,2019,False,MIL,TOR,MAY
2018-19,1610612761,TOR,Toronto Raptors,41800304,2019-05-21,TOR vs. MIL,W,48.0,41,87,0.471,14,41,0.341,24,27,0.889,10,34,44,32,11.0,9,5,7,23,22,120,18.0,1,1,1,1,9,47,76,53,36,19,88,30,54,23,70,80,82,6,36,29,57,128,95,71,26,22,1,2018,2019,True,TOR,MIL,MAY
2018-19,1610612761,TOR,Toronto Raptors,41800303,2019-05-19,TOR vs. MIL,W,58.0,40,102,0.392,17,45,0.378,21,26,0.808,8,47,55,28,17.0,11,10,5,30,30,118,6.0,1,1,1,1,3,56,3,134,6,6,65,64,63,66,101,5,12,25,129,11,9,82,156,6,33,53,1,2018,2019,True,TOR,MIL,MAY
2018-19,1610612761,TOR,Toronto Raptors,41800302,2019-05-17,TOR @ MIL,L,48.0,37,87,0.425,10,32,0.313,19,25,0.76,6,34,40,19,14.0,3,6,4,30,26,103,-22.0,1,83,83,83,9,91,76,97,103,85,111,85,76,98,146,80,126,121,87,151,38,54,156,20,103,151,1,2018,2019,False,MIL,TOR,MAY
2018-19,1610612761,TOR,Toronto Raptors,41800301,2019-05-15,TOR @ MIL,L,48.0,34,92,0.37,15,42,0.357,17,20,0.85,8,38,46,17,12.0,9,4,11,21,16,100,-8.0,1,83,83,83,9,130,36,152,18,13,74,102,124,46,101,38,61,145,50,29,84,157,48,156,116,116,1,2018,2019,False,MIL,TOR,MAY
2018-19,1610612761,TOR,Toronto Raptors,41800217,2019-05-12,TOR vs. PHI,W,48.0,34,89,0.382,7,30,0.233,17,19,0.895,16,33,49,15,10.0,10,4,7,22,21,92,2.0,1,1,1,1,9,130,54,141,140,104,148,102,133,20,8,92,38,157,25,17,84,128,69,97,146,80,1,2018,2019,True,TOR,PHI,MAY
2018-19,1610612761,TOR,Toronto Raptors,41800216,2019-05-09,TOR @ PHI,L,48.0,35,81,0.432,9,36,0.25,22,29,0.759,9,25,34,25,12.0,9,4,3,24,22,101,-11.0,1,83,83,83,9,117,124,92,119,51,140,53,43,100,87,159,158,48,50,29,84,34,115,71,110,127,1,2018,2019,False,PHI,TOR,MAY
