group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,204456,T.J. McConnell,T.J.,1610612754,IND,32.0,10,5,5,0.5,13.0,0.167,0.214,0.231,0.0,0.0,0.0,0.0,0.0,0.167,0.143,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.154,259,240,196,200,311,169,120,104,222,324,272,280,298,222,283,140,1,254,218,1,1,310,205,IND
Players,1641716,Jarace Walker,Jarace,1610612754,IND,20.0,2,1,1,0.5,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,393,359,29,200,403,331,355,399,222,324,272,280,298,355,379,308,463,254,218,1,1,310,367,IND
Players,1631097,Bennedict Mathurin,Bennedict,1610612754,IND,22.0,13,8,5,0.615,28.0,0.186,0.065,0.175,0.143,0.313,0.444,0.357,0.25,0.176,0.2,0.077,0.167,0.667,0.2,0.2,0.091,0.25,0.115,229,181,196,116,236,136,334,177,176,71,25,47,127,209,186,278,299,18,136,319,123,97,274,IND
Players,1630169,Tyrese Haliburton,Tyrese,1610612754,IND,24.0,28,13,15,0.464,96.0,0.3,0.349,0.337,0.444,0.385,0.347,0.31,0.111,0.17,0.155,0.628,0.167,0.167,0.0,0.364,0.098,0.304,0.359,87,99,399,261,74,44,42,33,32,31,51,64,236,217,270,10,299,177,218,414,130,79,39,IND
Players,1630543,Isaiah Jackson,Isaiah,1610612754,IND,22.0,4,2,2,0.5,9.0,0.158,0.0,0.154,0.0,0.0,0.5,0.5,0.0,0.429,0.375,0.0,0.0,0.0,1.0,0.5,0.2,0.667,0.053,341,315,98,200,344,183,355,219,222,324,12,13,298,29,46,308,1,254,1,437,255,4,350,IND
Players,1629614,Andrew Nembhard,Andrew,1610612754,IND,24.0,27,12,15,0.444,80.0,0.13,0.115,0.122,0.0,0.082,0.143,0.115,0.0,0.146,0.104,0.367,0.25,0.167,0.0,0.077,0.132,0.098,0.111,102,121,399,285,109,253,276,288,222,291,175,216,298,261,328,49,358,177,218,263,167,265,279,IND
Players,1641767,Ben Sheppard,Ben,1610612754,IND,22.0,7,3,4,0.429,17.0,0.091,0.154,0.129,0.25,0.25,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.4,0.0,0.0,0.214,0.2,0.135,294,288,164,304,286,343,212,280,103,109,272,280,298,88,120,308,1,55,218,1,284,141,236,IND
Players,1630188,Jalen Smith,Jalen,1610612754,IND,24.0,9,6,3,0.667,9.0,0.24,0.444,0.263,1.0,0.5,0.286,0.3,0.333,0.429,0.4,0.0,0.0,0.333,0.0,0.0,0.25,0.125,0.423,265,221,132,70,342,80,16,80,1,7,75,66,82,29,35,308,1,68,218,1,323,227,15,IND
Players,1630174,Aaron Nesmith,Aaron,1610612754,IND,24.0,29,13,16,0.448,98.0,0.162,0.131,0.158,0.038,0.137,0.286,0.279,0.227,0.143,0.167,0.044,0.095,0.077,0.333,0.467,0.352,0.28,0.152,72,99,411,280,69,175,256,211,220,234,75,83,147,264,244,302,235,246,76,434,421,88,209,IND
Players,1626167,Myles Turner,Myles,1610612754,IND,28.0,29,13,16,0.448,90.0,0.179,0.175,0.172,0.269,0.195,0.149,0.164,0.2,0.224,0.219,0.075,0.294,0.214,0.3,0.154,0.265,0.178,0.18,72,99,411,280,94,150,181,181,91,170,173,166,159,155,160,282,391,150,92,300,351,167,162,IND
Players,1630167,Obi Toppin,Obi,1610612754,IND,26.0,18,8,10,0.444,32.0,0.115,0.097,0.106,0.0,0.111,0.111,0.19,0.222,0.35,0.31,0.154,0.133,0.0,0.25,0.167,0.136,0.211,0.092,173,181,303,285,229,294,303,323,222,268,206,140,148,57,77,199,274,254,110,303,171,133,309,IND
Players,203926,Doug McDermott,Doug,1610612754,IND,32.0,8,1,7,0.125,7.0,0.125,0.0,0.091,0.0,0.125,0.0,0.0,0.0,0.5,0.4,0.667,0.5,0.0,0.0,0.0,0.143,0.0,0.0,278,359,243,419,361,266,355,346,222,247,272,280,298,9,35,5,444,254,218,1,179,310,367,IND
Players,1627783,Pascal Siakam,Pascal,1610612754,IND,30.0,44,15,29,0.341,148.0,0.207,0.271,0.213,0.188,0.098,0.108,0.147,0.313,0.183,0.213,0.149,0.364,0.118,0.091,0.174,0.286,0.108,0.228,1,69,469,352,7,110,81,128,148,281,212,183,106,206,173,205,425,225,204,313,369,257,105,IND
