group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,204456,T.J. McConnell,T.J.,1610612754,IND,32.0,10,5,5,0.5,1.3,120.4,118.2,118.2,128.5,133.3,133.3,-8.1,-15.2,-15.2,0.091,0.0,14.3,0.0,0.071,0.036,0.0,0.0,0.5,0.5,0.167,0.18,118.69,117.55,97.96,117.55,0.085,33,3,6,0.3,0.6,0.5,259,240,196,200,391,139,117,117,393,432,432,286,326,326,212,228,184,298,293,344,1,1,159,246,169,170,43,73,73,199,216,235,210,242,103,IND
Players,1641716,Jarace Walker,Jarace,1610612754,IND,20.0,2,1,1,0.5,1.8,130.4,120.0,120.0,154.6,133.3,133.3,-24.2,-13.3,-13.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.1,0.109,111.06,124.42,103.68,124.42,-0.051,10,0,0,0.0,0.0,0.0,393,359,29,200,350,61,102,102,444,432,432,369,315,315,308,228,308,298,355,379,464,464,355,367,331,330,59,53,53,430,355,399,355,399,355,IND
Players,1631097,Bennedict Mathurin,Bennedict,1610612754,IND,22.0,13,8,5,0.615,2.2,127.5,132.2,132.2,109.5,112.9,112.9,18.0,19.3,19.3,0.034,1.0,7.1,0.067,0.111,0.088,7.1,7.0,0.25,0.369,0.186,0.191,106.14,102.68,85.57,102.68,0.042,59,2,10,0.2,0.8,0.2,229,181,196,116,312,77,34,34,219,298,298,102,85,85,297,144,279,117,203,173,274,270,336,330,136,149,94,224,224,308,252,190,309,198,343,IND
Players,1630169,Tyrese Haliburton,Tyrese,1610612754,IND,24.0,28,13,15,0.464,3.4,123.7,121.6,121.6,119.7,118.4,118.4,4.0,3.2,3.2,0.482,6.75,28.1,0.022,0.106,0.063,4.2,4.2,0.632,0.685,0.3,0.315,101.08,102.53,85.44,102.53,0.23,204,30,57,1.1,2.0,0.526,87,99,399,261,107,110,88,88,322,362,362,183,187,187,9,9,67,248,217,265,223,223,81,80,44,47,181,229,229,27,18,27,18,30,98,IND
Players,1630543,Isaiah Jackson,Isaiah,1610612754,IND,22.0,4,2,2,0.5,2.2,120.6,105.6,105.6,91.6,94.7,94.7,28.9,10.8,10.8,0.0,0.0,0.0,0.0,0.231,0.15,0.0,0.0,0.0,0.174,0.158,0.172,94.54,98.81,82.34,98.81,0.02,18,0,2,0.0,0.5,0.0,341,315,98,200,301,136,228,228,75,95,95,51,136,136,308,228,308,298,48,59,1,1,355,363,183,177,361,314,314,336,355,330,355,276,355,IND
Players,1629614,Andrew Nembhard,Andrew,1610612754,IND,24.0,27,12,15,0.444,3.0,110.5,112.5,112.5,120.9,117.7,117.7,-10.4,-5.2,-5.2,0.204,2.2,30.6,0.0,0.085,0.042,13.9,14.0,0.412,0.509,0.13,0.135,101.43,102.03,85.03,102.03,0.061,160,7,17,0.3,0.6,0.412,102,121,399,285,202,214,171,171,337,351,351,298,256,256,91,72,54,298,263,330,377,383,274,234,253,265,167,238,238,272,152,145,240,233,214,IND
Players,1641767,Ben Sheppard,Ben,1610612754,IND,22.0,7,3,4,0.429,2.5,94.2,92.5,92.5,110.0,102.3,102.3,-15.8,-9.8,-9.8,0.0,0.0,0.0,0.0,0.13,0.065,0.0,0.0,0.625,0.625,0.091,0.097,110.18,115.4,96.16,115.4,0.102,40,2,4,0.3,0.6,0.5,294,288,164,304,265,346,333,333,222,170,170,335,293,293,308,228,308,298,163,257,1,1,85,117,343,347,62,78,78,166,252,273,217,254,103,IND
Players,1630188,Jalen Smith,Jalen,1610612754,IND,24.0,9,6,3,0.667,1.0,121.5,118.2,118.2,98.7,80.8,80.8,22.8,37.4,37.4,0.0,0.0,0.0,0.091,0.176,0.143,0.0,0.0,0.9,0.87,0.24,0.259,109.38,123.01,102.51,123.01,0.411,22,4,5,0.4,0.6,0.8,265,221,132,70,407,126,117,117,99,55,55,76,32,32,308,228,308,72,89,66,1,1,24,25,80,76,66,55,55,8,191,253,141,265,23,IND
Players,1630174,Aaron Nesmith,Aaron,1610612754,IND,24.0,29,13,16,0.448,3.4,119.8,123.4,123.4,122.1,121.5,121.5,-2.3,1.8,1.8,0.027,1.0,5.0,0.05,0.09,0.068,5.0,5.1,0.411,0.521,0.162,0.167,100.57,99.36,82.8,99.36,0.027,197,11,28,0.4,1.0,0.393,72,99,411,280,118,144,73,73,349,388,388,242,194,194,301,144,296,162,257,244,235,235,275,219,175,184,202,301,301,326,94,90,163,157,234,IND
Players,1626167,Myles Turner,Myles,1610612754,IND,28.0,29,13,16,0.448,3.1,123.2,124.6,124.6,119.9,117.9,117.9,3.3,6.7,6.7,0.045,0.6,7.3,0.033,0.147,0.084,12.2,12.5,0.625,0.657,0.179,0.181,101.35,101.6,84.66,101.6,0.072,187,14,28,0.5,1.0,0.5,72,99,411,280,168,114,63,63,324,355,355,190,161,161,284,202,277,215,133,187,358,366,85,96,150,169,172,248,248,247,68,90,122,157,103,IND
