close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
203486,Mason Plumlee,1610612757,POR,C-F,26.0,11,11,0.606,44,77,0.571,0.647,-0.076
202329,Al-Farouq Aminu,1610612757,POR,F,25.0,11,11,0.312,24,48,0.5,0.632,-0.132
202334,Ed Davis,1610612757,POR,F-C,27.0,11,10,0.46,25,40,0.625,0.618,0.007
203468,CJ McCollum,1610612757,POR,G,24.0,11,10,0.185,25,35,0.714,0.624,0.09
203081,Damian Lillard,1610612757,POR,G,25.0,11,10,0.192,17,25,0.68,0.624,0.056
203090,Maurice Harkless,1610612757,POR,F,23.0,11,10,0.216,14,21,0.667,0.636,0.03
203459,Allen Crabbe,1610612757,POR,G,24.0,11,8,0.152,12,14,0.857,0.655,0.202
201945,Gerald Henderson,1610612757,POR,G,28.0,11,7,0.231,5,12,0.417,0.633,-0.216
2549,Chris Kaman,1610612757,POR,C,34.0,4,3,0.583,6,7,0.857,0.67,0.187
203148,Brian Roberts,1610612757,POR,G,30.0,6,3,0.444,3,4,0.75,0.605,0.146
1626242,Luis Montero,1610612757,POR,G,23.0,3,1,0.333,1,1,1.0,0.533,0.467
