season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
22018,201933,Blake Griffin,1610612765,DET,Detroit Pistons,Misc,Offensive,0.789,75,0.07,0.711,0.45,0.266,0.438,0.031,0.016,0.359,0.00525,1.7,1.2,0.2,0.5,0.3
22018,202704,Reggie Jackson,1610612765,DET,Detroit Pistons,Misc,Offensive,0.875,82,0.057,0.792,0.28,0.306,0.347,0.0,0.0,0.403,0.0032,0.9,0.7,0.1,0.3,0.2
22018,203083,Andre Drummond,1610612765,DET,Detroit Pistons,Misc,Offensive,0.305,79,0.088,0.416,0.3,0.216,0.528,0.024,0.008,0.24,0.00318,1.6,0.7,0.1,0.4,0.3
22018,2585,Zaza Pachulia,1610612765,DET,Detroit Pistons,Misc,Offensive,0.183,68,0.197,0.344,0.31,0.148,0.656,0.016,0.016,0.18,0.00308,0.9,0.3,0.1,0.2,0.1
22018,1626169,Stanley Johnson,1610612765,DET,Detroit Pistons,Misc,Offensive,0.721,48,0.047,0.65,0.45,0.1,0.4,0.05,0.05,0.3,0.005,0.4,0.3,0.1,0.2,0.1
22018,1628379,Luke Kennard,1610612765,DET,Detroit Pistons,Misc,Offensive,0.513,63,0.04,0.542,0.12,0.333,0.333,0.0,0.0,0.333,0.00125,0.4,0.2,0.0,0.1,0.1
22018,203493,Reggie Bullock Jr.,1610612765,DET,Detroit Pistons,Misc,Offensive,0.574,44,0.041,0.571,0.25,0.238,0.571,0.0,0.0,0.286,0.00375,0.5,0.3,0.0,0.1,0.1
22018,204038,Langston Galloway,1610612765,DET,Detroit Pistons,Misc,Offensive,0.645,80,0.028,0.611,0.0,0.389,0.333,0.0,0.0,0.389,0.0,0.2,0.1,0.0,0.1,0.1
22018,202720,Jon Leuer,1610612765,DET,Detroit Pistons,Misc,Offensive,0.534,38,0.124,0.556,0.75,0.167,0.667,0.056,0.056,0.278,0.0075,0.5,0.3,0.1,0.1,0.0
22018,1628971,Bruce Brown,1610612765,DET,Detroit Pistons,Misc,Offensive,0.345,74,0.065,0.44,0.3,0.08,0.52,0.0,0.0,0.2,0.004,0.3,0.1,0.0,0.1,0.1
22018,201961,Wayne Ellington,1610612765,DET,Detroit Pistons,Misc,Offensive,0.404,28,0.054,0.471,0.0,0.294,0.529,0.0,0.0,0.294,0.0,0.6,0.3,0.0,0.1,0.1
22018,202397,Ish Smith,1610612765,DET,Detroit Pistons,Misc,Offensive,0.073,56,0.048,0.214,0.06,0.071,0.357,0.0,0.0,0.107,0.00063,0.5,0.1,0.0,0.3,0.3
