GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,101187,Alan Anderson,Alan,1610612764,WAS,33.0,1,0,1,0.0,47.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,9.1,9.1,0.0,0.0,0.0,0.0,9.1,0.0,0.0,18.2,24.5,0,0,18.2,404,408,363,408,206,342,271,342,209,275,209,299,312,299,270,85,160,24,282,237,200,206,75,326,359,98,307,190,13,342
Players,203078,Bradley Beal,Bradley,1610612764,WAS,23.0,25,12,13,0.48,44.2,10.1,21.2,0.476,3.5,8.6,0.412,6.1,9.1,0.667,0.5,3.5,4.0,2.5,2.0,2.5,0.0,0.5,7.6,5.6,29.8,-5.6,44.0,0,0,44.9,151,144,140,237,310,58,78,128,38,71,66,126,116,211,261,303,323,167,146,45,200,187,118,138,64,261,132,190,13,100
Players,201971,DeJuan Blair,DeJuan,1610612764,WAS,27.0,2,1,1,0.5,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0.0,374,362,363,188,424,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,4,400,190,13,400
Players,2400,Drew Gooden,Drew,1610612764,WAS,34.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,408,363,408,427,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,206,400,190,13,400
Players,202066,Garrett Temple,Garrett,1610612764,WAS,30.0,22,11,11,0.5,39.5,2.4,9.6,0.25,0.0,4.8,0.0,5.6,6.4,0.875,0.0,5.6,5.6,2.4,2.4,2.4,0.8,0.0,7.2,5.6,10.4,6.4,27.9,0,0,24.8,182,157,174,188,375,298,262,298,209,167,209,142,176,96,270,201,269,174,124,48,149,206,126,137,276,160,276,190,13,295
Players,202390,Gary Neal,Gary,1610612764,WAS,31.0,11,6,5,0.545,38.5,7.5,20.8,0.364,3.8,11.3,0.333,5.7,5.7,1.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,3.8,1.9,24.5,-13.2,33.6,0,0,35.8,269,235,264,152,382,112,83,224,31,29,88,141,194,1,270,132,210,287,282,237,200,206,305,285,99,299,225,190,13,180
Players,201581,JJ Hickson,JJ,1610612764,WAS,27.0,5,3,2,0.6,49.6,11.5,19.2,0.6,0.0,0.0,0.0,15.4,19.2,0.8,0.0,11.5,11.5,3.8,3.8,0.0,0.0,0.0,11.5,11.5,38.5,-3.8,54.2,2,0,53.8,329,293,329,103,88,39,107,59,209,275,209,21,21,144,270,41,98,104,62,237,200,206,40,27,27,247,63,103,13,53
Players,201162,Jared Dudley,Jared,1610612764,WAS,30.0,23,10,13,0.435,41.0,4.1,11.6,0.35,1.7,7.6,0.231,2.3,3.5,0.667,1.7,6.4,8.1,2.3,1.2,1.7,0.0,0.0,8.7,1.2,12.2,5.2,29.5,0,0,27.9,173,176,140,265,361,238,215,245,115,91,160,256,258,211,171,168,199,179,233,81,200,206,85,312,249,169,265,190,13,261
Players,202322,John Wall,John,1610612764,WAS,25.0,33,16,17,0.485,43.5,9.5,27.4,0.346,2.7,9.1,0.296,16.9,19.9,0.847,1.0,5.7,6.8,10.1,4.1,3.4,1.0,1.7,3.7,11.1,38.5,1.0,70.9,22,1,66.9,81,99,77,231,328,71,31,251,63,63,119,16,19,116,222,195,229,16,54,27,131,81,307,28,26,201,17,8,6,15
Players,1626162,Kelly Oubre Jr.,Kelly,1610612764,WAS,20.0,3,1,2,0.333,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,-350.0,0.0,0,0,0.0,357,362,329,330,403,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,4,326,359,435,400,190,13,400
Players,101162,Marcin Gortat,Marcin,1610612764,WAS,32.0,29,13,16,0.448,44.7,6.7,11.5,0.583,0.0,0.0,0.0,3.8,6.2,0.615,9.1,8.1,17.2,1.4,2.4,0.5,1.9,0.5,5.7,4.8,17.2,4.8,44.8,18,0,40.7,117,129,97,256,298,137,223,67,209,275,209,205,178,237,15,115,32,238,125,223,81,189,197,170,179,173,124,14,13,136
Players,201977,Marcus Thornton,Marcus,1610612764,WAS,29.0,16,8,8,0.5,45.4,7.9,20.8,0.381,4.0,13.9,0.286,4.0,5.0,0.8,0.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,23.8,-10.9,34.8,0,0,35.6,222,195,215,188,275,99,82,205,28,15,122,200,223,144,270,321,347,145,282,169,200,206,374,254,107,288,215,190,13,181
Players,202693,Markieff Morris,Markieff,1610612764,WAS,26.0,21,5,16,0.238,49.4,5.9,16.9,0.35,0.0,3.4,0.0,3.4,5.9,0.571,0.8,8.5,9.3,1.7,1.7,0.8,2.5,0.0,8.5,4.2,15.3,-28.0,37.5,2,0,33.1,188,252,97,393,104,165,124,245,209,207,209,221,186,249,230,103,153,212,181,185,57,206,90,196,204,357,184,103,13,210
Players,2403,Nene,ene,1610612764,WAS,33.0,10,3,7,0.3,46.4,6.6,8.2,0.8,0.0,0.0,0.0,6.6,9.8,0.667,1.6,4.9,6.6,1.6,0.0,1.6,0.0,0.0,9.8,4.9,19.7,-14.8,34.9,1,0,31.1,277,293,234,363,238,141,298,30,209,275,209,118,103,211,176,234,233,220,282,90,200,206,63,161,154,308,214,125,13,225
Players,203490,Otto Porter Jr.,Otto,1610612764,WAS,23.0,24,11,13,0.458,44.0,2.1,6.8,0.308,0.0,2.6,0.0,0.5,0.5,1.0,1.6,6.3,7.8,0.5,1.6,0.5,1.0,0.5,2.1,1.0,4.7,-4.7,18.0,2,0,16.1,163,157,140,248,312,307,321,278,209,223,209,296,309,1,180,170,203,279,194,218,128,180,366,315,352,251,346,103,13,359
Players,201196,Ramon Sessions,Ramon,1610612764,WAS,30.0,19,9,10,0.474,42.9,2.7,12.5,0.214,0.9,4.5,0.2,1.8,2.7,0.667,0.9,3.6,4.5,0.9,0.0,0.0,0.0,0.0,1.8,1.8,8.0,7.1,14.7,0,0,14.3,203,182,187,240,337,286,199,318,170,176,167,269,277,211,228,298,310,266,282,237,200,206,369,292,312,149,373,190,13,367
