GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,202687,Bismack Biyombo,Bismack,1610612761,TOR,23.0,35,25,10,0.714,46.8,0.7,3.0,0.7,3.0,9.7,8.2,3.7,26.9,1.5,0.7,9.0,3.0,29.6,70,11,238,53,215,227,128,165,258,152,94,120,344,100,279,355,252,263
Players,203998,Bruno Caboclo,Bruno,1610612761,TOR,20.0,1,1,0,1.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,362,1,1,388,234,237,175,303,1,1,1,399,200,1,1,326,400
Players,202709,Cory Joseph,Cory,1610612761,TOR,24.0,44,25,19,0.568,43.7,0.7,0.0,2.1,3.5,12.0,8.1,9.2,30.3,0.7,0.7,5.3,2.5,21.8,12,11,379,133,324,229,237,100,245,191,92,278,302,157,273,207,268,324
Players,201942,DeMar DeRozan,DeMar,1610612761,TOR,26.0,47,30,17,0.638,44.5,4.7,2.8,0.0,13.9,8.3,10.0,8.1,28.9,0.0,2.8,3.6,11.1,54.0,5,2,341,87,302,65,143,175,44,112,123,235,320,200,403,123,29,65
Players,201960,DeMarre Carroll,DeMarre,1610612761,TOR,29.0,15,7,8,0.467,40.0,0.0,1.9,0.0,0.0,17.8,9.3,8.4,35.5,0.9,0.0,7.5,3.7,23.0,233,215,204,244,371,234,183,175,303,332,109,251,209,135,1,315,209,320
Players,1626153,Delon Wright,Delon,1610612761,TOR,24.0,2,1,1,0.5,45.8,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.3,16.7,0.0,0.0,16.7,116.7,374,362,31,188,257,234,237,2,7,419,1,1,253,1,1,1,8,3
Players,201949,James Johnson,James,1610612761,TOR,29.0,6,2,4,0.333,43.6,0.0,0.0,0.0,11.8,0.0,41.2,0.0,58.8,11.8,5.9,5.9,5.9,86.5,312,326,127,330,326,234,237,175,66,1,425,1,28,3,426,245,125,7
Players,201574,Jason Thompson,Jason,1610612761,TOR,29.0,3,2,1,0.667,42.5,0.0,0.0,0.0,0.0,0.0,25.0,0.0,16.7,0.0,0.0,0.0,8.3,30.0,357,326,31,61,342,234,237,175,303,1,399,1,387,200,1,1,58,257
Players,202685,Jonas Valančiūnas,Jonas,1610612761,TOR,24.0,31,19,12,0.613,44.1,1.6,10.9,0.5,11.5,9.4,9.4,7.8,34.4,2.6,0.5,4.7,7.8,56.1,100,64,264,98,311,190,11,170,74,143,110,227,227,54,255,185,73,60
Players,200768,Kyle Lowry,Kyle,1610612761,TOR,30.0,47,31,16,0.66,44.8,2.5,1.4,3.3,9.4,8.8,9.9,8.0,28.7,0.3,2.2,10.5,9.7,48.8,5,1,324,76,296,150,204,60,103,127,122,234,323,195,380,385,42,99
Players,203512,Lucas Nogueira,Lucas,1610612761,TOR,23.0,4,2,2,0.5,47.4,0.0,0.0,0.0,13.3,0.0,20.0,13.3,0.0,0.0,0.0,6.7,0.0,29.3,339,326,75,188,176,234,237,175,52,1,371,370,399,200,1,290,326,267
Players,2449,Luis Scola,Luis,1610612761,TOR,36.0,18,8,10,0.444,27.5,0.0,9.1,0.0,6.1,4.5,3.0,10.6,15.2,0.0,3.0,7.6,3.0,32.4,211,195,238,258,409,234,20,175,174,81,69,321,392,200,408,318,248,236
Players,1626181,Norman Powell,Norman,1610612761,TOR,23.0,6,3,3,0.5,41.3,0.0,0.0,0.0,0.0,9.1,22.7,0.0,18.2,0.0,0.0,13.6,0.0,6.4,312,293,109,188,356,234,237,175,303,133,389,1,386,200,1,407,326,394
Players,202335,Patrick Patterson,Patrick,1610612761,TOR,27.0,35,23,12,0.657,46.7,1.8,1.4,1.4,1.8,6.9,10.6,8.8,25.8,0.5,0.0,5.5,0.5,26.2,70,19,264,77,219,180,203,129,282,93,150,262,352,180,1,221,325,288
Players,203082,Terrence Ross,Terrence,1610612761,TOR,25.0,21,14,7,0.667,43.8,4.2,2.1,0.0,4.2,2.1,3.2,4.2,23.2,2.1,1.1,3.2,4.2,33.7,188,119,188,61,321,75,169,175,226,74,70,125,370,68,310,106,197,222
