GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK
Players,1626171,Bobby Portis,Bobby,1610612741,CHI,22.0,1,1,0,1.0,3.5,108.7,111.1,111.1,29.1,28.6,28.6,79.6,82.5,82.5,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,111.43,110.88,92.4,110.88,1.667,9,0,0,0.0,0.0,0.0,105,62,1,1,43,82,69,69,7,7,7,7,10,10,55,26,55,40,3,4,1,1,76,92,102,103,27,36,36,1,76,90,76,90,76
Players,2548,Dwyane Wade,Dwyane,1610612741,CHI,35.0,1,1,0,1.0,3.6,108.7,111.1,111.1,50.8,50.0,50.0,57.9,61.1,61.1,0.0,0.0,0.0,0.0,0.0,0.0,66.7,66.7,1.0,1.0,0.3,0.326,114.72,114.18,95.15,114.18,-0.444,9,1,1,1.0,1.0,1.0,105,62,1,1,39,82,69,69,10,10,10,17,17,17,55,26,55,40,74,86,133,133,8,19,24,21,24,31,31,136,43,69,11,36,1
Players,1626170,Jerian Grant,Jerian,1610612741,CHI,24.0,1,1,0,1.0,3.4,108.7,111.1,111.1,34.0,33.3,33.3,74.7,77.8,77.8,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,1.5,1.5,0.2,0.217,106.19,105.62,88.02,105.62,1.2,9,1,1,1.0,1.0,1.0,105,62,1,1,44,82,69,69,8,8,8,11,11,11,55,26,55,40,74,86,130,130,1,1,40,40,38,45,45,2,43,69,11,36,1
Players,202710,Jimmy Butler III,Jimmy,1610612741,CHI,27.0,1,1,0,1.0,3.6,108.7,111.1,111.1,50.8,50.0,50.0,57.9,61.1,61.1,0.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.4,0.409,114.72,114.18,95.15,114.18,0.667,9,0,2,0.0,2.0,0.0,105,62,1,1,39,82,69,69,10,10,10,17,17,17,2,26,27,40,74,86,1,1,76,59,12,13,24,31,31,3,76,50,76,13,76
Players,1627835,Paul Zipser,Paul,1610612741,CHI,23.0,1,1,0,1.0,0.2,0.0,0.0,0.0,100.0,100.0,100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.91,290.91,242.42,290.91,0.0,0,0,0,0.0,0.0,0.0,105,62,1,1,126,129,129,129,33,33,33,129,124,124,55,26,55,40,74,86,1,1,76,92,102,103,7,9,9,91,76,90,76,90,76
Players,200765,Rajon Rondo,Rajon,1610612741,CHI,31.0,1,1,0,1.0,0.2,0.0,0.0,0.0,100.0,100.0,100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.91,290.91,242.42,290.91,0.0,0,0,0,0.0,0.0,0.0,105,62,1,1,126,129,129,129,33,33,33,129,124,124,55,26,55,40,74,86,1,1,76,92,102,103,7,9,9,91,76,90,76,90,76
Players,201577,Robin Lopez,Robin,1610612741,CHI,29.0,1,1,0,1.0,3.5,108.7,111.1,111.1,58.1,57.1,57.1,50.6,54.0,54.0,0.0,0.0,0.0,0.0,0.333,0.2,0.0,0.0,0.0,1.136,0.1,0.048,109.69,109.14,90.95,109.14,0.364,9,0,0,0.0,0.0,0.0,105,62,1,1,41,82,69,69,12,13,13,20,22,22,55,26,55,40,7,12,1,1,76,8,80,98,28,40,40,10,76,90,76,90,76
