season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2018-19,1626179,Terry Rozier,Terry,1610612738,BOS,Boston Celtics,21801211,2019-04-09T00:00:00,BOS @ WAS,W,24.5,0.0,3.0,3.0,6.0,6.0,6.0,7.0,30.0,0.0,1.0,0.0,2.0,34.8,1,1,1,1,12327,12104,3193,3356,6409,9874,12741,14996,6802,8286,17177,1,7971,4448,1,24:27,2018,2019
2018-19,1626154,RJ Hunter,RJ,1610612738,BOS,Boston Celtics,21801211,2019-04-09T00:00:00,BOS @ WAS,W,25.7,5.0,0.0,2.0,2.0,0.0,9.0,0.0,14.0,0.0,1.0,3.0,1.0,28.1,1,1,1,1,11209,1566,10185,5306,13916,1,18799,1,18863,8286,17177,17131,12643,7561,1,25:41,2018,2019
2018-19,1627759,Jaylen Brown,Jaylen,1610612738,BOS,Boston Celtics,21801211,2019-04-09T00:00:00,BOS @ WAS,W,18.1,4.0,0.0,4.0,8.0,6.0,4.0,4.0,26.0,0.0,0.0,1.0,2.0,27.6,1,1,1,1,17762,2547,10185,2128,4159,9874,7911,8582,9580,8286,1,4829,7971,7836,1,18:03,2018,2019
2018-19,1629057,Robert Williams III,Robert,1610612738,BOS,Boston Celtics,21801211,2019-04-09T00:00:00,BOS @ WAS,W,29.1,0.0,0.0,0.0,0.0,4.0,9.0,2.0,20.0,3.0,0.0,6.0,0.0,27.7,1,1,1,1,8098,12104,10185,10121,19484,6158,18799,3835,14401,286,1,25785,18923,7769,1,29:07,2018,2019
2018-19,1627824,Guerschon Yabusele,Guerschon,1610612738,BOS,Boston Celtics,21801211,2019-04-09T00:00:00,BOS @ WAS,W,25.3,5.0,0.0,0.0,4.0,6.0,6.0,7.0,32.0,0.0,0.0,1.0,2.0,20.5,1,1,1,1,11559,1566,10185,10121,9626,9874,12741,14996,5512,8286,1,4829,7971,12319,1,25:17,2018,2019
2018-19,1628464,Daniel Theis,Daniel,1610612738,BOS,Boston Celtics,21801211,2019-04-09T00:00:00,BOS @ WAS,W,13.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,12.0,0.0,0.0,1.0,0.0,7.1,1,1,1,1,21241,12104,10185,10121,19484,1,7911,7073,20162,8286,1,4829,18923,21645,1,12:59,2018,2019
2018-19,1628400,Semi Ojeleye,Semi,1610612738,BOS,Boston Celtics,21801211,2019-04-09T00:00:00,BOS @ WAS,W,38.2,0.0,3.0,6.0,8.0,2.0,15.0,2.0,38.0,0.0,0.0,1.0,3.0,29.3,1,1,1,1,1058,12104,3193,752,4159,2593,24660,3835,2578,8286,1,4829,4876,6945,1,38:13,2018,2019
2018-19,1628408,PJ Dozier,PJ,1610612738,BOS,Boston Celtics,21801211,2019-04-09T00:00:00,BOS @ WAS,W,37.3,2.0,5.0,0.0,8.0,6.0,13.0,7.0,32.0,0.0,0.0,1.0,2.0,38.7,1,1,1,1,1470,6382,1161,10121,4159,9874,23474,14996,5512,8286,1,4829,7971,3167,1,37:20,2018,2019
2018-19,202954,Brad Wanamaker,Brad,1610612738,BOS,Boston Celtics,21801211,2019-04-09T00:00:00,BOS @ WAS,W,28.9,4.0,2.0,8.0,8.0,0.0,9.0,3.0,16.0,0.0,1.0,3.0,6.0,36.7,1,1,1,1,8316,2547,5025,285,4159,1,18799,7073,17480,8286,17177,17131,1031,3783,1,28:53,2018,2019
2018-19,1628369,Jayson Tatum,Jayson,1610612738,BOS,Boston Celtics,21801203,2019-04-07T00:00:00,BOS vs. ORL,L,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,10.0,0.0,1.0,0.0,0.0,1.2,1,13078,13078,13078,23961,12104,10185,10121,19484,2593,3276,1,21318,8286,17177,1,18923,24821,1,6:00,2018,2019
