season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2018-19,1610612740,NOP,New Orleans Pelicans,21801215,2019-04-09,NOP vs. GSW,L,48.0,44,99,0.444,9,33,0.273,6,10,0.6,7,35,42,29,10.0,9,1,3,15,17,103,-9.0,1,1231,1231,1231,135,610,189,1518,1643,972,2038,2408,2367,2311,1881,1101,1591,410,290,615,2316,393,151,1928,1796,1788,1,2018,2019,True,NOP,GSW,APR
2018-19,1610612740,NOP,New Orleans Pelicans,21801207,2019-04-07,NOP @ SAC,W,48.0,52,101,0.515,19,42,0.452,10,12,0.833,14,41,55,28,16.0,4,11,4,16,13,133,4.0,1,1,1,1,135,53,124,397,62,189,306,2177,2287,633,356,288,155,535,1614,2133,20,731,244,2382,93,977,1,2018,2019,False,SAC,NOP,APR
2018-19,1610612740,NOP,New Orleans Pelicans,21801189,2019-04-05,NOP @ PHX,L,53.0,49,101,0.485,8,23,0.348,20,27,0.741,15,38,53,28,15.0,4,4,11,21,18,126,-7.0,1,1231,1231,1231,21,142,124,760,1907,2180,1269,752,661,1500,239,610,267,535,1390,2133,1329,2409,1167,1725,278,1631,1,2018,2019,False,PHX,NOP,APR
2018-19,1610612740,NOP,New Orleans Pelicans,21801171,2019-04-03,NOP vs. CHA,L,48.0,40,85,0.471,15,41,0.366,14,17,0.824,7,41,48,25,19.0,7,4,5,27,15,109,-6.0,1,1231,1231,1231,135,1319,1733,1022,336,237,1069,1662,1894,741,1881,288,771,1018,2147,1203,1329,1133,2208,2218,1374,1566,1,2018,2019,True,NOP,CHA,APR
2018-19,1610612740,NOP,New Orleans Pelicans,21801147,2019-03-31,NOP vs. LAL,L,48.0,38,83,0.458,8,31,0.258,18,21,0.857,5,40,45,19,24.0,5,1,5,16,20,102,-28.0,1,1231,1231,1231,135,1678,1955,1272,1907,1256,2144,1059,1374,451,2251,366,1165,2083,2420,1855,2316,1133,244,1295,1857,2383,1,2018,2019,True,NOP,LAL,MAR
2018-19,1610612740,NOP,New Orleans Pelicans,21801128,2019-03-28,NOP vs. SAC,W,48.0,49,97,0.505,9,28,0.321,14,14,1.0,8,37,45,27,12.0,6,6,10,16,19,121,3.0,1,1,1,1,135,142,293,526,1643,1645,1582,1662,2157,1,1623,752,1165,696,636,1543,603,2350,244,1522,495,1039,1,2018,2019,True,NOP,SAC,MAR
2018-19,1610612740,NOP,New Orleans Pelicans,21801113,2019-03-26,NOP vs. ATL,L,48.0,39,83,0.47,12,34,0.353,30,40,0.75,8,37,45,28,24.0,10,6,4,23,26,120,-10.0,1,1231,1231,1231,135,1496,1955,1039,864,839,1212,67,41,1379,1623,752,1165,535,2420,409,603,731,1639,254,554,1865,1,2018,2019,True,NOP,ATL,MAR
2018-19,1610612740,NOP,New Orleans Pelicans,21801099,2019-03-24,NOP vs. HOU,L,48.0,38,92,0.413,7,28,0.25,7,10,0.7,15,29,44,26,15.0,9,3,5,9,16,90,-23.0,1,1231,1231,1231,135,1678,755,2020,2102,1645,2175,2377,2367,1842,239,2035,1283,858,1390,615,1731,1133,1,2086,2333,2304,1,2018,2019,True,NOP,HOU,MAR
2018-19,1610612740,NOP,New Orleans Pelicans,21801066,2019-03-20,NOP @ ORL,L,48.0,38,102,0.373,10,34,0.294,10,13,0.769,14,35,49,24,13.0,9,2,10,15,14,96,-23.0,1,1231,1231,1231,135,1678,97,2350,1372,839,1862,2177,2234,1232,356,1101,628,1208,890,615,2069,2350,151,2311,2143,2304,1,2018,2019,False,ORL,NOP,MAR
2018-19,1610612740,NOP,New Orleans Pelicans,21801056,2019-03-18,NOP @ DAL,W,53.0,49,104,0.471,12,39,0.308,19,22,0.864,14,41,55,34,17.0,7,6,6,28,26,129,4.0,1,1,1,1,21,142,59,1017,864,368,1735,903,1235,406,356,288,155,84,1809,1203,603,1545,2291,254,178,977,1,2018,2019,False,DAL,NOP,MAR
