close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
203999,Nikola Jokić,1610612743,DEN,F-C,22.0,72,72,0.849,502,880,0.57,0.523,0.047
203486,Mason Plumlee,1610612743,DEN,C,27.0,81,81,0.831,404,799,0.506,0.516,-0.011
201163,Wilson Chandler,1610612743,DEN,F,30.0,70,70,0.659,244,545,0.448,0.508,-0.06
201568,Danilo Gallinari,1610612743,DEN,F,28.0,62,62,0.627,207,433,0.478,0.494,-0.016
2749,Jameer Nelson,1610612743,DEN,G,35.0,74,73,0.616,209,399,0.524,0.491,0.033
1627750,Jamal Murray,1610612743,DEN,G,20.0,81,80,0.651,195,398,0.49,0.487,0.003
202702,Kenneth Faried,1610612743,DEN,F,27.0,60,58,0.72,199,368,0.541,0.506,0.034
203115,Will Barton,1610612743,DEN,G-F,26.0,59,58,0.666,174,317,0.549,0.497,0.052
1626144,Emmanuel Mudiay,1610612743,DEN,G,21.0,53,52,0.657,160,286,0.559,0.489,0.07
203914,Gary Harris,1610612743,DEN,G,22.0,55,55,0.608,150,267,0.562,0.494,0.068
201579,Roy Hibbert,1610612743,DEN,C,30.0,46,46,0.881,118,258,0.457,0.502,-0.044
1627823,Juancho Hernangomez,1610612743,DEN,F,21.0,54,53,0.663,117,224,0.522,0.51,0.012
201589,Darrell Arthur,1610612743,DEN,F,29.0,40,40,0.753,103,207,0.498,0.497,0.001
1627736,Malik Beasley,1610612743,DEN,G,20.0,14,13,0.635,16,33,0.485,0.496,-0.011
2034,Mike Miller,1610612743,DEN,G-F,37.0,13,11,0.475,9,19,0.474,0.494,-0.02
202087,Alonzo Gee,1610612743,DEN,F,30.0,10,10,0.6,7,18,0.389,0.474,-0.085
203950,Jarnell Stokes,1610612743,DEN,F-C,23.0,2,2,1.0,2,4,0.5,0.561,-0.061
