team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612738,Boston Celtics,BOS,17,17,0.321,168,463,0.363,0.442,0.159,95,229,0.415,0.162,73,234,0.312
1610612748,Miami Heat,MIA,21,21,0.264,169,451,0.375,0.43,0.16,119,273,0.436,0.104,50,178,0.281
1610612743,Denver Nuggets,DEN,19,19,0.282,193,442,0.437,0.516,0.172,123,270,0.456,0.11,70,172,0.407
1610612747,Los Angeles Lakers,LAL,21,21,0.215,129,374,0.345,0.408,0.129,82,224,0.366,0.086,47,150,0.313
1610612746,LA Clippers,LAC,13,13,0.304,137,341,0.402,0.456,0.196,100,220,0.455,0.108,37,121,0.306
1610612749,Milwaukee Bucks,MIL,10,10,0.285,89,247,0.36,0.433,0.154,53,134,0.396,0.13,36,113,0.319
1610612745,Houston Rockets,HOU,12,12,0.23,77,236,0.326,0.439,0.06,24,62,0.387,0.169,53,174,0.305
1610612761,Toronto Raptors,TOR,11,11,0.24,83,234,0.355,0.451,0.085,38,83,0.458,0.155,45,151,0.298
1610612742,Dallas Mavericks,DAL,6,6,0.344,75,184,0.408,0.481,0.185,48,99,0.485,0.159,27,85,0.318
1610612760,Oklahoma City Thunder,OKC,7,7,0.303,75,181,0.414,0.494,0.169,46,101,0.455,0.134,29,80,0.363
1610612762,Utah Jazz,UTA,7,7,0.302,80,173,0.462,0.616,0.113,27,65,0.415,0.188,53,108,0.491
1610612757,Portland Trail Blazers,POR,5,5,0.388,61,171,0.357,0.43,0.238,36,105,0.343,0.15,25,66,0.379
1610612753,Orlando Magic,ORL,5,5,0.307,55,136,0.404,0.471,0.196,37,87,0.425,0.111,18,49,0.367
1610612755,Philadelphia 76ers,PHI,4,4,0.297,35,100,0.35,0.4,0.199,25,67,0.373,0.098,10,33,0.303
1610612751,Brooklyn Nets,BKN,4,4,0.255,29,93,0.312,0.366,0.162,19,59,0.322,0.093,10,34,0.294
1610612754,Indiana Pacers,IND,4,4,0.287,30,92,0.326,0.391,0.153,18,49,0.367,0.134,12,43,0.279
