team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612751,Brooklyn Nets,BKN,81,81,1.0,3372,6976,0.483,0.541,0.684,2564,4770,0.538,0.316,808,2206,0.366
1610612739,Cleveland Cavaliers,CLE,82,82,1.0,3333,6955,0.479,0.54,0.662,2483,4607,0.539,0.338,850,2348,0.362
1610612745,Houston Rockets,HOU,82,82,1.0,3371,6926,0.487,0.546,0.658,2551,4558,0.56,0.342,820,2368,0.346
1610612740,New Orleans Pelicans,NOP,82,82,1.0,3286,6846,0.48,0.543,0.648,2423,4437,0.546,0.352,863,2409,0.358
1610612743,Denver Nuggets,DEN,81,81,1.0,3403,6825,0.499,0.557,0.69,2607,4709,0.554,0.31,796,2116,0.376
1610612744,Golden State Warriors,GSW,82,82,1.0,3181,6756,0.471,0.525,0.668,2444,4514,0.541,0.332,737,2242,0.329
1610612737,Atlanta Hawks,ATL,82,82,1.0,3174,6753,0.47,0.536,0.632,2282,4266,0.535,0.368,892,2487,0.359
1610612747,Los Angeles Lakers,LAL,82,82,1.0,3405,6733,0.506,0.567,0.668,2575,4498,0.572,0.332,830,2235,0.371
1610612752,New York Knicks,NYK,82,82,1.0,3259,6709,0.486,0.546,0.658,2453,4415,0.556,0.342,806,2294,0.351
1610612741,Chicago Bulls,CHI,82,82,1.0,3236,6707,0.482,0.537,0.686,2505,4599,0.545,0.314,731,2108,0.347
1610612766,Charlotte Hornets,CHA,82,82,1.0,3237,6703,0.483,0.554,0.618,2287,4140,0.552,0.382,950,2563,0.371
1610612738,Boston Celtics,BOS,82,82,1.0,3167,6693,0.473,0.528,0.672,2432,4495,0.541,0.328,735,2198,0.334
1610612753,Orlando Magic,ORL,82,82,1.0,3299,6675,0.494,0.554,0.678,2505,4528,0.553,0.322,794,2147,0.37
1610612757,Portland Trail Blazers,POR,82,82,1.0,3210,6655,0.482,0.54,0.693,2449,4614,0.531,0.307,761,2041,0.373
1610612746,LA Clippers,LAC,82,82,1.0,3163,6652,0.475,0.532,0.679,2410,4515,0.534,0.321,753,2137,0.352
1610612764,Washington Wizards,WAS,82,82,1.0,3249,6635,0.49,0.551,0.669,2440,4440,0.55,0.331,809,2195,0.369
1610612755,Philadelphia 76ers,PHI,82,82,1.0,3244,6623,0.49,0.545,0.693,2515,4592,0.548,0.307,729,2031,0.359
1610612760,Oklahoma City Thunder,OKC,82,82,1.0,3207,6575,0.488,0.543,0.691,2483,4546,0.546,0.309,724,2029,0.357
1610612765,Detroit Pistons,DET,82,82,1.0,3144,6518,0.482,0.541,0.68,2377,4432,0.536,0.32,767,2086,0.368
1610612756,Phoenix Suns,PHX,80,80,1.0,3218,6506,0.495,0.556,0.679,2417,4415,0.547,0.321,801,2091,0.383
1610612758,Sacramento Kings,SAC,82,82,1.0,3152,6495,0.485,0.554,0.623,2256,4044,0.558,0.377,896,2451,0.366
1610612750,Minnesota Timberwolves,MIN,82,82,1.0,3245,6458,0.502,0.565,0.66,2434,4260,0.571,0.34,811,2198,0.369
1610612748,Miami Heat,MIA,82,82,1.0,3108,6435,0.483,0.533,0.713,2469,4586,0.538,0.287,639,1849,0.346
1610612754,Indiana Pacers,IND,81,81,1.0,3062,6413,0.477,0.542,0.636,2228,4078,0.546,0.364,834,2335,0.357
1610612749,Milwaukee Bucks,MIL,82,82,1.0,3107,6352,0.489,0.553,0.64,2293,4063,0.564,0.36,814,2289,0.356
1610612761,Toronto Raptors,TOR,81,81,1.0,3012,6313,0.477,0.539,0.654,2228,4126,0.54,0.346,784,2187,0.358
1610612762,Utah Jazz,UTA,82,82,1.0,2977,6310,0.472,0.525,0.705,2306,4448,0.518,0.295,671,1862,0.36
1610612759,San Antonio Spurs,SAS,81,81,1.0,2992,6268,0.477,0.53,0.696,2332,4362,0.535,0.304,660,1906,0.346
1610612763,Memphis Grizzlies,MEM,82,82,1.0,2863,6119,0.468,0.534,0.626,2050,3832,0.535,0.374,813,2287,0.355
1610612742,Dallas Mavericks,DAL,81,81,1.0,2997,6099,0.491,0.555,0.664,2219,4047,0.548,0.336,778,2052,0.379
