season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612744,GSW,Golden State Warriors,41800406,2019-06-13,GSW vs. TOR,L,48.0,110.9,113.4,119.0,118.8,-8.2,-5.3,0.718,1.65,19.9,0.348,0.756,0.549,0.175,0.556,0.59,97.5,96.5,80.42,97,0.497,1,83,83,83,9,58,132,102,16,90,25,25,57,24,139,43,50,101,86,1,2018,2019,True,GSW,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800406,2019-06-13,TOR @ GSW,W,48.0,119.0,118.8,110.9,113.4,8.2,5.3,0.641,2.08,18.9,0.244,0.652,0.451,0.125,0.555,0.602,97.5,96.5,80.42,96,0.503,1,1,1,1,9,33,107,63,58,48,40,106,139,141,60,44,37,101,79,1,2018,2019,False,GSW,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800405,2019-06-10,TOR vs. GSW,L,48.0,108.4,110.5,108.0,114.0,0.4,-3.5,0.5,1.46,14.5,0.353,0.756,0.542,0.137,0.494,0.542,97.5,94.0,78.33,95,0.484,1,83,83,83,9,69,109,93,132,116,124,24,57,30,86,95,90,127,93,1,2018,2019,True,TOR,GSW
2018-19,1610612744,GSW,Golden State Warriors,41800405,2019-06-10,GSW @ TOR,W,48.0,108.0,114.0,108.4,110.5,-0.4,3.5,0.711,1.69,20.6,0.244,0.647,0.458,0.172,0.585,0.601,97.5,94.0,78.33,93,0.516,1,1,1,1,9,56,95,72,21,87,20,106,141,135,137,19,38,127,72,1,2018,2019,False,TOR,GSW
2018-19,1610612761,TOR,Toronto Raptors,41800404,2019-06-07,TOR @ GSW,W,48.0,104.4,111.7,93.6,96.8,10.8,14.9,0.611,2.0,16.9,0.275,0.702,0.48,0.117,0.477,0.544,99.4,94.5,78.75,94,0.562,1,1,1,1,9,67,22,28,78,53,80,76,110,106,48,107,89,121,40,1,2018,2019,False,GSW,TOR
2018-19,1610612744,GSW,Golden State Warriors,41800404,2019-06-07,GSW vs. TOR,L,48.0,93.6,96.8,104.4,111.7,-10.8,-14.9,0.743,1.37,19.3,0.298,0.725,0.52,0.2,0.5,0.527,99.4,94.5,78.75,95,0.438,1,83,83,83,9,143,98,137,8,125,37,55,87,58,158,88,106,121,125,1,2018,2019,True,GSW,TOR
2018-19,1610612744,GSW,Golden State Warriors,41800403,2019-06-05,GSW vs. TOR,L,48.0,102.6,110.1,120.3,124.2,-17.7,-14.1,0.694,1.67,17.2,0.356,0.718,0.5,0.152,0.462,0.523,104.2,99.0,82.5,99,0.393,1,83,83,83,9,74,152,135,28,88,73,22,95,80,111,121,110,61,141,1,2018,2019,True,GSW,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800403,2019-06-05,TOR @ GSW,W,48.0,120.3,124.2,102.6,110.1,17.7,14.1,0.698,1.88,21.4,0.282,0.644,0.5,0.162,0.628,0.674,104.2,99.0,82.5,99,0.607,1,1,1,1,9,13,91,30,26,63,14,70,143,80,122,4,3,61,24,1,2018,2019,False,GSW,TOR
2018-19,1610612744,GSW,Golden State Warriors,41800402,2019-06-02,GSW @ TOR,W,48.0,106.7,109.0,98.6,103.0,8.1,6.0,0.895,2.13,23.8,0.217,0.667,0.472,0.16,0.543,0.592,103.8,100.5,83.75,100,0.586,1,1,1,1,9,83,52,60,1,44,2,128,132,117,121,52,48,39,33,1,2018,2019,False,TOR,GSW
2018-19,1610612761,TOR,Toronto Raptors,41800402,2019-06-02,TOR vs. GSW,L,48.0,98.6,103.0,106.7,109.0,-8.1,-6.0,0.486,1.13,12.4,0.333,0.783,0.528,0.149,0.431,0.493,103.8,100.5,83.75,101,0.414,1,83,83,83,9,111,82,105,143,144,156,30,37,46,106,144,134,39,132,1,2018,2019,True,TOR,GSW
