season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612744,GSW,Golden State Warriors,41800406,2019-06-13,GSW vs. TOR,L,48.0,0.556,0.375,0.175,0.348,0.555,0.354,0.125,0.244,0,0,0,0,9,43,22,139,25,121,129,101,57,1,2018,2019,True,GSW,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800406,2019-06-13,TOR @ GSW,W,48.0,0.555,0.354,0.125,0.244,0.556,0.375,0.175,0.348,0,0,0,0,9,44,36,60,106,122,142,24,139,1,2018,2019,False,GSW,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800405,2019-06-10,TOR vs. GSW,L,48.0,0.494,0.318,0.137,0.353,0.585,0.171,0.172,0.244,0,0,0,0,9,95,57,86,24,145,16,28,57,1,2018,2019,True,TOR,GSW
2018-19,1610612744,GSW,Golden State Warriors,41800405,2019-06-10,GSW @ TOR,W,48.0,0.585,0.171,0.172,0.244,0.494,0.318,0.137,0.353,0,0,0,0,9,19,149,137,106,70,108,77,141,1,2018,2019,False,TOR,GSW
2018-19,1610612761,TOR,Toronto Raptors,41800404,2019-06-07,TOR @ GSW,W,48.0,0.477,0.279,0.117,0.275,0.5,0.269,0.2,0.298,0,0,0,0,9,107,86,48,76,75,66,6,110,1,2018,2019,False,GSW,TOR
2018-19,1610612744,GSW,Golden State Warriors,41800404,2019-06-07,GSW vs. TOR,L,48.0,0.5,0.269,0.2,0.298,0.477,0.279,0.117,0.275,0,0,0,0,9,88,99,158,55,58,78,116,87,1,2018,2019,True,GSW,TOR
2018-19,1610612744,GSW,Golden State Warriors,41800403,2019-06-05,GSW vs. TOR,L,48.0,0.462,0.33,0.152,0.356,0.628,0.256,0.162,0.282,0,0,0,0,9,121,48,111,22,161,59,41,95,1,2018,2019,True,GSW,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800403,2019-06-05,TOR @ GSW,W,48.0,0.628,0.256,0.162,0.282,0.462,0.33,0.152,0.356,0,0,0,0,9,4,106,122,70,44,117,52,143,1,2018,2019,False,GSW,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800402,2019-06-02,TOR vs. GSW,L,48.0,0.431,0.277,0.149,0.333,0.543,0.28,0.16,0.217,0,0,0,0,9,144,89,106,30,113,81,44,37,1,2018,2019,True,TOR,GSW
2018-19,1610612744,GSW,Golden State Warriors,41800402,2019-06-02,GSW @ TOR,W,48.0,0.543,0.28,0.16,0.217,0.431,0.277,0.149,0.333,0,0,0,0,9,52,84,121,128,21,76,59,132,1,2018,2019,False,TOR,GSW
