close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
202684,Tristan Thompson,1610612739,CLE,C-F,25.0,21,21,0.363,60,101,0.594,0.606,-0.012
201567,Kevin Love,1610612739,CLE,F,27.0,20,20,0.358,55,95,0.579,0.615,-0.036
2544,LeBron James,1610612739,CLE,F,31.0,21,18,0.305,25,65,0.385,0.607,-0.223
202681,Kyrie Irving,1610612739,CLE,G,24.0,21,20,0.264,47,63,0.746,0.602,0.144
2747,JR Smith,1610612739,CLE,G-F,30.0,21,17,0.207,27,38,0.711,0.612,0.099
2210,Richard Jefferson,1610612739,CLE,F,36.0,20,19,0.26,21,32,0.656,0.624,0.032
101112,Channing Frye,1610612739,CLE,F,33.0,17,14,0.281,14,27,0.519,0.593,-0.075
203521,Matthew Dellavedova,1610612739,CLE,G,25.0,19,12,0.263,14,21,0.667,0.581,0.086
202697,Iman Shumpert,1610612739,CLE,G,26.0,20,13,0.191,14,21,0.667,0.595,0.071
202389,Timofey Mozgov,1610612739,CLE,C,29.0,11,7,0.382,7,13,0.538,0.577,-0.038
2592,James Jones,1610612739,CLE,G-F,35.0,9,6,0.333,3,6,0.5,0.579,-0.079
2590,Mo Williams,1610612739,CLE,G,33.0,7,2,0.214,2,3,0.667,0.552,0.114
2563,Dahntay Jones,1610612739,CLE,G-F,35.0,9,1,0.067,1,1,1.0,0.516,0.484
