close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
202684,Tristan Thompson,1610612739,CLE,C-F,25.0,21,21,1.0,131,278,0.471,0.468,0.004
201567,Kevin Love,1610612739,CLE,F,27.0,20,20,1.0,118,265,0.445,0.458,-0.013
202681,Kyrie Irving,1610612739,CLE,G,24.0,21,21,1.0,125,239,0.523,0.457,0.066
2544,LeBron James,1610612739,CLE,F,31.0,21,21,1.0,69,213,0.324,0.459,-0.135
2747,JR Smith,1610612739,CLE,G-F,30.0,21,21,1.0,85,184,0.462,0.452,0.01
2210,Richard Jefferson,1610612739,CLE,F,36.0,20,20,1.0,51,123,0.415,0.459,-0.044
202697,Iman Shumpert,1610612739,CLE,G,26.0,20,20,1.0,54,110,0.491,0.456,0.035
101112,Channing Frye,1610612739,CLE,F,33.0,17,17,1.0,39,96,0.406,0.457,-0.051
203521,Matthew Dellavedova,1610612739,CLE,G,25.0,19,19,1.0,38,80,0.475,0.441,0.034
202389,Timofey Mozgov,1610612739,CLE,C,29.0,11,11,1.0,15,34,0.441,0.461,-0.02
2592,James Jones,1610612739,CLE,G-F,35.0,9,9,1.0,7,18,0.389,0.452,-0.064
2563,Dahntay Jones,1610612739,CLE,G-F,35.0,9,9,1.0,6,15,0.4,0.421,-0.021
2590,Mo Williams,1610612739,CLE,G,33.0,7,7,1.0,4,14,0.286,0.451,-0.165
203895,Jordan McRae,1610612739,CLE,G,25.0,1,1,1.0,0,1,0.0,0.451,-0.451
