group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
Players,1630264,Anthony Gill,Anthony,1610612764,WAS,31.0,6,3,3,0.5,2.4,94.3,92.6,92.6,92.3,89.3,89.3,1.9,3.3,3.3,0.143,1.0,14.3,0.125,0.0,0.065,14.3,14.3,0.2,0.2,0.182,0.19,89.6,91.94,76.62,91.94,-0.102,27,1,5,0.2,0.8,0.2,308,288,132,200,275,345,331,331,79,69,69,200,186,186,139,144,184,43,355,260,380,385,347,361,142,151,422,439,439,450,290,253,298,180,343
Players,1641731,Bilal Coulibaly,Bilal,1610612764,WAS,19.0,21,4,17,0.19,1.8,82.4,77.8,77.8,126.9,123.9,123.9,-44.5,-46.1,-46.1,0.048,1.0,14.3,0.0,0.122,0.062,14.3,12.7,0.3,0.425,0.074,0.091,100.59,104.54,87.12,104.54,0.004,72,1,5,0.0,0.2,0.2,148,261,425,412,351,389,394,394,386,405,405,413,423,423,282,144,184,298,180,270,380,369,328,307,371,358,200,176,176,353,290,253,353,379,343
Players,1630557,Corey Kispert,Corey,1610612764,WAS,25.0,26,7,19,0.269,2.1,84.2,81.4,81.4,119.4,113.3,113.3,-35.1,-32.0,-32.0,0.154,0.0,17.4,0.027,0.0,0.014,0.0,0.0,0.471,0.521,0.137,0.15,104.12,108.8,90.67,108.8,0.052,118,6,17,0.2,0.7,0.353,111,200,440,380,316,382,385,385,321,305,305,393,391,391,128,228,150,239,355,376,1,1,228,220,234,228,122,121,121,284,165,145,258,229,267
Players,1630166,Deni Avdija,Deni,1610612764,WAS,23.0,28,7,21,0.25,2.9,80.7,79.4,79.4,124.8,119.8,119.8,-44.1,-40.4,-40.4,0.105,0.8,11.8,0.049,0.237,0.138,14.7,14.7,0.31,0.361,0.158,0.166,100.82,103.84,86.53,103.84,0.035,160,6,21,0.2,0.8,0.286,87,200,456,382,217,392,391,391,372,374,374,412,415,415,195,191,224,165,45,73,395,393,325,333,183,190,191,191,191,316,165,126,272,201,319
Players,1630647,Eugene Omoruyi,Eugene,1610612764,WAS,27.0,2,0,2,0.0,1.1,0.0,0.0,0.0,77.6,83.3,83.3,-77.6,-83.3,-83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.03,118.3,98.58,118.3,0.0,5,0,0,0.0,0.0,0.0,393,422,98,422,402,439,439,439,42,59,59,443,445,445,308,228,308,298,355,379,1,1,355,367,412,413,34,68,68,357,355,399,355,399,355
Players,1630215,Jared Butler,Jared,1610612764,WAS,23.0,7,4,3,0.571,1.8,83.3,82.4,82.4,105.1,100.0,100.0,-21.7,-17.6,-17.6,0.571,4.0,44.4,0.0,0.0,0.0,11.1,11.1,0.25,0.25,0.128,0.137,122.88,126.68,105.56,126.68,0.027,34,1,4,0.1,0.6,0.25,294,261,132,141,347,386,382,382,157,122,122,359,343,343,3,23,23,298,355,379,336,340,336,352,259,261,35,50,50,329,290,273,312,254,329
Players,1631098,Johnny Davis,Johnny,1610612764,WAS,22.0,1,0,1,0.0,0.0,0.0,0.0,0.0,113.6,100.0,100.0,-113.6,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,1800.0,1500.0,1800.05,1.0,0,0,0,0.0,0.0,0.0,420,422,29,422,466,439,439,439,266,122,122,455,450,450,308,228,308,298,355,379,1,1,355,367,412,413,5,6,6,2,355,399,355,399,355
Players,1629673,Jordan Poole,Jordan,1610612764,WAS,25.0,33,8,25,0.242,3.0,87.3,85.3,85.3,126.0,124.6,124.6,-38.7,-39.3,-39.3,0.098,0.63,8.9,0.008,0.079,0.042,14.3,13.9,0.3,0.372,0.215,0.236,102.28,104.01,86.68,104.01,-0.006,197,10,40,0.3,1.2,0.25,36,181,468,397,201,373,368,368,381,407,407,403,412,412,207,201,262,292,281,329,380,381,328,327,96,93,148,187,187,409,111,52,209,102,329
Players,1631262,Jules Bernard,Jules,1610612764,WAS,24.0,1,0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.94,220.41,183.67,220.41,0.0,1,0,0,0.0,0.0,0.0,420,422,29,422,445,439,439,439,1,1,1,213,206,206,308,228,308,298,355,379,1,1,355,367,412,413,24,25,25,357,355,399,355,399,355
Players,1630551,Justin Champagnie,Justin,1610612764,WAS,23.0,2,1,1,0.5,2.6,66.0,75.0,75.0,77.6,83.3,83.3,-11.7,-8.3,-8.3,0.0,0.0,0.0,0.0,0.143,0.056,0.0,0.0,0.5,0.525,0.313,0.304,123.35,111.63,93.02,111.63,0.154,12,1,3,0.5,1.5,0.333,393,359,29,200,250,414,402,402,42,59,59,306,280,280,308,228,308,298,137,287,1,1,159,215,41,49,33,92,92,77,290,299,109,68,278
Players,1628398,Kyle Kuzma,Kyle,1610612764,WAS,28.0,30,7,23,0.233,3.1,91.3,89.6,89.6,129.1,127.4,127.4,-37.8,-37.9,-37.9,0.081,0.43,3.8,0.072,0.103,0.087,8.9,9.0,0.414,0.441,0.357,0.37,101.11,102.73,85.61,102.73,0.046,182,24,64,0.8,2.1,0.375,60,200,463,399,177,355,346,346,397,421,421,402,406,406,226,218,305,108,226,174,302,303,273,303,18,19,179,223,223,300,30,18,43,25,250
Players,1629013,Landry Shamet,Landry,1610612764,WAS,27.0,13,1,12,0.077,0.8,132.0,121.4,121.4,163.9,134.4,134.4,-31.9,-12.9,-12.9,0.1,0.0,14.3,0.083,0.111,0.095,0.0,0.0,0.667,0.621,0.188,0.232,113.89,131.41,109.51,131.41,0.022,28,3,6,0.2,0.5,0.5,229,359,337,421,426,55,91,91,451,440,440,383,314,314,201,228,184,87,203,152,1,1,63,125,131,96,55,41,41,334,216,235,258,310,103
Players,1628963,Marvin Bagley III,Marvin,1610612764,WAS,25.0,11,1,10,0.091,2.7,89.7,84.7,84.7,141.2,134.7,134.7,-51.4,-50.0,-50.0,0.083,0.5,10.0,0.139,0.32,0.213,20.0,19.4,0.667,0.751,0.129,0.144,100.6,105.91,88.26,105.91,0.149,59,4,6,0.4,0.5,0.667,253,359,303,420,234,363,372,372,433,442,442,424,426,426,223,207,247,37,15,14,420,419,63,52,258,241,199,156,156,85,191,235,173,268,37
Players,1631116,Patrick Baldwin Jr.,Patrick,1610612764,WAS,21.0,3,0,3,0.0,1.8,87.2,85.7,85.7,131.9,111.1,111.1,-44.7,-25.4,-25.4,0.0,0.0,0.0,0.0,0.4,0.182,0.0,0.0,1.0,1.0,0.071,0.073,126.16,139.59,116.33,139.59,0.216,14,1,1,0.3,0.3,1.0,364,422,132,422,349,374,364,364,415,280,280,415,375,375,308,228,308,298,6,25,1,1,3,8,374,381,28,36,36,34,290,364,184,341,1
Players,1626158,Richaun Holmes,Richaun,1610612764,WAS,30.0,7,6,1,0.857,2.8,98.5,97.7,97.7,94.8,100.0,100.0,3.7,-2.3,-2.3,0.071,0.0,20.0,0.071,0.083,0.077,0.0,0.0,0.75,0.75,0.075,0.081,102.86,100.74,83.95,100.74,0.13,44,3,4,0.4,0.6,0.75,294,221,29,29,225,324,297,297,83,122,122,186,236,236,243,228,112,109,267,209,1,1,42,53,368,369,138,267,267,117,216,273,148,254,27
Players,1641774,Tristan Vukcevic,Tristan,1610612764,WAS,21.0,4,1,3,0.25,2.6,114.8,116.7,116.7,122.5,112.5,112.5,-7.8,4.2,4.2,0.0,0.0,0.0,0.091,0.111,0.1,30.0,30.7,0.6,0.666,0.357,0.356,105.25,108.78,90.65,108.78,-0.015,24,3,5,0.8,1.3,0.6,341,359,132,382,240,180,132,132,353,293,293,284,175,175,308,228,308,72,203,134,444,444,99,92,17,28,107,122,122,414,216,253,54,96,56
Players,1626145,Tyus Jones,Tyus,1610612764,WAS,28.0,25,4,21,0.16,3.0,85.6,81.5,81.5,136.2,134.1,134.1,-50.6,-52.6,-52.6,0.293,6.0,37.5,0.0,0.048,0.023,6.3,6.0,0.333,0.362,0.113,0.129,101.61,104.84,87.37,104.84,0.036,151,5,18,0.2,0.7,0.278,119,261,456,417,193,380,384,384,428,438,438,422,432,432,37,10,37,298,336,368,254,250,309,332,297,280,163,169,169,315,175,142,276,211,322
