group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
,1627846,Abdel Nader,,1610612760,OKC,26.0,7,6,1,0.857,14.675,4.9,14.7,0.333,4.9,9.8,0.5,0.0,0.0,0.0,2.5,4.9,7.4,2.5,2.5,0.0,0.0,0.0,0.0,0.0,14.7,7.4,24.8,0,0,29.4,299,210,376,29,287,173,104,252,21,49,30,297,301,297,114,173,149,150,87,235,181,205,363,319,182,151,251,193,21,179
,203460,Andre Roberson,,1610612760,OKC,28.0,2,0,2,0.0,5.368333333333333,6.7,26.8,0.25,0.0,6.7,0.0,0.0,0.0,0.0,6.7,6.7,13.4,0.0,0.0,0.0,0.0,0.0,6.7,0.0,13.4,-26.8,29.5,0,0,26.8,383,415,341,415,362,98,15,309,224,107,224,297,301,297,23,93,37,285,254,235,181,205,95,319,192,347,196,193,21,203
,101108,Chris Paul,,1610612760,OKC,35.0,43,29,14,0.674,168.23833333333334,10.1,19.3,0.522,2.1,5.8,0.37,9.8,10.7,0.92,0.4,4.9,5.3,3.6,2.1,2.1,0.2,0.4,4.3,7.1,32.1,21.2,48.9,6,0,47.9,1,1,71,75,1,32,66,89,118,131,111,46,56,96,265,171,227,96,103,52,180,186,194,64,32,82,46,47,21,38
,201568,Danilo Gallinari,,1610612760,OKC,31.0,38,24,14,0.632,144.50333333333333,5.5,13.0,0.423,3.5,7.7,0.452,7.0,7.7,0.903,0.5,5.2,5.7,1.2,0.7,0.2,0.2,0.2,1.7,6.0,21.4,22.4,30.9,2,0,32.9,7,9,71,103,7,140,142,175,46,84,75,71,93,101,259,155,209,228,226,233,178,204,342,84,92,73,174,103,21,134
,1629647,Darius Bazley,,1610612760,OKC,20.0,5,3,2,0.6,10.348333333333333,7.0,10.4,0.667,7.0,10.4,0.667,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0.0,0.0,3.5,0.0,0.0,0.0,20.9,-3.5,40.7,0,0,41.7,331,284,341,118,317,86,193,40,10,38,18,297,301,297,273,253,307,105,254,235,20,205,363,319,98,228,83,193,21,73
,203471,Dennis Schröder,,1610612760,OKC,26.0,39,27,12,0.692,125.56166666666668,6.9,13.5,0.511,1.1,4.6,0.25,5.7,6.3,0.909,0.3,2.3,2.6,2.0,2.9,0.9,1.7,1.1,2.9,4.3,20.6,33.8,31.6,0,0,31.5,6,3,101,63,23,90,125,93,171,181,174,102,125,99,271,309,339,178,64,162,60,97,286,145,99,44,163,193,21,144
,1629126,Deonte Burton,,1610612760,OKC,26.0,4,2,2,0.5,10.93,0.0,13.2,0.0,0.0,3.3,0.0,3.3,6.6,0.5,0.0,9.9,9.9,9.9,6.6,0.0,3.3,0.0,3.3,3.3,3.3,-23.1,33.3,0,0,29.6,344,321,341,177,315,340,137,340,224,229,224,183,121,255,273,33,87,8,11,235,24,205,259,188,352,334,152,193,21,176
,1628985,Devon Hall,,1610612760,OKC,24.0,2,1,1,0.5,12.715,2.8,8.5,0.333,2.8,2.8,1.0,0.0,5.7,0.0,2.8,2.8,5.7,8.5,0.0,8.5,2.8,0.0,8.5,5.7,8.5,-8.5,62.0,0,0,48.1,383,358,376,177,303,268,244,252,70,251,1,297,144,297,95,289,211,14,254,6,31,205,60,93,292,268,19,193,21,36
,1628977,Hamidou Diallo,,1610612760,OKC,21.0,5,1,4,0.2,13.453333333333331,10.7,26.8,0.4,2.7,8.0,0.333,2.7,2.7,1.0,8.0,5.4,13.4,0.0,0.0,0.0,0.0,0.0,8.0,2.7,26.8,-37.5,42.8,2,0,42.8,331,358,278,401,299,24,16,191,80,75,127,205,236,1,15,148,38,285,254,235,181,205,68,223,54,381,75,103,21,65
,1628987,Kevin Hervey,,1610612760,OKC,23.0,1,0,1,0.0,9.065,7.9,19.9,0.4,4.0,15.9,0.25,0.0,0.0,0.0,4.0,4.0,7.9,0.0,0.0,0.0,0.0,0.0,7.9,0.0,19.9,-31.8,29.4,0,0,31.8,414,415,376,415,334,60,55,191,34,9,174,297,301,297,62,216,137,285,254,235,181,205,70,319,110,365,198,193,21,141
