season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2024-25,1627741,Buddy Hield,Buddy,1610612744,GSW,Golden State Warriors,42400235,2025-05-14T00:00:00,GSW @ MIN,L,29.6,94.3,96.8,96.8,123.6,119.7,119.7,-29.2,-22.9,-22.9,0.053,0.25,6.3,0.056,0.118,0.075,0.25,0.254,0.00222,0.0037199999999999998,0.203,0.203,99.42,99.68,83.07,99.68,-0.017,62,2,9,2.0,9.0,0.222,1,871,871,871,625,1312,1267,1267,1305,1151,1151,1434,1324,1324,1044,796,1099,508,795,860,1530,1571,1338,1251,642,697,804,719,719,1537,919,599,919,599,1306,1,29:37,2024,2025
2024-25,1631218,Trayce Jackson-Davis,Trayce,1610612744,GSW,Golden State Warriors,42400235,2025-05-14T00:00:00,GSW @ MIN,L,6.7,92.3,85.7,85.7,138.5,138.5,138.5,-46.2,-52.7,-52.7,0.0,0.0,0.0,0.25,0.0,0.182,0.0,0.0,0.01,0.01,0.063,0.067,93.37,96.96,80.8,96.96,0.123,14,1,1,1.0,1.0,1.0,1,871,871,871,1455,1367,1473,1473,1539,1537,1537,1569,1591,1591,1161,819,1161,19,1395,120,1,1,44,60,1562,1559,1312,1008,1008,569,1131,1433,1131,1433,1,1,6:41,2024,2025
2024-25,1627780,Gary Payton II,Gary,1610612744,GSW,Golden State Warriors,42400235,2025-05-14T00:00:00,GSW @ MIN,L,5.7,121.8,115.4,115.4,100.9,92.9,92.9,20.8,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.11,113.68,94.74,113.68,0.042,13,0,0,0.0,0.0,0.0,1,871,871,871,1485,449,659,659,584,339,339,362,345,345,1161,819,1161,912,1395,1494,1,1,1396,1446,1625,1625,247,94,94,1198,1396,1583,1396,1583,1396,1,5:42,2024,2025
2024-25,1630611,Gui Santos,Gui,1610612744,GSW,Golden State Warriors,42400235,2025-05-14T00:00:00,GSW @ MIN,L,15.7,116.5,108.8,108.8,118.8,118.8,118.8,-2.3,-9.9,-9.9,0.0,0.0,0.0,0.167,0.167,0.167,0.0,0.0,0.0025,0.0025,0.098,0.106,97.32,100.74,83.95,100.74,0.025,34,1,4,1.0,4.0,0.25,1,871,871,871,1142,615,879,879,1163,1116,1116,920,1101,1101,1161,819,1161,83,457,152,1,1,1303,1377,1411,1382,1013,631,631,1290,1131,1064,1131,1064,1245,1,15:43,2024,2025
2024-25,1630311,Pat Spencer,Pat,1610612744,GSW,Golden State Warriors,42400235,2025-05-14T00:00:00,GSW @ MIN,L,5.7,98.5,100.0,100.0,150.0,150.0,150.0,-51.5,-50.0,-50.0,0.333,0.5,20.0,0.143,0.0,0.1,0.4,0.4,0.005,0.005,0.267,0.263,105.49,104.65,87.21,104.65,-0.019,13,1,2,1.0,2.0,0.5,1,871,871,871,1483,1213,1118,1118,1625,1626,1626,1597,1574,1572,146,707,538,118,1395,577,1662,1663,745,941,250,309,284,328,328,1544,1131,1303,1131,1303,516,1,5:44,2024,2025
2024-25,1626172,Kevon Looney,Kevon,1610612744,GSW,Golden State Warriors,42400235,2025-05-14T00:00:00,GSW @ MIN,L,6.0,50.0,46.2,46.2,130.8,130.8,130.8,-80.8,-84.6,-84.6,0.333,0.0,100.0,0.125,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.28,104.29,86.91,104.29,0.127,13,0,0,0.0,0.0,0.0,1,871,871,871,1477,1650,1655,1655,1438,1424,1424,1673,1670,1670,146,819,1,150,14,28,1,1,1396,1446,1625,1625,711,342,342,535,1396,1583,1396,1583,1396,1,5:59,2024,2025
2024-25,203110,Draymond Green,Draymond,1610612744,GSW,Golden State Warriors,42400235,2025-05-14T00:00:00,GSW @ MIN,L,35.8,107.9,110.5,110.5,124.7,124.0,124.0,-16.8,-13.5,-13.5,0.24,2.0,28.6,0.045,0.19,0.092,0.14300000000000002,0.14400000000000002,0.00409,0.00421,0.161,0.162,102.34,101.34,84.45,101.34,0.046,76,4,11,4.0,11.0,0.364,1,871,871,871,343,880,821,821,1336,1268,1268,1248,1180,1180,317,235,281,601,368,675,1241,1275,1075,1162,971,1008,527,566,566,1167,586,461,586,461,1043,1,35:46,2024,2025
2024-25,202710,Jimmy Butler III,Jimmy,1610612744,GSW,Golden State Warriors,42400235,2025-05-14T00:00:00,GSW @ MIN,L,41.9,102.5,105.7,105.7,123.0,122.5,122.5,-20.5,-16.7,-16.7,0.214,6.0,26.1,0.059,0.111,0.077,0.043,0.044000000000000004,0.00364,0.005370000000000001,0.16,0.161,102.18,100.83,84.02,100.83,0.104,87,4,11,4.0,11.0,0.364,1,871,871,871,95,1077,990,990,1295,1227,1227,1316,1234,1234,390,37,346,485,827,840,724,727,1167,837,978,1016,538,622,622,703,586,461,586,461,1043,1,41:54,2024,2025
2024-25,1630228,Jonathan Kuminga,Jonathan,1610612744,GSW,Golden State Warriors,42400235,2025-05-14T00:00:00,GSW @ MIN,L,32.2,103.3,105.9,105.9,126.1,125.4,125.4,-22.8,-19.5,-19.5,0.0,0.0,0.0,0.024,0.1,0.049,0.077,0.076,0.005430000000000001,0.005350000000000001,0.31,0.322,101.47,100.52,83.76,100.52,0.09,68,11,23,11.0,23.0,0.478,1,871,871,871,521,1045,981,981,1369,1334,1334,1355,1280,1280,1161,819,1161,863,892,1183,896,899,702,841,122,123,594,652,652,823,59,48,59,48,741,1,32:14,2024,2025
2024-25,1630541,Moses Moody,Moses,1610612744,GSW,Golden State Warriors,42400235,2025-05-14T00:00:00,GSW @ MIN,L,12.0,139.9,146.2,146.2,109.7,107.7,107.7,30.2,38.5,38.5,0.2,2.0,18.2,0.067,0.0,0.04,0.091,0.08900000000000001,0.006670000000000001,0.00732,0.265,0.269,105.36,104.0,86.67,104.0,0.178,26,3,6,3.0,6.0,0.5,1,871,871,871,1281,144,80,80,870,780,780,251,178,178,422,235,634,423,1395,1285,963,966,418,350,259,282,297,353,353,257,727,889,727,889,516,1,12:00,2024,2025
