GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,2548,Dwyane Wade,Dwyane,1610612748,MIA,34.0,8,3,5,0.375,5.5,0.862,0.138,0.634,0.195,0.146,0.146,0.22,0.171,0.439,0.0,1.0,0.0,1.0,0.0,1.0,15,29,0.517,9,21,122,76,7,37,62,34,15,31,20,35,28,34,33,1,30,1,52,1,1,1,23
Players,101123,Gerald Green,Gerald,1610612748,MIA,30.0,3,0,3,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,49,99,89,99,117,1,68,63,25,33,24,46,36,55,33,47,30,9,52,47,74,76,74
Players,201609,Goran Dragic,Goran,1610612748,MIA,30.0,7,3,4,0.429,3.9,0.667,0.333,0.364,0.0,0.545,0.0,0.091,0.0,0.364,0.5,0.5,1.0,0.0,0.75,0.25,4,9,0.444,20,21,114,66,33,49,44,52,25,18,24,45,36,39,20,36,1,9,28,44,11,17,40
Players,202355,Hassan Whiteside,Hassan,1610612748,MIA,27.0,5,2,3,0.4,4.4,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,3,0.333,34,31,89,68,21,1,68,38,25,33,24,16,36,29,33,1,30,9,52,1,44,47,48
Players,2207,Joe Johnson,Joe,1610612748,MIA,35.0,8,3,5,0.375,5.1,0.667,0.333,0.429,0.143,0.0,0.0,0.571,0.143,0.286,0.0,1.0,0.0,0.0,0.0,1.0,3,12,0.25,9,21,122,76,9,49,44,44,17,33,24,14,31,42,33,1,30,9,52,1,19,10,60
Players,1626196,Josh Richardson,Josh,1610612748,MIA,22.0,8,3,5,0.375,2.5,0.25,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,9,21,122,76,85,80,17,63,25,33,24,1,36,55,33,47,30,9,52,47,74,34,74
Players,1626159,Justise Winslow,Justise,1610612748,MIA,20.0,6,2,4,0.333,2.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1.0,26,31,114,81,91,1,68,1,25,33,24,46,1,1,33,1,30,9,52,1,44,76,1
Players,2736,Luol Deng,Luol,1610612748,MIA,31.0,7,3,4,0.429,5.7,0.25,0.75,0.286,0.286,0.429,0.0,0.285,0.429,0.0,0.0,1.0,1.0,0.0,0.5,0.5,2,4,0.5,20,21,114,66,5,80,17,55,11,20,24,29,15,55,33,1,1,9,33,34,28,34,24
Players,204020,Tyler Johnson,Tyler,1610612748,MIA,24.0,1,0,1,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,98,99,19,99,113,85,68,63,25,33,24,46,36,55,33,47,30,9,52,47,74,99,74
Players,2617,Udonis Haslem,Udonis,1610612748,MIA,36.0,6,2,4,0.333,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,26,31,114,81,108,1,68,1,25,33,24,46,36,1,1,47,30,9,1,47,44,61,24
