season,team_id,team,game_id,game_date,away_team,home_team,opponent,opponent_id,game_week,pf,opp_pf,wl,differential
2022-23,1610612737,ATL,22200985,2023-03-08,ATL,WAS,WAS,1610612764,66,122,120,W,2
2022-23,1610612737,ATL,22200999,2023-03-10,ATL,WAS,WAS,1610612764,67,114,107,W,7
2022-23,1610612737,ATL,22201008,2023-03-11,BOS,ATL,BOS,1610612738,68,125,134,L,-9
2022-23,1610612737,ATL,22201021,2023-03-13,MIN,ATL,MIN,1610612750,69,115,136,L,-21
2022-23,1610612737,ATL,22201048,2023-03-17,GSW,ATL,GSW,1610612744,70,127,119,W,8
2022-23,1610612737,ATL,22201065,2023-03-19,ATL,SAS,SAS,1610612759,71,118,126,L,-8
2022-23,1610612737,ATL,22201078,2023-03-21,DET,ATL,DET,1610612765,72,129,107,W,22
2022-23,1610612737,ATL,22201090,2023-03-22,ATL,MIN,MIN,1610612750,73,124,125,L,-1
2022-23,1610612737,ATL,22201107,2023-03-25,IND,ATL,IND,1610612754,74,143,130,W,13
2022-23,1610612737,ATL,22201115,2023-03-26,MEM,ATL,MEM,1610612763,75,119,123,L,-4
2022-23,1610612737,ATL,22201131,2023-03-28,CLE,ATL,CLE,1610612739,76,120,118,W,2
2022-23,1610612737,ATL,22201153,2023-03-31,ATL,BKN,BKN,1610612751,77,107,124,L,-17
2022-23,1610612737,ATL,22201167,2023-04-02,DAL,ATL,DAL,1610612742,78,132,130,W,2
2022-23,1610612737,ATL,22201182,2023-04-04,ATL,CHI,CHI,1610612741,79,123,105,W,18
2022-23,1610612737,ATL,22201191,2023-04-05,WAS,ATL,WAS,1610612764,80,134,116,W,18
2022-23,1610612737,ATL,22201205,2023-04-07,PHI,ATL,PHI,1610612755,81,131,136,L,-5
2022-23,1610612737,ATL,22201216,2023-04-09,ATL,BOS,BOS,1610612738,82,114,120,L,-6
2022-23,1610612751,BKN,22200006,2022-10-19,NOP,BKN,NOP,1610612740,1,108,130,L,-22
2022-23,1610612751,BKN,22200021,2022-10-21,TOR,BKN,TOR,1610612761,2,109,105,W,4
2022-23,1610612751,BKN,22200049,2022-10-24,BKN,MEM,MEM,1610612763,3,124,134,L,-10
2022-23,1610612751,BKN,22200060,2022-10-26,BKN,MIL,MIL,1610612749,4,99,110,L,-11
2022-23,1610612751,BKN,22200066,2022-10-27,DAL,BKN,DAL,1610612742,5,125,129,L,-4
2022-23,1610612751,BKN,22200083,2022-10-29,IND,BKN,IND,1610612754,6,116,125,L,-9
2022-23,1610612751,BKN,22200098,2022-10-31,IND,BKN,IND,1610612754,7,116,109,W,7
2022-23,1610612751,BKN,22200103,2022-11-01,CHI,BKN,CHI,1610612741,8,99,108,L,-9
2022-23,1610612751,BKN,22200123,2022-11-04,BKN,WAS,WAS,1610612764,9,128,86,W,42
2022-23,1610612751,BKN,22200133,2022-11-05,BKN,CHA,CHA,1610612766,10,98,94,W,4
2022-23,1610612751,BKN,22200155,2022-11-07,BKN,DAL,DAL,1610612742,11,94,96,L,-2
2022-23,1610612751,BKN,22200164,2022-11-09,NYK,BKN,NYK,1610612752,12,112,85,W,27
2022-23,1610612751,BKN,22200184,2022-11-12,BKN,LAC,LAC,1610612746,13,110,95,W,15
2022-23,1610612751,BKN,22200198,2022-11-13,BKN,LAL,LAL,1610612747,14,103,116,L,-13
2022-23,1610612751,BKN,22200210,2022-11-15,BKN,SAC,SAC,1610612758,15,121,153,L,-32
2022-23,1610612751,BKN,22200221,2022-11-17,BKN,POR,POR,1610612757,16,109,107,W,2
2022-23,1610612751,BKN,22200243,2022-11-20,MEM,BKN,MEM,1610612763,17,127,115,W,12
2022-23,1610612751,BKN,22200256,2022-11-22,BKN,PHI,PHI,1610612755,18,106,115,L,-9
2022-23,1610612751,BKN,22200266,2022-11-23,BKN,TOR,TOR,1610612761,19,112,98,W,14
2022-23,1610612751,BKN,22200276,2022-11-25,BKN,IND,IND,1610612754,20,117,128,L,-11
2022-23,1610612751,BKN,22200290,2022-11-27,POR,BKN,POR,1610612757,21,111,97,W,14
2022-23,1610612751,BKN,22200302,2022-11-28,ORL,BKN,ORL,1610612753,22,109,102,W,7
2022-23,1610612751,BKN,22200315,2022-11-30,WAS,BKN,WAS,1610612764,23,113,107,W,6
2022-23,1610612751,BKN,22200329,2022-12-02,TOR,BKN,TOR,1610612761,24,114,105,W,9
2022-23,1610612751,BKN,22200346,2022-12-04,BOS,BKN,BOS,1610612738,25,92,103,L,-11
2022-23,1610612751,BKN,22200364,2022-12-07,CHA,BKN,CHA,1610612766,26,122,116,W,6
2022-23,1610612751,BKN,22200380,2022-12-09,ATL,BKN,ATL,1610612737,27,120,116,W,4
2022-23,1610612751,BKN,22200388,2022-12-10,BKN,IND,IND,1610612754,28,136,133,W,3
2022-23,1610612751,BKN,22200403,2022-12-12,BKN,WAS,WAS,1610612764,29,112,100,W,12
2022-23,1610612751,BKN,22200433,2022-12-16,BKN,TOR,TOR,1610612761,30,119,116,W,3
2022-23,1610612751,BKN,22200447,2022-12-18,BKN,DET,DET,1610612765,31,124,121,W,3
2022-23,1610612751,BKN,22200470,2022-12-21,GSW,BKN,GSW,1610612744,32,143,113,W,30
2022-23,1610612751,BKN,22200483,2022-12-23,MIL,BKN,MIL,1610612749,33,118,100,W,18
2022-23,1610612751,BKN,22200498,2022-12-26,BKN,CLE,CLE,1610612739,34,125,117,W,8
2022-23,1610612751,BKN,22200517,2022-12-28,BKN,ATL,ATL,1610612737,35,108,107,W,1
2022-23,1610612751,BKN,22200539,2022-12-31,BKN,CHA,CHA,1610612766,36,123,106,W,17
2022-23,1610612751,BKN,22200555,2023-01-02,SAS,BKN,SAS,1610612759,37,139,103,W,36
2022-23,1610612751,BKN,22200570,2023-01-04,BKN,CHI,CHI,1610612741,38,112,121,L,-9
2022-23,1610612751,BKN,22200586,2023-01-06,BKN,NOP,NOP,1610612740,39,108,102,W,6
2022-23,1610612751,BKN,22200599,2023-01-08,BKN,MIA,MIA,1610612748,40,102,101,W,1
2022-23,1610612751,BKN,22200627,2023-01-12,BOS,BKN,BOS,1610612738,41,98,109,L,-11
2022-23,1610612751,BKN,22200651,2023-01-15,OKC,BKN,OKC,1610612760,42,102,112,L,-10
2022-23,1610612751,BKN,22200666,2023-01-17,BKN,SAS,SAS,1610612759,43,98,106,L,-8
2022-23,1610612751,BKN,22200681,2023-01-19,BKN,PHX,PHX,1610612756,44,112,117,L,-5
2022-23,1610612751,BKN,22200689,2023-01-20,BKN,UTA,UTA,1610612762,45,117,106,W,11
2022-23,1610612751,BKN,22200704,2023-01-22,BKN,GSW,GSW,1610612744,46,120,116,W,4
2022-23,1610612751,BKN,22200721,2023-01-25,BKN,PHI,PHI,1610612755,47,133,137,L,-4
2022-23,1610612751,BKN,22200731,2023-01-26,DET,BKN,DET,1610612765,48,122,130,L,-8
2022-23,1610612751,BKN,22200742,2023-01-28,NYK,BKN,NYK,1610612752,49,122,115,W,7
2022-23,1610612751,BKN,22200757,2023-01-30,LAL,BKN,LAL,1610612747,50,121,104,W,17
2022-23,1610612751,BKN,22200772,2023-02-01,BKN,BOS,BOS,1610612738,51,96,139,L,-43
2022-23,1610612751,BKN,22200793,2023-02-04,WAS,BKN,WAS,1610612764,52,125,123,W,2
2022-23,1610612751,BKN,22200810,2023-02-06,LAC,BKN,LAC,1610612746,53,116,124,L,-8
2022-23,1610612751,BKN,22200817,2023-02-07,PHX,BKN,PHX,1610612756,54,112,116,L,-4
2022-23,1610612751,BKN,22200833,2023-02-09,CHI,BKN,CHI,1610612741,55,116,105,W,11
2022-23,1610612751,BKN,22200846,2023-02-11,PHI,BKN,PHI,1610612755,56,98,101,L,-3
2022-23,1610612751,BKN,22200862,2023-02-13,BKN,NYK,NYK,1610612752,57,106,124,L,-18
2022-23,1610612751,BKN,22200878,2023-02-15,MIA,BKN,MIA,1610612748,58,116,105,W,11
2022-23,1610612751,BKN,22200900,2023-02-24,BKN,CHI,CHI,1610612741,59,87,131,L,-44
2022-23,1610612751,BKN,22200911,2023-02-26,BKN,ATL,ATL,1610612737,60,127,129,L,-2
2022-23,1610612751,BKN,22200924,2023-02-28,MIL,BKN,MIL,1610612749,61,104,118,L,-14
2022-23,1610612751,BKN,22200937,2023-03-01,BKN,NYK,NYK,1610612752,62,118,142,L,-24
2022-23,1610612751,BKN,22200948,2023-03-03,BKN,BOS,BOS,1610612738,63,115,105,W,10
2022-23,1610612751,BKN,22200965,2023-03-05,CHA,BKN,CHA,1610612766,64,102,86,W,16
2022-23,1610612751,BKN,22200981,2023-03-07,BKN,HOU,HOU,1610612745,65,118,96,W,22
2022-23,1610612751,BKN,22200995,2023-03-09,BKN,MIL,MIL,1610612749,66,113,118,L,-5
2022-23,1610612751,BKN,22201001,2023-03-10,BKN,MIN,MIN,1610612750,67,124,123,W,1
2022-23,1610612751,BKN,22201014,2023-03-12,BKN,DEN,DEN,1610612743,68,122,120,W,2
2022-23,1610612751,BKN,22201031,2023-03-14,BKN,OKC,OKC,1610612760,69,107,121,L,-14
2022-23,1610612751,BKN,22201043,2023-03-16,SAC,BKN,SAC,1610612758,70,96,101,L,-5
2022-23,1610612751,BKN,22201063,2023-03-19,DEN,BKN,DEN,1610612743,71,102,108,L,-6
2022-23,1610612751,BKN,22201079,2023-03-21,CLE,BKN,CLE,1610612739,72,109,115,L,-6
2022-23,1610612751,BKN,22201094,2023-03-23,CLE,BKN,CLE,1610612739,73,114,116,L,-2
2022-23,1610612751,BKN,22201108,2023-03-25,BKN,MIA,MIA,1610612748,74,129,100,W,29
2022-23,1610612751,BKN,22201118,2023-03-26,BKN,ORL,ORL,1610612753,75,106,119,L,-13
2022-23,1610612751,BKN,22201137,2023-03-29,HOU,BKN,HOU,1610612745,76,123,114,W,9
2022-23,1610612751,BKN,22201153,2023-03-31,ATL,BKN,ATL,1610612737,77,124,107,W,17
2022-23,1610612751,BKN,22201164,2023-04-02,UTA,BKN,UTA,1610612762,78,111,110,W,1
2022-23,1610612751,BKN,22201180,2023-04-04,MIN,BKN,MIN,1610612750,79,102,107,L,-5
2022-23,1610612751,BKN,22201189,2023-04-05,BKN,DET,DET,1610612765,80,123,108,W,15
2022-23,1610612751,BKN,22201207,2023-04-07,ORL,BKN,ORL,1610612753,81,101,84,W,17
2022-23,1610612751,BKN,22201217,2023-04-09,PHI,BKN,PHI,1610612755,82,105,134,L,-29
2022-23,1610612738,BOS,22200001,2022-10-18,PHI,BOS,PHI,1610612755,1,126,117,W,9
2022-23,1610612738,BOS,22200022,2022-10-21,BOS,MIA,MIA,1610612748,2,111,104,W,7
2022-23,1610612738,BOS,22200030,2022-10-22,BOS,ORL,ORL,1610612753,3,126,120,W,6
2022-23,1610612738,BOS,22200047,2022-10-24,BOS,CHI,CHI,1610612741,4,102,120,L,-18
2022-23,1610612738,BOS,22200072,2022-10-28,CLE,BOS,CLE,1610612739,5,123,132,L,-9
2022-23,1610612738,BOS,22200089,2022-10-30,WAS,BOS,WAS,1610612764,6,112,94,W,18
2022-23,1610612738,BOS,22200107,2022-11-02,BOS,CLE,CLE,1610612739,7,113,114,L,-1
2022-23,1610612738,BOS,22200124,2022-11-04,CHI,BOS,CHI,1610612741,8,123,119,W,4
2022-23,1610612738,BOS,22200135,2022-11-05,BOS,NYK,NYK,1610612752,9,133,118,W,15
2022-23,1610612738,BOS,22200152,2022-11-07,BOS,MEM,MEM,1610612763,10,109,106,W,3
2022-23,1610612738,BOS,22200163,2022-11-09,DET,BOS,DET,1610612765,11,128,112,W,16
2022-23,1610612738,BOS,22200176,2022-11-11,DEN,BOS,DEN,1610612743,12,131,112,W,19
2022-23,1610612738,BOS,22200186,2022-11-12,BOS,DET,DET,1610612765,13,117,108,W,9
2022-23,1610612738,BOS,22200201,2022-11-14,OKC,BOS,OKC,1610612760,14,126,122,W,4
2022-23,1610612738,BOS,22200214,2022-11-16,BOS,ATL,ATL,1610612737,15,126,101,W,25
2022-23,1610612738,BOS,22200231,2022-11-18,BOS,NOP,NOP,1610612740,16,117,109,W,8
2022-23,1610612738,BOS,22200250,2022-11-21,BOS,CHI,CHI,1610612741,17,107,121,L,-14
2022-23,1610612738,BOS,22200264,2022-11-23,DAL,BOS,DAL,1610612742,18,125,112,W,13
2022-23,1610612738,BOS,22200275,2022-11-25,SAC,BOS,SAC,1610612758,19,122,104,W,18
2022-23,1610612738,BOS,22200294,2022-11-27,WAS,BOS,WAS,1610612764,20,130,121,W,9
2022-23,1610612738,BOS,22200301,2022-11-28,CHA,BOS,CHA,1610612766,21,140,105,W,35
2022-23,1610612738,BOS,22200314,2022-11-30,MIA,BOS,MIA,1610612748,22,134,121,W,13
2022-23,1610612738,BOS,22200328,2022-12-02,MIA,BOS,MIA,1610612748,23,116,120,L,-4
2022-23,1610612738,BOS,22200346,2022-12-04,BOS,BKN,BKN,1610612751,24,103,92,W,11
2022-23,1610612738,BOS,22200355,2022-12-05,BOS,TOR,TOR,1610612761,25,116,110,W,6
2022-23,1610612738,BOS,22200373,2022-12-07,BOS,PHX,PHX,1610612756,26,125,98,W,27
2022-23,1610612738,BOS,22200392,2022-12-10,BOS,GSW,GSW,1610612744,27,107,123,L,-16
2022-23,1610612738,BOS,22200408,2022-12-12,BOS,LAC,LAC,1610612746,28,93,113,L,-20
2022-23,1610612738,BOS,22200413,2022-12-13,BOS,LAL,LAL,1610612747,29,122,118,W,4
2022-23,1610612738,BOS,22200430,2022-12-16,ORL,BOS,ORL,1610612753,30,109,117,L,-8
2022-23,1610612738,BOS,22200445,2022-12-18,ORL,BOS,ORL,1610612753,31,92,95,L,-3
2022-23,1610612738,BOS,22200469,2022-12-21,IND,BOS,IND,1610612754,32,112,117,L,-5
2022-23,1610612738,BOS,22200482,2022-12-23,MIN,BOS,MIN,1610612750,33,121,109,W,12
2022-23,1610612738,BOS,22200495,2022-12-25,MIL,BOS,MIL,1610612749,34,139,118,W,21
2022-23,1610612738,BOS,22200507,2022-12-27,HOU,BOS,HOU,1610612745,35,126,102,W,24
2022-23,1610612738,BOS,22200525,2022-12-29,LAC,BOS,LAC,1610612746,36,116,110,W,6
2022-23,1610612738,BOS,22200549,2023-01-01,BOS,DEN,DEN,1610612743,37,111,123,L,-12
2022-23,1610612738,BOS,22200562,2023-01-03,BOS,OKC,OKC,1610612760,38,117,150,L,-33
2022-23,1610612738,BOS,22200577,2023-01-05,BOS,DAL,DAL,1610612742,39,124,95,W,29
2022-23,1610612738,BOS,22200591,2023-01-07,BOS,SAS,SAS,1610612759,40,121,116,W,5
2022-23,1610612738,BOS,22200606,2023-01-09,CHI,BOS,CHI,1610612741,41,107,99,W,8
2022-23,1610612738,BOS,22200621,2023-01-11,NOP,BOS,NOP,1610612740,42,125,114,W,11
2022-23,1610612738,BOS,22200627,2023-01-12,BOS,BKN,BKN,1610612751,43,109,98,W,11
2022-23,1610612738,BOS,22200642,2023-01-14,BOS,CHA,CHA,1610612766,44,122,106,W,16
2022-23,1610612738,BOS,22200656,2023-01-16,BOS,CHA,CHA,1610612766,45,130,118,W,12
2022-23,1610612738,BOS,22200679,2023-01-19,GSW,BOS,GSW,1610612744,46,121,118,W,3
2022-23,1610612738,BOS,22200692,2023-01-21,BOS,TOR,TOR,1610612761,47,106,104,W,2
2022-23,1610612738,BOS,22200707,2023-01-23,BOS,ORL,ORL,1610612753,48,98,113,L,-15
2022-23,1610612738,BOS,22200714,2023-01-24,BOS,MIA,MIA,1610612748,49,95,98,L,-3
2022-23,1610612738,BOS,22200730,2023-01-26,NYK,BOS,NYK,1610612752,50,117,120,L,-3
2022-23,1610612738,BOS,22200749,2023-01-28,LAL,BOS,LAL,1610612747,51,125,121,W,4
2022-23,1610612738,BOS,22200772,2023-02-01,BKN,BOS,BKN,1610612751,52,139,96,W,43
2022-23,1610612738,BOS,22200788,2023-02-03,PHX,BOS,PHX,1610612756,53,94,106,L,-12
2022-23,1610612738,BOS,22200808,2023-02-06,BOS,DET,DET,1610612765,54,111,99,W,12
2022-23,1610612738,BOS,22200824,2023-02-08,PHI,BOS,PHI,1610612755,55,106,99,W,7
2022-23,1610612738,BOS,22200838,2023-02-10,CHA,BOS,CHA,1610612766,56,127,116,W,11
2022-23,1610612738,BOS,22200855,2023-02-12,MEM,BOS,MEM,1610612763,57,119,109,W,10
2022-23,1610612738,BOS,22200869,2023-02-14,BOS,MIL,MIL,1610612749,58,125,131,L,-6
2022-23,1610612738,BOS,22200877,2023-02-15,DET,BOS,DET,1610612765,59,127,109,W,18
2022-23,1610612738,BOS,22200887,2023-02-23,BOS,IND,IND,1610612754,60,142,138,W,4
2022-23,1610612738,BOS,22200908,2023-02-25,BOS,PHI,PHI,1610612755,61,110,107,W,3
2022-23,1610612738,BOS,22200921,2023-02-27,BOS,NYK,NYK,1610612752,62,94,109,L,-15
2022-23,1610612738,BOS,22200935,2023-03-01,CLE,BOS,CLE,1610612739,63,117,113,W,4
2022-23,1610612738,BOS,22200948,2023-03-03,BKN,BOS,BKN,1610612751,64,105,115,L,-10
2022-23,1610612738,BOS,22200969,2023-03-05,NYK,BOS,NYK,1610612752,65,129,131,L,-2
2022-23,1610612738,BOS,22200971,2023-03-06,BOS,CLE,CLE,1610612739,66,114,118,L,-4
2022-23,1610612738,BOS,22200986,2023-03-08,POR,BOS,POR,1610612757,67,115,93,W,22
2022-23,1610612738,BOS,22201008,2023-03-11,BOS,ATL,ATL,1610612737,68,134,125,W,9
2022-23,1610612738,BOS,22201024,2023-03-13,BOS,HOU,HOU,1610612745,69,109,111,L,-2
2022-23,1610612738,BOS,22201039,2023-03-15,BOS,MIN,MIN,1610612750,70,104,102,W,2
2022-23,1610612738,BOS,22201053,2023-03-17,BOS,POR,POR,1610612757,71,126,112,W,14
2022-23,1610612738,BOS,22201062,2023-03-18,BOS,UTA,UTA,1610612762,72,117,118,L,-1
2022-23,1610612738,BOS,22201081,2023-03-21,BOS,SAC,SAC,1610612758,73,132,109,W,23
2022-23,1610612738,BOS,22201097,2023-03-24,IND,BOS,IND,1610612754,74,120,95,W,25
2022-23,1610612738,BOS,22201116,2023-03-26,SAS,BOS,SAS,1610612759,75,137,93,W,44
2022-23,1610612738,BOS,22201130,2023-03-28,BOS,WAS,WAS,1610612764,76,111,130,L,-19
2022-23,1610612738,BOS,22201146,2023-03-30,BOS,MIL,MIL,1610612749,77,140,99,W,41
2022-23,1610612738,BOS,22201152,2023-03-31,UTA,BOS,UTA,1610612762,78,122,114,W,8
2022-23,1610612738,BOS,22201181,2023-04-04,BOS,PHI,PHI,1610612755,79,101,103,L,-2
2022-23,1610612738,BOS,22201192,2023-04-05,TOR,BOS,TOR,1610612761,80,97,93,W,4
2022-23,1610612738,BOS,22201206,2023-04-07,TOR,BOS,TOR,1610612761,81,121,102,W,19
2022-23,1610612738,BOS,22201216,2023-04-09,ATL,BOS,ATL,1610612737,82,120,114,W,6
2022-23,1610612766,CHA,22200011,2022-10-19,CHA,SAS,SAS,1610612759,1,129,102,W,27
2022-23,1610612766,CHA,22200017,2022-10-21,NOP,CHA,NOP,1610612740,2,112,124,L,-12
2022-23,1610612766,CHA,22200038,2022-10-23,CHA,ATL,ATL,1610612737,3,126,109,W,17
2022-23,1610612766,CHA,22200058,2022-10-26,CHA,NYK,NYK,1610612752,4,131,134,L,-3
2022-23,1610612766,CHA,22200071,2022-10-28,CHA,ORL,ORL,1610612753,5,93,113,L,-20
2022-23,1610612766,CHA,22200082,2022-10-29,GSW,CHA,GSW,1610612744,6,120,113,W,7
2022-23,1610612766,CHA,22200096,2022-10-31,SAC,CHA,SAC,1610612758,7,108,115,L,-7
2022-23,1610612766,CHA,22200111,2022-11-02,CHA,CHI,CHI,1610612741,8,88,106,L,-18
2022-23,1610612766,CHA,22200125,2022-11-04,CHA,MEM,MEM,1610612763,9,99,130,L,-31
2022-23,1610612766,CHA,22200133,2022-11-05,BKN,CHA,BKN,1610612751,10,94,98,L,-4
2022-23,1610612766,CHA,22200144,2022-11-07,WAS,CHA,WAS,1610612764,11,100,108,L,-8
2022-23,1610612766,CHA,22200159,2022-11-09,POR,CHA,POR,1610612757,12,95,105,L,-10
2022-23,1610612766,CHA,22200174,2022-11-10,CHA,MIA,MIA,1610612748,13,112,117,L,-5
2022-23,1610612766,CHA,22200189,2022-11-12,CHA,MIA,MIA,1610612748,14,115,132,L,-17
2022-23,1610612766,CHA,22200200,2022-11-14,CHA,ORL,ORL,1610612753,15,112,105,W,7
2022-23,1610612766,CHA,22200211,2022-11-16,IND,CHA,IND,1610612754,16,113,125,L,-12
2022-23,1610612766,CHA,22200225,2022-11-18,CHA,CLE,CLE,1610612739,17,122,132,L,-10
2022-23,1610612766,CHA,22200241,2022-11-20,CHA,WAS,WAS,1610612764,18,102,106,L,-4
2022-23,1610612766,CHA,22200260,2022-11-23,PHI,CHA,PHI,1610612755,19,107,101,W,6
2022-23,1610612766,CHA,22200272,2022-11-25,MIN,CHA,MIN,1610612750,20,110,108,W,2
